# Time-averaged data for fix fa
# TimeStep v_vpe v_vke v_vT v_vE
66100000 -354.5 842.335 274.089 487.836
66200000 -366.7 854.601 278.081 487.901
66300000 -362.275 850.19 276.645 487.915
66400000 -356.125 844 274.631 487.875
66500000 -356.81 844.963 274.944 488.153
66600000 -354.051 842.256 274.063 488.205
66700000 -371.505 859.826 279.781 488.321
66800000 -368.093 856.284 278.628 488.191
66900000 -367.087 855.282 278.302 488.195
67000000 -354.369 842.508 274.145 488.139
67100000 -344.167 832.229 270.801 488.062
67200000 -347.923 836.011 272.032 488.088
67300000 -346.648 834.858 271.656 488.209
67400000 -351.24 839.11 273.04 487.871
67500000 -339.222 827.116 269.137 487.894
67600000 -370.597 858.229 279.261 487.632
67700000 -352.787 840.271 273.418 487.484
67800000 -354.571 841.83 273.925 487.259
67900000 -354.62 842.005 273.982 487.385
68000000 -352.604 840.124 273.37 487.52
68100000 -351.198 838.806 272.941 487.607
68200000 -339.938 827.692 269.324 487.753
68300000 -351.171 838.933 272.982 487.762
68400000 -361.803 849.586 276.449 487.783
68500000 -353.052 840.94 273.635 487.888
68600000 -369.881 857.794 279.119 487.913
68700000 -362.072 850.038 276.596 487.966
68800000 -368.749 856.829 278.805 488.08
68900000 -361.232 849.128 276.3 487.896
69000000 -348.718 836.563 272.211 487.845
69100000 -341.238 829.09 269.78 487.853
69200000 -346.473 834.205 271.444 487.732
69300000 -355.113 843.012 274.309 487.899
69400000 -356.07 843.855 274.584 487.785
69500000 -360.52 848.314 276.035 487.794
69600000 -353.002 840.917 273.628 487.915
69700000 -356.386 844.299 274.728 487.913
69800000 -363.049 851.104 276.942 488.055
69900000 -359.146 847.336 275.716 488.19
70000000 -352.88 841.022 273.662 488.141
70100000 -348.368 836.887 272.316 488.519
70200000 -347.041 835.758 271.949 488.717
70300000 -357.263 845.934 275.26 488.671
70400000 -363.349 852.082 277.261 488.733
70500000 -356.496 845.361 275.074 488.865
70600000 -359.081 848.086 275.961 489.005
70700000 -355.112 844.378 274.754 489.266
70800000 -361.115 850.398 276.713 489.283
70900000 -361.659 851.046 276.924 489.387
71000000 -346.345 835.954 272.013 489.609
71100000 -348.633 838.168 272.733 489.535
71200000 -360.921 850.406 276.715 489.485
71300000 -368.002 857.669 279.079 489.667
71400000 -348.798 838.268 272.766 489.47
71500000 -348.281 837.574 272.54 489.293
71600000 -354.12 843.576 274.493 489.456
71700000 -367.614 857.156 278.912 489.543
71800000 -354.23 843.915 274.603 489.685
71900000 -360.139 850.006 276.585 489.866
72000000 -352.67 842.494 274.141 489.824
72100000 -347.023 836.991 272.35 489.968
72200000 -358.14 848.231 276.008 490.091
72300000 -356.523 846.441 275.425 489.918
72400000 -352.525 842.532 274.153 490.007
72500000 -365.719 855.741 278.451 490.022
72600000 -352.454 842.402 274.111 489.948
72700000 -348.197 838.098 272.711 489.901
72800000 -349.615 839.553 273.184 489.937
72900000 -355.612 845.587 275.147 489.975
73000000 -355.109 845.15 275.005 490.042
73100000 -358.224 848.537 276.107 490.313
73200000 -371.963 862.326 280.594 490.364
73300000 -375.344 865.818 281.73 490.474
73400000 -354.55 845.044 274.971 490.494
73500000 -356.302 846.762 275.53 490.46
73600000 -361.422 851.963 277.222 490.541
73700000 -362.055 852.593 277.427 490.537
73800000 -355.962 846.25 275.363 490.288
73900000 -371.006 861.128 280.204 490.121
74000000 -358.783 848.818 276.199 490.035
74100000 -351.788 841.833 273.926 490.045
74200000 -357.451 847.666 275.824 490.215
74300000 -366.461 856.729 278.773 490.268
74400000 -355.78 845.945 275.264 490.164
74500000 -354.157 844.396 274.76 490.239
74600000 -360.59 850.865 276.865 490.275
74700000 -354.643 845.013 274.961 490.37
74800000 -347.891 838.177 272.736 490.286
74900000 -352.674 842.717 274.213 490.043
75000000 -357.109 847.045 275.622 489.936
75100000 -346.04 835.893 271.993 489.853
75200000 -361.498 851.248 276.989 489.75
75300000 -364.812 854.458 278.034 489.646
75400000 -364.426 853.962 277.873 489.536
75500000 -367.511 857.097 278.893 489.587
75600000 -354.431 843.973 274.622 489.542
75700000 -352.976 842.519 274.149 489.543
75800000 -361.698 851.248 276.989 489.55
75900000 -353.15 842.902 274.274 489.753
76000000 -357.765 847.635 275.814 489.87
76100000 -375.662 865.601 281.66 489.939
76200000 -358.176 848.302 276.031 490.126
76300000 -352.917 843.108 274.341 490.191
76400000 -361.043 851.138 276.954 490.095
76500000 -358.752 848.728 276.169 489.976
76600000 -351.768 841.628 273.859 489.86
76700000 -344.732 834.544 271.554 489.812
76800000 -364.513 854.119 277.924 489.607
76900000 -351.047 840.82 273.596 489.773
77000000 -368.863 858.615 279.387 489.752
77100000 -358.439 848.211 276.001 489.772
77200000 -339.377 828.981 269.744 489.605
77300000 -343.863 833.458 271.201 489.595
77400000 -349.429 839.013 273.008 489.584
77500000 -340.384 829.956 270.061 489.571
77600000 -347.622 836.936 272.332 489.314
77700000 -355.97 845.129 274.998 489.159
77800000 -347.032 836.244 272.107 489.213
77900000 -355.553 844.74 274.872 489.187
78000000 -354.591 843.785 274.561 489.195
78100000 -364.127 853.329 277.667 489.202
78200000 -359.062 848.164 275.986 489.102
78300000 -353.541 842.737 274.22 489.195
78400000 -352.558 841.676 273.875 489.119
78500000 -361.188 850.422 276.721 489.234
78600000 -352.532 841.686 273.878 489.154
78700000 -347.287 836.656 272.241 489.369
78800000 -344.486 833.938 271.357 489.452
78900000 -364.177 853.799 277.819 489.622
79000000 -351.285 841.152 273.704 489.866
79100000 -363.817 853.656 277.773 489.84
79200000 -353.37 843.435 274.447 490.064
79300000 -350.051 840.124 273.37 490.074
79400000 -353.37 843.383 274.43 490.013
79500000 -370.053 860.07 279.86 490.016
79600000 -351.338 841.314 273.757 489.976
79700000 -346.022 835.875 271.987 489.853
79800000 -350.807 840.732 273.568 489.925
79900000 -351.549 841.539 273.83 489.99
80000000 -349.717 839.564 273.188 489.848
80100000 -340.834 830.506 270.24 489.672
80200000 -364.746 854.514 278.052 489.769
80300000 -352.246 842.115 274.018 489.869
80400000 -365.554 855.414 278.345 489.86
80500000 -366.158 855.932 278.513 489.774
80600000 -343.849 833.536 271.226 489.687
80700000 -346.663 836.348 272.141 489.685
80800000 -342.67 832.53 270.899 489.86
80900000 -362.842 852.635 277.441 489.793
81000000 -357.343 847.061 275.627 489.718
81100000 -354.513 844.262 274.716 489.749
81200000 -358.184 847.88 275.894 489.697
81300000 -360.299 850.046 276.598 489.747
81400000 -352.498 842.179 274.038 489.681
81500000 -345.616 835.329 271.809 489.713
81600000 -352.851 842.6 274.175 489.749
81700000 -359.431 849.276 276.348 489.845
81800000 -355.497 845.687 275.18 490.19
81900000 -358.569 848.83 276.203 490.262
82000000 -360.21 850.404 276.715 490.194
82100000 -359.633 849.544 276.435 489.911
82200000 -345.56 835.279 271.793 489.719
82300000 -356.436 846.075 275.306 489.639
82400000 -353.743 843.267 274.392 489.524
82500000 -349.153 838.736 272.918 489.583
82600000 -351.169 840.828 273.599 489.659
82700000 -368.419 858.146 279.234 489.728
82800000 -353.209 842.94 274.286 489.731
82900000 -350.21 840.068 273.351 489.858
83000000 -350.645 840.5 273.492 489.854
83100000 -349.444 839.294 273.1 489.85
83200000 -360.606 850.41 276.717 489.804
83300000 -372.127 862.041 280.501 489.914
83400000 -365.435 855.155 278.261 489.72
83500000 -353.737 843.391 274.433 489.654
83600000 -354.737 844.314 274.733 489.577
83700000 -366.851 856.365 278.654 489.514
83800000 -359.579 849.011 276.261 489.432
83900000 -360.032 849.308 276.358 489.276
84000000 -352.097 841.291 273.75 489.195
84100000 -344.458 833.693 271.277 489.235
84200000 -346.384 835.588 271.894 489.204
84300000 -351.333 840.732 273.568 489.399
84400000 -354.311 843.987 274.627 489.676
84500000 -355.997 845.572 275.143 489.576
84600000 -361.945 851.511 277.075 489.565
84700000 -359.569 849.074 276.282 489.505
84800000 -364.308 853.636 277.766 489.328
84900000 -368.27 857.552 279.041 489.282
85000000 -368.248 857.626 279.065 489.378
85100000 -353.565 842.931 274.283 489.366
85200000 -345.202 834.724 271.613 489.522
85300000 -358.048 847.707 275.837 489.658
85400000 -359.023 848.814 276.197 489.791
85500000 -344.767 834.575 271.564 489.808
85600000 -350.947 840.644 273.539 489.697
85700000 -357.214 846.907 275.577 489.693
85800000 -349.534 839.164 273.057 489.63
85900000 -362.366 852.003 277.235 489.637
86000000 -354.158 843.732 274.544 489.574
86100000 -347.835 837.475 272.508 489.639
86200000 -344.36 833.962 271.365 489.602
86300000 -345.435 835.275 271.792 489.84
86400000 -338.261 828.167 269.479 489.906
86500000 -335.336 825.383 268.573 490.047
86600000 -358.652 848.66 276.147 490.008
86700000 -355.183 845.178 275.014 489.995
86800000 -351.427 841.664 273.871 490.237
86900000 -345.253 835.635 271.909 490.382
87000000 -341.556 831.98 270.72 490.424
87100000 -346.645 837.055 272.371 490.41
87200000 -345.728 836.215 272.098 490.487
87300000 -362.553 852.97 277.55 490.418
87400000 -357.41 847.806 275.869 490.396
87500000 -359.224 849.677 276.478 490.453
87600000 -353.645 844.056 274.649 490.411
87700000 -340.966 831.453 270.548 490.486
87800000 -355.146 845.756 275.202 490.61
87900000 -350.673 841.513 273.822 490.84
88000000 -339.339 830.228 270.15 490.889
88100000 -341.506 832.645 270.936 491.139
88200000 -348.89 840.16 273.381 491.269
88300000 -349.674 840.803 273.591 491.128
88400000 -364.625 855.574 278.397 490.949
88500000 -354.813 845.55 275.135 490.738
88600000 -354.807 845.564 275.14 490.758
88700000 -340.207 831.083 270.428 490.875
88800000 -353.16 844.042 274.645 490.882
88900000 -353.51 843.794 274.564 490.284
89000000 -354.875 844.855 274.909 489.981
89100000 -346.885 836.919 272.327 490.034
89200000 -369.107 859.138 279.557 490.031
89300000 -353.121 843.113 274.342 489.992
89400000 -345.422 835.453 271.85 490.032
89500000 -354.571 844.831 274.901 490.259
89600000 -352.994 843.492 274.466 490.499
89700000 -362.926 853.427 277.698 490.501
89800000 -354.363 845.066 274.978 490.703
89900000 -352.794 843.679 274.527 490.885
90000000 -357.3 848.342 276.044 491.042
90100000 -353.296 844.35 274.745 491.054
90200000 -345.165 836.276 272.118 491.11
90300000 -340.698 831.976 270.718 491.278
90400000 -342.892 834.213 271.446 491.32
90500000 -356.708 847.924 275.908 491.217
90600000 -351.709 842.989 274.302 491.281
90700000 -342.038 833.296 271.148 491.258
90800000 -350.268 841.594 273.848 491.326
90900000 -354.657 845.955 275.267 491.297
91000000 -348.604 839.977 273.322 491.373
91100000 -348.8 840.237 273.407 491.437
91200000 -348.948 840.506 273.494 491.557
91300000 -337.775 829.353 269.865 491.578
91400000 -347.719 839.474 273.158 491.754
91500000 -347.617 839.549 273.183 491.932
91600000 -348.056 839.989 273.326 491.933
91700000 -359.471 851.467 277.061 491.996
91800000 -352.4 844.184 274.691 491.783
91900000 -346.222 837.629 272.558 491.407
92000000 -346.508 837.786 272.609 491.278
92100000 -369.166 860.448 279.983 491.281
92200000 -356.784 848.138 275.977 491.353
92300000 -345.433 836.857 272.307 491.424
92400000 -341.37 832.662 270.942 491.291
92500000 -354.603 846.037 275.294 491.433
92600000 -341.546 833.115 271.089 491.569
92700000 -342.72 834.408 271.51 491.688
92800000 -343.05 834.791 271.635 491.741
92900000 -352.095 843.915 274.603 491.82
93000000 -359.472 851.347 277.022 491.875
93100000 -346.845 838.895 272.97 492.05
93200000 -349.657 841.699 273.882 492.042
93300000 -357.138 849.18 276.317 492.043
93400000 -352.856 844.784 274.886 491.929
93500000 -348.625 840.612 273.529 491.987
93600000 -379.466 871.505 283.581 492.039
93700000 -352.149 844.178 274.689 492.03
93800000 -338.891 830.916 270.373 492.025
93900000 -340.826 832.812 270.99 491.986
94000000 -364.161 856.307 278.636 492.146
94100000 -353.789 845.847 275.232 492.058
94200000 -357.392 849.394 276.386 492.002
94300000 -361.646 853.493 277.72 491.848
94400000 -351.375 843.249 274.387 491.875
94500000 -348.538 840.344 273.441 491.806
94600000 -354.964 846.579 275.47 491.615
94700000 -353.835 845.399 275.086 491.564
94800000 -354.947 846.773 275.533 491.826
94900000 -349.002 840.913 273.627 491.911
95000000 -349.539 841.578 273.843 492.04
95100000 -347.368 839.476 273.159 492.108
95200000 -340.341 832.487 270.885 492.146
95300000 -356.115 848.183 275.992 492.069
95400000 -354.881 846.844 275.557 491.963
95500000 -365.868 857.653 279.073 491.785
95600000 -358.589 850.298 276.68 491.709
95700000 -349.439 841.17 273.71 491.73
95800000 -358.347 850.306 276.683 491.959
95900000 -357.937 850.064 276.604 492.127
96000000 -337.461 829.737 269.99 492.276
96100000 -346.445 838.768 272.928 492.322
96200000 -343.373 835.62 271.904 492.247
96300000 -353.179 845.277 275.046 492.097
96400000 -358.124 850.194 276.647 492.07
96500000 -354.989 847.089 275.636 492.1
96600000 -354.829 846.698 275.509 491.869
96700000 -360.088 852.014 277.239 491.927
96800000 -355.22 847.259 275.692 492.04
96900000 -362.007 854.119 277.924 492.112
97000000 -349.107 841.243 273.734 492.136
97100000 -352.561 844.839 274.904 492.278
97200000 -338.059 830.353 270.19 492.294
97300000 -362.351 854.599 278.08 492.249
97400000 -354.101 846.266 275.368 492.165
97500000 -355.524 847.675 275.827 492.151
97600000 -348.665 840.891 273.619 492.226
97700000 -341.872 833.956 271.363 492.084
97800000 -361.121 853.419 277.696 492.297
97900000 -347.159 839.388 273.13 492.229
98000000 -339.243 831.474 270.555 492.231
98100000 -361.284 853.51 277.726 492.227
98200000 -354.875 847.171 275.663 492.296
98300000 -364.148 856.518 278.704 492.37
98400000 -346.144 838.512 272.845 492.368
98500000 -349.334 841.692 273.88 492.358
98600000 -355.796 848.332 276.041 492.536
98700000 -344.639 837.113 272.39 492.474
98800000 -347.203 839.523 273.174 492.32
98900000 -342.378 834.827 271.646 492.449
99000000 -356.777 849.163 276.311 492.386
99100000 -358.389 850.551 276.763 492.162
99200000 -354.542 846.662 275.497 492.121
99300000 -342.945 835.087 271.731 492.142
99400000 -352.85 844.925 274.932 492.075
99500000 -350.82 842.968 274.295 492.148
99600000 -374.743 866.836 282.062 492.093
99700000 -354.664 846.959 275.594 492.296
99800000 -353.043 845.439 275.099 492.396
99900000 -344.193 836.623 272.231 492.43
100000000 -359.244 851.571 277.094 492.326
100100000 -364.017 856.272 278.624 492.255
100200000 -349.751 841.871 273.938 492.12
100300000 -363.535 855.731 278.448 492.196
100400000 -349.055 841.174 273.711 492.119
100500000 -346.529 838.519 272.847 491.99
100600000 -348.422 840.167 273.384 491.744
100700000 -352.37 844.217 274.702 491.847
100800000 -337.69 829.827 270.019 492.137
100900000 -347.747 839.87 273.287 492.123
101000000 -360.139 852.278 277.325 492.139
101100000 -352.223 844.145 274.678 491.922
101200000 -353.927 845.782 275.211 491.855
101300000 -346.977 838.837 272.951 491.86
101400000 -350.298 842.222 274.052 491.923
101500000 -346.23 838.189 272.74 491.959
101600000 -356.394 848.375 276.054 491.98
101700000 -341.322 833.425 271.19 492.103
101800000 -344.736 836.758 272.274 492.021
101900000 -345.87 837.842 272.627 491.971
102000000 -347.526 839.589 273.196 492.063
102100000 -360.29 852.892 277.524 492.602
102200000 -357.978 850.511 276.749 492.533
102300000 -367.556 860.031 279.847 492.476
102400000 -353.832 846.257 275.365 492.426
102500000 -362.831 855.726 278.447 492.895
102600000 -352.502 845.483 275.113 492.981
102700000 -360.291 853.38 277.683 493.088
102800000 -357.899 851.126 276.95 493.227
102900000 -349.128 842.457 274.129 493.328
103000000 -350.462 843.996 274.63 493.533
103100000 -356.783 850.329 276.69 493.546
103200000 -343.857 837.474 272.507 493.617
103300000 -349.86 843.519 274.475 493.659
103400000 -359.801 853.4 277.69 493.6
103500000 -354.852 848.467 276.085 493.616
103600000 -368.623 862.109 280.523 493.486
103700000 -354.258 847.756 275.853 493.498
103800000 -353.584 847.056 275.625 493.473
103900000 -346.196 839.736 273.243 493.54
104000000 -346.635 840.216 273.4 493.58
104100000 -351.289 844.918 274.93 493.629
104200000 -359.735 854.384 278.01 494.649
104300000 -354.219 848.826 276.201 494.607
104400000 -348.962 843.722 274.541 494.76
104500000 -348.864 843.752 274.55 494.888
104600000 -347.501 842.343 274.092 494.841
104700000 -348.303 843.15 274.354 494.848
104800000 -364.572 859.695 279.738 495.123
104900000 -353.649 848.998 276.257 495.349
105000000 -351.348 846.62 275.483 495.272
105100000 -339.818 835.164 271.756 495.347
105200000 -343.973 839.29 273.098 495.317
105300000 -350.69 845.999 275.281 495.309
105400000 -349.317 844.247 274.711 494.93
105500000 -349.491 844.374 274.752 494.882
105600000 -355.036 849.79 276.515 494.754
105700000 -345.155 839.976 273.321 494.821
105800000 -342.247 837.329 272.46 495.082
105900000 -344.006 839.227 273.078 495.22
106000000 -344.995 840.309 273.43 495.314
106100000 -352.453 847.977 275.925 495.524
106200000 -350.716 846.386 275.407 495.669
106300000 -367.345 863.014 280.818 495.669
106400000 -352.872 848.541 276.109 495.669
106500000 -345.232 840.922 273.63 495.69
106600000 -349.664 845.381 275.08 495.717
106700000 -346.692 842.369 274.1 495.676
106800000 -348.01 843.702 274.534 495.692
106900000 -337.2 832.94 271.032 495.74
107000000 -354.721 850.457 276.732 495.736
107100000 -348.167 843.942 274.612 495.775
107200000 -355.931 851.665 277.125 495.735
107300000 -343.409 839.111 273.04 495.702
107400000 -358.105 853.772 277.811 495.667
107500000 -353.912 849.802 276.519 495.89
107600000 -352.423 848.476 276.087 496.053
107700000 -352.253 848.421 276.069 496.168
107800000 -359.246 855.291 278.305 496.045
107900000 -353.051 849.221 276.33 496.169
108000000 -355.089 851.334 277.017 496.244
108100000 -344.174 840.421 273.466 496.247
108200000 -353.052 849.287 276.351 496.235
108300000 -363.543 859.895 279.803 496.352
108400000 -338.156 834.5 271.54 496.344
108500000 -341.48 837.958 272.665 496.478
108600000 -340.112 836.582 272.217 496.47
108700000 -340.238 836.772 272.279 496.534
108800000 -343.22 839.692 273.229 496.472
108900000 -352.552 848.946 276.24 496.394
109000000 -336.607 833.126 271.093 496.519
109100000 -346.284 842.794 274.239 496.51
109200000 -348.756 845.301 275.054 496.545
109300000 -336.318 832.995 271.05 496.677
109400000 -338.957 835.667 271.919 496.71
109500000 -351.726 848.403 276.064 496.677
109600000 -346.878 843.452 274.453 496.574
109700000 -354.562 851.181 276.967 496.618
109800000 -342.374 838.911 272.975 496.537
109900000 -347.458 843.965 274.62 496.507
110000000 -346.504 842.711 274.212 496.207
110100000 -338.326 834.429 271.517 496.104
110200000 -346.113 842.236 274.057 496.124
110300000 -352.007 848.267 276.02 496.261
110400000 -347.848 844.094 274.662 496.246
110500000 -343.809 840.001 273.33 496.193
110600000 -347.657 843.928 274.607 496.271
110700000 -359.379 855.73 278.448 496.351
110800000 -359.191 855.581 278.399 496.39
110900000 -350.173 846.64 275.49 496.467
111000000 -343.616 840.044 273.344 496.428
111100000 -356.263 852.933 277.538 496.671
111200000 -349.771 846.477 275.437 496.706
111300000 -348.285 845.103 274.99 496.817
111400000 -355.927 852.741 277.475 496.814
111500000 -352.371 849.227 276.332 496.857
111600000 -340.593 837.557 272.535 496.964
111700000 -350.692 847.708 275.837 497.016
111800000 -342.321 839.353 273.119 497.031
111900000 -351.999 848.913 276.23 496.915
112000000 -365.428 862.669 280.706 497.241
112100000 -356.954 854.39 278.012 497.436
112200000 -352.498 849.885 276.546 497.387
112300000 -340.119 837.431 272.493 497.312
112400000 -354.775 852.06 277.254 497.285
112500000 -346.466 843.742 274.547 497.276
112600000 -337.97 835.379 271.826 497.409
112700000 -362.076 859.498 279.674 497.421
112800000 -363.304 860.736 280.077 497.432
112900000 -356.509 854.03 277.895 497.521
113000000 -349.027 846.63 275.487 497.603
113100000 -350.145 847.937 275.912 497.793
113200000 -346.169 844.009 274.634 497.84
113300000 -354.631 852.54 277.41 497.909
113400000 -339.137 837.174 272.41 498.036
113500000 -361.425 859.459 279.661 498.033
113600000 -353.624 851.686 277.132 498.062
113700000 -345.008 843.028 274.315 498.02
113800000 -339.04 837.062 272.373 498.021
113900000 -349.881 848.224 276.005 498.343
114000000 -350.371 848.72 276.167 498.349
114100000 -348.035 846.454 275.429 498.419
114200000 -343.772 842.171 274.036 498.399
114300000 -338.205 836.582 272.217 498.377
114400000 -346.484 844.685 274.854 498.201
114500000 -344.946 843.282 274.397 498.336
114600000 -354.952 853.154 277.61 498.203
114700000 -359.178 857.382 278.985 498.204
114800000 -346.719 845 274.956 498.281
114900000 -361.625 859.918 279.811 498.293
115000000 -347.427 845.855 275.235 498.428
115100000 -354.475 852.919 277.533 498.444
115200000 -335.526 834.333 271.485 498.807
115300000 -347.159 846.294 275.378 499.135
115400000 -341.873 841.068 273.677 499.195
115500000 -340.145 839.582 273.193 499.437
115600000 -343.395 843.058 274.325 499.664
115700000 -359.023 858.754 279.432 499.731
115800000 -346.074 845.79 275.213 499.715
115900000 -348.243 847.957 275.918 499.714
116000000 -340.872 840.481 273.486 499.609
116100000 -345.713 845.383 275.081 499.67
116200000 -360.061 859.93 279.814 499.869
116300000 -332.587 832.826 270.995 500.239
116400000 -344.025 844.389 274.757 500.364
116500000 -334.6 834.895 271.668 500.295
116600000 -351.074 851.218 276.98 500.145
116700000 -337.92 837.981 272.672 500.06
116800000 -339.352 839.521 273.174 500.169
116900000 -342.019 842.255 274.063 500.236
117000000 -351.232 851.493 277.069 500.261
117100000 -354.862 855.116 278.248 500.255
117200000 -339.515 839.642 273.213 500.127
117300000 -346.297 846.587 275.473 500.29
117400000 -353.789 854.415 278.02 500.627
117500000 -355.167 855.861 278.491 500.695
117600000 -364.498 865.186 281.525 500.688
117700000 -335.474 836.178 272.086 500.704
117800000 -344.203 844.99 274.953 500.787
117900000 -331.109 831.983 270.721 500.874
118000000 -349.579 850.478 276.739 500.899
118100000 -331.665 832.441 270.87 500.776
118200000 -358.827 859.482 279.669 500.655
118300000 -356.539 857.181 278.92 500.642
118400000 -339.718 840.204 273.396 500.486
118500000 -338.069 838.574 272.865 500.505
118600000 -354.38 854.764 278.133 500.384
118700000 -347.627 847.953 275.917 500.327
118800000 -345.482 845.745 275.199 500.263
118900000 -335.651 835.879 271.989 500.228
119000000 -341.221 841.558 273.836 500.336
119100000 -333.713 834.181 271.436 500.468
119200000 -339.454 839.897 273.296 500.443
119300000 -345.411 845.866 275.238 500.455
119400000 -338.613 839.145 273.051 500.532
119500000 -353.074 853.531 277.732 500.457
119600000 -342.433 842.922 274.28 500.489
119700000 -342.378 842.887 274.269 500.509
119800000 -359.99 860.379 279.961 500.39
119900000 -344.843 845.211 275.025 500.368
120000000 -340.053 840.442 273.473 500.389
120100000 -351.316 851.773 277.16 500.457
120200000 -347.275 847.832 275.878 500.557
120300000 -341.542 842.239 274.058 500.696
120400000 -329.115 829.79 270.007 500.676
120500000 -342.286 842.771 274.231 500.484
120600000 -336.38 836.783 272.283 500.403
120700000 -365.281 865.845 281.739 500.564
120800000 -366.195 866.845 282.064 500.649
120900000 -351.481 852.232 277.309 500.751
121000000 -359.437 860.246 279.917 500.809
121100000 -360.522 861.743 280.404 501.22
121200000 -350.887 852.687 277.458 501.799
121300000 -337.059 839.012 273.008 501.952
121400000 -350.568 852.635 277.441 502.067
121500000 -345.29 847.123 275.647 501.832
121600000 -346.66 848.432 276.073 501.772
121700000 -337.507 839.438 273.146 501.93
121800000 -342.458 844.326 274.737 501.868
121900000 -341.459 843.331 274.413 501.872
122000000 -344.032 845.96 275.269 501.928
122100000 -337.433 839.469 273.157 502.036
122200000 -348.264 850.388 276.71 502.124
122300000 -352.167 854.383 278.01 502.216
122400000 -341.018 843.32 274.41 502.302
122500000 -345.395 847.564 275.791 502.169
122600000 -333.209 835.45 271.849 502.242
122700000 -340.869 843.008 274.308 502.139
122800000 -352.308 854.446 278.03 502.138
122900000 -366.223 868.196 282.504 501.974
123000000 -346.924 848.585 276.123 501.661
123100000 -358.324 860.032 279.848 501.708
123200000 -348.908 850.735 276.823 501.828
123300000 -354.455 856.242 278.614 501.787
123400000 -347.93 849.758 276.504 501.828
123500000 -353.718 855.524 278.381 501.807
123600000 -351.894 853.82 277.826 501.926
123700000 -356.188 858.207 279.254 502.019
123800000 -357.188 859.257 279.595 502.069
123900000 -352.802 854.941 278.191 502.139
124000000 -350.292 852.548 277.412 502.257
124100000 -336.525 838.794 272.937 502.269
124200000 -355.442 857.692 279.086 502.25
124300000 -359.296 861.607 280.36 502.311
124400000 -346.523 848.923 276.233 502.4
124500000 -347.086 849.496 276.419 502.41
124600000 -345.968 848.454 276.08 502.486
124700000 -350.041 852.584 277.424 502.543
124800000 -352.3 854.992 278.208 502.692
124900000 -358.618 861.357 280.279 502.739
125000000 -349.274 852 277.234 502.726
125100000 -345.405 847.986 275.928 502.581
125200000 -337.09 839.513 273.171 502.423
125300000 -346.132 848.69 276.157 502.558
125400000 -347.834 850.411 276.717 502.577
125500000 -342.234 844.672 274.85 502.438
125600000 -356.053 858.42 279.323 502.367
125700000 -345.75 848.218 276.003 502.467
125800000 -348.559 851.065 276.93 502.506
125900000 -355.553 857.914 279.158 502.361
126000000 -348.653 850.925 276.884 502.272
126100000 -346.109 848.542 276.109 502.433
126200000 -331.822 834.464 271.528 502.642
126300000 -333.507 836.234 272.104 502.727
126400000 -343.77 846.587 275.473 502.817
126500000 -351.271 854.078 277.91 502.807
126600000 -346.907 849.801 276.519 502.894
126700000 -342.875 845.818 275.223 502.943
126800000 -339.61 842.551 274.16 502.941
126900000 -338.757 841.601 273.85 502.845
127000000 -339.925 842.706 274.21 502.78
127100000 -345.647 848.386 276.058 502.739
127200000 -343.505 846.224 275.355 502.719
127300000 -343.84 846.348 275.395 502.507
127400000 -337.75 840.296 273.426 502.546
127500000 -342.275 844.637 274.838 502.362
127600000 -338.729 840.839 273.602 502.11
127700000 -350.576 852.482 277.391 501.907
127800000 -342.982 844.941 274.937 501.959
127900000 -337.808 839.852 273.281 502.044
128000000 -350.355 852.392 277.362 502.037
128100000 -350.766 852.954 277.544 502.188
128200000 -349.27 851.527 277.08 502.257
128300000 -354.398 856.745 278.778 502.347
128400000 -341.489 843.939 274.611 502.45
128500000 -344.971 847.331 275.715 502.36
128600000 -348.305 850.758 276.83 502.454
128700000 -342.843 845.148 275.004 502.304
128800000 -356.93 859.079 279.538 502.15
128900000 -345.913 847.989 275.929 502.076
129000000 -334.669 836.858 272.307 502.189
129100000 -346.444 848.669 276.15 502.225
129200000 -355.083 857.239 278.939 502.156
129300000 -356.423 858.6 279.382 502.176
129400000 -341.791 843.992 274.628 502.201
129500000 -343.419 845.704 275.185 502.285
129600000 -335.497 837.903 272.647 502.406
129700000 -332.878 835.345 271.815 502.466
129800000 -350.745 853.306 277.659 502.562
129900000 -333.795 836.195 272.091 502.401
130000000 -335.882 838.331 272.786 502.45
130100000 -330.649 833.144 271.098 502.495
130200000 -339.172 841.732 273.893 502.561
130300000 -354.748 857.399 278.991 502.651
130400000 -337.724 840.401 273.46 502.678
130500000 -332.378 835.309 271.803 502.931
130600000 -333.369 836.304 272.127 502.935
130700000 -338.092 841.019 273.661 502.927
130800000 -344.171 847.119 275.646 502.948
130900000 -349.437 852.35 277.348 502.912
131000000 -345.599 848.684 276.155 503.086
131100000 -353.672 856.761 278.783 503.089
131200000 -341.695 844.754 274.876 503.06
131300000 -341.073 844.196 274.695 503.123
131400000 -345.963 849.092 276.288 503.129
131500000 -342.857 845.904 275.251 503.047
131600000 -361.081 864.148 281.187 503.067
131700000 -355.935 859.092 279.542 503.157
131800000 -334.487 837.717 272.587 503.23
131900000 -339.69 843.044 274.32 503.355
132000000 -344.834 848.187 275.993 503.353
132100000 -351.683 855.086 278.238 503.403
132200000 -344.188 847.556 275.788 503.368
132300000 -332.031 835.499 271.865 503.468
132400000 -346.027 849.458 276.407 503.431
132500000 -332.646 835.997 272.027 503.351
