time_ns,Rg,RMSD
0.0,199.26516671678138,187.8891047932914
0.5,80.35710646950695,72.96444577992514
1.0,54.356299009429996,53.55272078584996
1.5,35.050439887965666,44.20693926474385
2.0,34.36492059500855,45.37063769202616
2.5,29.43698618292434,42.016163656574385
3.0,28.987720401765884,40.15359684166287
3.5,29.784406509362864,41.66382485803478
4.0,29.32146757570874,42.32794976470346
4.5,31.3326148454405,42.48184975807289
5.0,29.180528906500133,42.42130737213669
5.5,29.405147716461922,42.5956876016148
6.0,31.35299079524796,44.31942043880937
6.5,31.67699324159214,43.03893985121859
7.0,30.435254105717114,40.9604968874166
7.5,33.09143825668813,43.37150039143937
8.0,31.908421736127178,42.977241934991476
8.5,31.652085540455694,43.033920155926204
9.0,33.472662962993226,44.74431545098846
9.5,36.08535001715341,46.69140195506207
10.0,31.560978083026967,43.67587912974903
10.5,30.6453499865968,42.123614379360944
11.0,29.042021165828828,39.762822893948226
11.5,30.854240153584026,41.49864031679901
12.0,33.303757422293444,44.2620901656707
12.5,32.76415397844376,42.934743525101695
13.0,31.931680814559616,42.91998387615595
13.5,30.580634861977934,42.27375456018174
14.0,31.267281476718544,42.87266785502289
14.5,28.841141437362463,41.474763814052274
15.0,27.740457003795616,39.61757502578178
15.5,26.385918227405515,39.69627423379513
16.0,26.300463964011946,39.390668241876504
16.5,27.04970989743717,40.315117059507415
17.0,27.137427776868464,41.218723187606656
17.5,30.074975316838636,41.30459901665567
18.0,26.646105316135145,39.14445257182868
18.5,29.395175490567382,42.109200382230746
19.0,31.023745789572757,42.334126136731456
19.5,30.475363025332765,40.97827399325079
20.0,31.99218581834792,43.1874402392566
20.5,32.43869736517174,43.253927428509
21.0,30.635412026524445,41.506828853529235
21.5,30.107503481698778,40.48170185130183
22.0,30.233702967886455,40.35494802106046
22.5,30.3324851682096,41.9501645765903
23.0,33.69147676622196,44.93314162989029
23.5,28.515133271384897,41.82742224354722
24.0,31.032078035818458,43.27597003960845
24.5,32.19522915604623,42.91372822144368
25.0,29.11538436135078,41.02086657002283
25.5,30.32147881607805,41.12467895469689
26.0,29.582790431479896,40.02710223005217
26.5,32.02845742068596,43.29087717641994
27.0,31.607275485770476,43.87688610951115
27.5,29.595286019135564,42.70988484932052
28.0,27.32587859593571,39.00092767045952
28.5,34.15587915904737,44.335486266890626
29.0,30.261244090902686,42.01347092610238
29.5,33.422054629871155,44.148500829583746
30.0,34.16293834190395,44.9418063137282
30.5,29.94770316658666,41.994333527640144
31.0,33.13575582594512,43.1848700006013
31.5,33.97688600645887,43.75998046761374
32.0,32.74967546945668,42.98947371480514
32.5,33.05139935469117,44.01639231853569
33.0,29.847826398965573,41.40408059573385
33.5,29.456407068964147,40.924308436665676
34.0,27.954178713500973,41.53333647688835
34.5,27.639620075683336,40.335636785873
35.0,31.734172390969356,43.388882540943996
35.5,30.37102552712277,42.232858395317606
36.0,32.76443175627108,43.90579030669058
36.5,32.99581129320467,44.84150119146885
37.0,35.304675125371126,43.84173910116227
37.5,31.399522433336138,41.030696157302245
38.0,34.33360006760773,43.9400588447736
38.5,32.990179544439705,43.924339818349466
39.0,35.0657003206616,45.31242177999911
39.5,29.857772870665833,40.52180866888437
40.0,32.05086247878924,42.892967775527495
40.5,32.247134642184335,42.392978365626405
41.0,30.460479074677888,41.88866751033217
41.5,32.52978160705193,42.62217928216706
42.0,34.09199736450753,44.206960423428974
42.5,28.503843295831448,40.537994589972534
43.0,32.312476096301694,44.082805611391215
43.5,29.610993049427453,40.90999998675347
44.0,33.37993344420987,43.443927481477154
44.5,33.51753184989175,41.19089783039506
45.0,32.888457265138236,43.39073520432371
45.5,34.090918608851595,43.32575833305106
46.0,42.136055683715725,51.68171535040634
46.5,42.473675989944766,50.86601113200688
47.0,39.61664191785141,50.0067234916404
47.5,37.186601605558586,48.47040229434539
48.0,37.92529351839869,47.89434907557905
48.5,44.701242607500745,53.14038047309522
49.0,32.84926328794036,44.7012856163734
49.5,41.967256770852,51.398533749553174
50.0,40.85555880211705,50.730847587899646
50.5,41.755258326353896,49.57041132023284
51.0,45.801779922231134,55.3619607950613
51.5,40.37219236953964,48.434725093606616
52.0,41.063149624031574,48.91042571969256
52.5,39.11677489245493,48.13958466861993
53.0,40.85256022776487,50.229011226733085
53.5,37.60081896012878,47.00614681975951
54.0,42.08173508931246,51.02327639381146
54.5,37.80350333767426,47.41346870191868
55.0,46.25325189364364,54.176593937608615
55.5,37.16551748305276,46.89825875086675
56.0,33.87912469881368,44.029233117206694
56.5,39.54173805140506,49.88393513421013
57.0,34.465161099717555,44.26928233150785
57.5,42.88266511020046,52.19513498760613
58.0,36.880740391863576,47.40946198928961
58.5,36.5406880881771,46.953867229808985
59.0,36.57108242129775,46.577343172725
59.5,37.47085654483647,47.46965663113054
60.0,30.45556700670318,43.06471676505693
60.5,34.258267257583206,44.62904951026723
61.0,39.4017276932058,46.688144808007564
61.5,34.871947243243135,45.329714589583155
62.0,37.91590091378999,45.7492471643197
62.5,47.94494947966101,51.41485620780992
63.0,36.15232343906799,46.2224676680564
63.5,34.91079617667704,44.93198726672198
64.0,40.66100606702833,47.65997279435481
64.5,39.79015204677363,49.24244271302134
65.0,43.03925944930713,52.65753665629724
65.5,40.68106393915031,48.53084724120895
66.0,51.426435302110825,56.10034529968133
66.5,32.77499668366144,43.6593977582765
67.0,54.626971251551936,61.9320260211306
67.5,33.010478104864475,42.72710311186319
68.0,50.0502502810969,56.15910271559987
68.5,33.82454718589164,45.30711622212747
69.0,43.97018703652486,52.35226645287868
69.5,42.01524214103914,50.152346539526384
70.0,50.7053761765865,58.19009202017657
70.5,57.4208830976864,62.215426794197064
71.0,43.942402302231585,51.20843060289191
71.5,51.24563326312479,57.25395843107051
72.0,38.91038476299439,45.98318930136923
72.5,40.29058800937791,47.081904540650335
73.0,49.45251574742026,54.95492792639192
73.5,39.62265884735437,46.040124244796836
74.0,50.17938006011215,56.40340800966401
74.5,38.59424439721939,47.048147377930086
75.0,43.07801320004785,48.74102526599124
75.5,39.362845017370056,46.28769655079049
76.0,37.193866930282404,43.175279145514416
76.5,44.403749547450886,50.12000834294448
77.0,39.86673287395269,43.969249635064806
77.5,42.949694161672404,49.96686292834322
78.0,42.11789863831823,48.299825512460735
78.5,40.03595975514964,46.42271523594577
79.0,36.136735523288195,42.699947043949095
79.5,57.72672189541859,59.6684245236429
80.0,46.79423566159039,50.45225294968086
80.5,46.857201827838374,50.47480410873456
81.0,44.631568780218,48.14872033749254
81.5,69.3778729674453,67.82687779435035
82.0,62.96614710592656,62.561778303272476
82.5,45.52408495974912,50.63859340317334
83.0,47.941298903872024,51.39057004089423
83.5,47.80950340815989,53.81758083589055
84.0,56.12310943221274,59.79294521172274
84.5,55.28720675263212,59.963150820719164
85.0,59.199043560900414,61.3585031241263
85.5,49.50805421467318,53.2261430574038
86.0,60.08260585158946,63.72022551672739
86.5,64.91760199203428,64.40998552149026
87.0,53.1873785988321,56.7084579180847
87.5,34.324931708583044,43.49135489549164
88.0,59.694964372048865,62.562230229001905
88.5,52.55091492574438,54.97960354345966
89.0,55.16132033702474,57.82328602271119
89.5,51.06914323083216,52.39594922303577
90.0,44.446524373890476,49.649745408201795
90.5,50.239280060747156,56.18956628291506
91.0,49.205466967982126,52.01110958757681
91.5,71.21184509779619,68.71654201645684
92.0,59.29218063800218,57.83033135057485
92.5,79.07808500016536,75.81516428040553
93.0,74.66798455747555,69.07607394804182
93.5,54.61678080578104,55.88671527487751
94.0,51.8973654219162,53.391298906297024
