time_ns,Rg_reg,Rg_enh,dRg,RMSD_reg,RMSD_enh,dRMSD
0.0,172.01308089793636,172.01308089793636,0.0,163.43579677313883,163.43579677313883,0.0
0.5,56.27907517893694,58.957043465431774,2.6779682864948313,52.00083774013779,48.73874893659641,-3.2620888035413813
1.0,48.14342467158939,42.70891427697706,-5.434510394612332,49.37593424061672,35.06423998953053,-14.311694251086195
1.5,37.32928727553158,40.3408602279664,3.0115729524348254,37.17627006659055,33.32349026955269,-3.8527797970378543
2.0,37.7199193154057,30.4764423664736,-7.2434769489320985,38.96318002484608,30.96764876916537,-7.995531255680714
2.5,41.42411376645252,31.59344182188371,-9.83067194456881,41.31967235859747,29.981972249995486,-11.337700108601986
3.0,41.68079721443586,29.399638882400605,-12.281158332035258,42.39161860779373,28.595121796471823,-13.796496811321909
3.5,56.72987741903323,30.641526625896304,-26.088350793136925,56.25714756411784,25.545377731578224,-30.711769832539613
4.0,33.258470146117205,36.15778706020983,2.8993169140926227,35.85593363997532,28.750355091478763,-7.105578548496556
4.5,35.726462026736385,39.99477460503352,4.2683125782971345,37.43445252757788,29.952953108110723,-7.481499419467159
5.0,30.48787329510302,32.49198861296683,2.004115317863807,34.225629475585855,30.151901222005087,-4.073728253580768
5.5,34.03912478131588,28.76155496652772,-5.2775698147881585,36.286280828439736,27.57350606369336,-8.712774764746374
6.0,40.403052612201726,27.29015327744867,-13.112899334753056,37.37622013873879,24.582208009933453,-12.794012128805335
6.5,31.985195265860607,29.96189963112717,-2.0232956347334365,33.52942120321308,25.570178009920816,-7.9592431932922665
7.0,40.084769106603474,28.69456044010595,-11.390208666497525,40.73361371964923,25.16117027816556,-15.572443441483667
7.5,35.740838394873414,30.864601550697163,-4.876236844176251,39.56377542496973,26.46452115039452,-13.099254274575205
8.0,37.68660873801521,28.73569405568437,-8.95091468233084,41.8459908973398,29.63306946815151,-12.212921429188292
8.5,36.72271843735504,30.95263767934296,-5.770080758012082,40.49039661480671,23.42890762929123,-17.06148898551548
9.0,33.708819316885375,31.878074998037903,-1.8307443188474721,36.15919340565058,25.37473963415029,-10.784453771500292
9.5,40.07983017388419,59.72986340839158,19.65003323450739,41.91174027336531,49.36274464210402,7.451004368738708
10.0,30.32065209342664,47.393234838619776,17.072582745193134,32.668810077065906,34.68718003143297,2.018369954367067
10.5,36.368990166098456,35.37641686779235,-0.9925732983061053,39.29755904054246,24.312111250094578,-14.985447790447882
11.0,34.40485260157051,31.397538595915,-3.007314005655509,38.30557922206837,23.614969143275196,-14.69061007879317
11.5,31.326608938018207,38.72062194218285,7.394013004164645,34.84885831846736,28.345475220939846,-6.503383097527511
12.0,34.01967968188447,33.108482100810726,-0.9111975810737434,35.28397582435305,21.813415876973,-13.47055994738005
12.5,35.60282500053555,40.63929536148108,5.036470360945529,36.95364320757383,32.639495488236754,-4.314147719337079
13.0,29.518087820252266,42.81780863449425,13.299720814241983,35.47850347893582,33.59607105908857,-1.8824324198472482
13.5,29.18777349919402,48.826908238534834,19.639134739340815,32.58372622424663,38.67812544420512,6.09439921995849
14.0,29.58540738111233,29.28526923768293,-0.3001381434294004,35.51143533586786,26.38747330122672,-9.123962034641139
14.5,28.566622249737783,40.46786654552272,11.901244295784934,31.353200625528157,31.16282332062087,-0.19037730490728677
15.0,27.471972936090637,36.71456716525252,9.242594229161881,30.3247659376338,29.154832648088387,-1.169933289545412
15.5,27.865932336133564,30.09132363013313,2.2253912939995644,32.220962124159705,25.725767056818324,-6.495195067341381
16.0,27.816617745191767,27.82765493193802,0.01103718674625398,31.943307088073876,28.36077086447909,-3.5825362235947864
16.5,24.9773811543749,37.116356264680014,12.138975110305115,30.25523502875233,33.05148171122019,2.79624668246786
17.0,27.138812798527145,31.654252889076865,4.5154400905497205,30.34554838880598,27.75848593072222,-2.5870624580837607
17.5,28.95448705952584,26.86438825650565,-2.09009880302019,31.532843790349165,26.910930956386057,-4.621912833963108
