time_ns,Pe
0.0,127.48239
0.09999999999999999,65.608111
0.19999999999999998,50.148458
0.3,40.24618
0.39999999999999997,31.790798
0.5,31.063465
0.6,12.541896
0.7,14.308847
0.7999999999999999,14.881536
0.8999999999999999,-8.4203289
1.0,-10.671925
1.0999999999999999,-4.5454123
1.2,14.65931
1.3,-1.168944
1.4,-8.5210276
1.5,-3.4646503
1.5999999999999999,7.5230798
1.7,-8.3498836
1.7999999999999998,7.7536539
1.9,-6.9964361
2.0,-6.6189034
2.1,3.4555479
2.1999999999999997,5.3622167
2.3,-11.419836
2.4,-18.093971
2.5,-18.021557
2.6,-16.802181
2.6999999999999997,-24.616615
2.8,-5.2210774
2.9,-15.991329
3.0,-18.689508
3.0999999999999996,-25.448187
3.1999999999999997,-10.442719
3.3,-9.6186261
3.4,-24.551336
3.5,-23.986549
3.5999999999999996,-22.420697
3.6999999999999997,-21.340779
3.8,-22.585484
3.9,-24.887708
4.0,-28.129903
4.1,-29.957603
4.2,-27.417764
4.3,-18.942837
4.3999999999999995,-30.696831
4.5,-26.99986
4.6,-40.261452
4.7,-31.100945
4.8,-10.348382
4.8999999999999995,-0.2788539
5.0,9.1321945
5.1,6.161973
5.2,-2.5150991
5.3,-2.2387916
5.3999999999999995,-9.7290454
5.5,-18.250796
5.6,1.5851593
5.7,-27.345952
5.8,-31.558192
5.8999999999999995,-20.806954
6.0,-22.654071
6.1,-7.0906674
6.199999999999999,-22.521632
6.3,-17.361899
6.3999999999999995,-21.050917
6.5,-19.954115
6.6,-11.472662
6.699999999999999,-30.35992
6.8,-20.855066
6.8999999999999995,-22.921002
7.0,-8.4807386
7.1,-11.904712
7.199999999999999,-9.7529974
7.3,-8.3490669
7.3999999999999995,-0.14108022
7.5,-2.8526238
7.6,-20.112061
7.699999999999999,-18.39925
7.8,-16.654862
7.8999999999999995,-22.934245
8.0,-22.490086
8.1,-37.13433
8.2,-41.458049
8.299999999999999,-39.374072
8.4,-23.420516
8.5,-23.427207
8.6,-15.307941
8.7,-23.56901
8.799999999999999,-27.836532
8.9,-26.790132
9.0,-13.213037
9.1,-7.8562731
9.2,-12.892653
9.299999999999999,-12.531628
9.4,-15.557203
9.5,-29.71785
9.6,-28.286893
9.7,-45.729132
9.799999999999999,-41.709136
9.9,-28.93329
10.0,-38.281671
10.1,-18.677103
10.2,-20.222776
10.299999999999999,-1.083986
10.4,-30.888505
10.5,-31.471433
10.6,-7.3615247
10.7,-15.604747
10.799999999999999,-16.103214
10.9,-12.172505
11.0,-12.01888
11.1,-28.325675
11.2,-10.579418
11.299999999999999,-4.4702113
11.4,-28.867231
11.5,-30.130369
11.6,-28.439426
11.7,-31.058216
11.799999999999999,-26.979798
11.899999999999999,-12.420681
12.0,-29.511784
12.1,-18.638296
12.2,-14.710604
12.299999999999999,-25.953069
12.399999999999999,-16.983379
12.5,-19.897208
12.6,-15.322061
12.7,-22.286857
12.799999999999999,-16.343512
12.899999999999999,-9.4023362
13.0,-4.8252001
13.1,-8.1503097
13.2,-18.930877
13.299999999999999,-25.71989
13.399999999999999,-39.922647
13.5,-24.545585
13.6,-39.97072
13.7,-39.492928
13.799999999999999,-21.558541
13.899999999999999,-26.985115
14.0,-33.169722
14.1,-24.948942
14.2,-20.646704
14.299999999999999,-24.998512
14.399999999999999,-31.509398
14.5,-36.039007
14.6,-29.045212
14.7,-14.223632
14.799999999999999,-37.810117
14.899999999999999,-27.909608
15.0,-21.979923
15.1,-16.220721
15.2,-32.240407
15.299999999999999,-18.308006
15.399999999999999,-8.5223472
15.5,-21.711101
15.6,-2.8385428
15.7,-10.478299
15.799999999999999,-38.301151
15.899999999999999,-17.659269
16.0,-27.425195
16.099999999999998,-34.740872
16.2,-32.563402
16.3,-21.068261
16.4,-18.784488
16.5,-20.947318
16.599999999999998,-33.01721
16.7,-39.643741
16.8,-46.154621
16.9,-28.198368
17.0,-32.666264
17.099999999999998,-28.990261
17.2,-26.20273
17.3,-27.341359
17.4,-20.472804
17.5,-29.094938
17.599999999999998,-47.557616
17.7,-37.379706
17.8,-37.561292
17.9,-14.470168
18.0,-7.8658132
18.099999999999998,-10.605632
18.2,-28.879526
18.3,-26.757401
18.4,-41.135995
18.5,-15.640444
18.599999999999998,-10.457762
18.7,-35.661283
18.8,-33.290031
18.9,-39.042693
19.0,-43.420418
19.099999999999998,-32.733988
19.2,-31.443271
19.3,-36.642947
19.4,-39.06355
19.5,-23.845776
19.599999999999998,-35.444781
19.7,-29.186682
19.8,-32.970825
19.9,-33.706852
20.0,-14.272146
20.099999999999998,-14.413459
20.2,-9.3520241
20.3,-24.413112
20.4,-19.932321
20.5,-26.18389
20.599999999999998,-19.788526
20.7,-13.354685
20.8,-20.909463
20.9,-21.904955
21.0,-23.332402
21.099999999999998,-27.178907
21.2,-21.82217
21.3,-31.68234
21.4,-27.118544
21.5,-39.556542
21.599999999999998,-30.817069
21.7,-19.319347
21.8,-19.866322
21.9,-16.726316
22.0,-24.027729
22.099999999999998,-29.732739
22.2,-29.892728
22.3,-36.492816
22.4,-25.085999
22.5,-31.196312
22.599999999999998,-37.533709
22.7,-32.361689
22.8,-23.132639
22.9,-5.3704816
23.0,-6.6921001
23.099999999999998,-27.893939
23.2,-34.46247
23.3,-33.656907
23.4,-50.629683
23.5,-38.311882
23.599999999999998,-28.772686
23.7,-30.750374
23.799999999999997,-32.164735
23.9,-37.260611
24.0,-28.427168
24.099999999999998,-30.379402
24.2,-15.949619
24.299999999999997,-20.720198
24.4,-24.786469
24.5,-23.632219
24.599999999999998,-44.384904
24.7,-42.126568
24.799999999999997,-30.831881
24.9,-34.164489
25.0,-39.181597
25.099999999999998,-26.336386
25.2,-21.368466
25.299999999999997,-32.420543
25.4,-38.154047
25.5,-33.534975
25.599999999999998,-38.17326
25.7,-17.160047
25.799999999999997,-26.343683
25.9,-9.5956744
26.0,3.5890263
26.099999999999998,-7.1697125
26.2,-6.614227
26.299999999999997,3.9938273
26.4,-19.577778
26.5,-9.4013648
26.599999999999998,-3.4714431
26.7,-26.762873
26.799999999999997,-27.174807
26.9,-25.761993
27.0,-28.846185
27.099999999999998,-33.868656
27.2,-25.937678
27.299999999999997,-12.596003
27.4,-14.502308
27.5,-3.6095637
27.599999999999998,-15.360979
27.7,-17.398188
27.799999999999997,-8.6485712
27.9,-27.834938
28.0,-20.575436
28.099999999999998,-1.4096427
28.2,-30.133128
28.299999999999997,-12.460502
28.4,-20.145202
28.5,-29.313509
28.599999999999998,-26.952147
28.7,-28.286474
28.799999999999997,-14.164857
28.9,-14.8708
29.0,-11.945693
29.099999999999998,-34.217424
29.2,-20.712028
29.299999999999997,-17.202192
29.4,-10.293284
29.5,-1.7919248
29.599999999999998,-16.793352
29.7,-32.682877
29.799999999999997,-35.95239
29.9,-41.430224
30.0,-42.197714
30.099999999999998,-39.882519
30.2,-36.51093
30.299999999999997,-43.827638
30.4,-34.090199
30.5,-22.181302
30.599999999999998,-34.039225
30.7,-18.041472
30.799999999999997,-38.336993
30.9,-23.950777
31.0,-18.021074
31.099999999999998,-2.8620366
31.2,-16.494065
31.299999999999997,-26.806052
31.4,-36.83432
31.5,-33.336576
31.599999999999998,-36.265703
31.7,-28.193654
31.799999999999997,-32.421838
31.9,-17.712724
32.0,-31.766236
32.1,-36.631257
32.199999999999996,-31.249971
32.3,-16.416711
32.4,-17.629565
32.5,-24.199199
32.6,-34.204483
32.699999999999996,-41.891627
32.8,-33.934322
32.9,-43.852982
33.0,-40.386124
33.1,-42.450301
33.199999999999996,-32.362665
33.3,-21.470546
33.4,-34.165787
33.5,-31.805801
33.6,-42.075879
33.699999999999996,-42.595126
33.8,-48.897638
33.9,-39.761187
34.0,-18.063211
34.1,-25.119649
34.199999999999996,-31.935076
34.3,-39.405223
34.4,-35.023522
34.5,-41.714824
34.6,-54.491793
34.699999999999996,-40.733584
34.8,-37.826519
34.9,-22.847282
35.0,-25.6881
35.1,-26.213865
35.199999999999996,-13.067197
35.3,-20.396555
35.4,3.0795591
35.5,-11.450751
35.6,-6.0258964
35.699999999999996,5.1433216
35.8,-29.923137
35.9,-28.131871
36.0,-10.455195
36.1,-21.452771
36.199999999999996,-32.705099
36.3,-39.593527
36.4,-32.586993
36.5,-33.764252
36.6,-18.393219
36.699999999999996,-14.238515
36.8,-19.076374
36.9,-15.510667
37.0,-25.443744
37.1,-11.935643
37.199999999999996,-21.185303
37.3,-24.478743
37.4,-26.543411
37.5,-28.45837
37.6,-27.45704
37.699999999999996,-42.471745
37.8,-33.237225
37.9,-36.757533
38.0,-13.065282
38.1,-13.629869
38.199999999999996,-22.252392
38.3,-12.724007
38.4,-34.298187
38.5,-10.849218
38.6,-19.587196
38.699999999999996,-23.647642
38.8,-33.152507
38.9,-34.053916
39.0,-30.728406
39.1,-28.357553
39.199999999999996,-48.352003
39.3,-26.598367
39.4,-26.704541
39.5,-35.181453
39.6,-36.982754
39.699999999999996,-26.04152
39.8,-38.811927
39.9,-23.938241
40.0,-41.096129
40.1,-25.150761
40.199999999999996,-36.697613
40.3,-44.449859
40.4,-36.624497
40.5,-25.859108
40.6,-27.74977
40.699999999999996,-27.312322
40.8,-35.110881
40.9,-40.68274
41.0,-29.810172
41.1,-34.449939
41.199999999999996,-48.977965
41.3,-59.710802
41.4,-47.016758
41.5,-42.163264
41.6,-46.417416
41.699999999999996,-50.877131
41.8,-44.405458
41.9,-55.867853
42.0,-66.162686
42.1,-48.810768
42.199999999999996,-53.512748
42.3,-49.808416
42.4,-28.776106
42.5,-22.165204
42.6,-27.046638
42.699999999999996,-36.133998
42.8,-25.32166
42.9,-45.820255
43.0,-33.337047
43.1,-53.414291
43.199999999999996,-27.289585
43.3,-31.05507
43.4,-43.763091
43.5,-51.134026
43.6,-51.704255
43.699999999999996,-52.108997
43.8,-42.842462
43.9,-47.57867
44.0,-50.183841
44.1,-32.946632
44.199999999999996,-49.966052
44.3,-26.86244
44.4,-36.584459
44.5,-37.955045
44.6,-38.052644
44.699999999999996,-48.15176
44.8,-52.663107
44.9,-48.611637
45.0,-50.638667
45.1,-52.898911
45.199999999999996,-32.205577
45.3,-32.607692
45.4,-58.783107
45.5,-39.372182
45.6,-52.216787
45.699999999999996,-41.642293
45.8,-52.195896
45.9,-40.913093
46.0,-49.717194
46.1,-43.096094
46.199999999999996,-33.89888
46.3,-52.576649
46.4,-48.741414
46.5,-53.438721
46.6,-40.47802
46.699999999999996,-57.079437
46.8,-40.777421
46.9,-46.619884
47.0,-38.185841
47.1,-47.807441
47.199999999999996,-45.245618
47.3,-30.465027
47.4,-32.837641
47.5,-29.797845
47.599999999999994,-32.764026
47.699999999999996,-39.000682
47.8,-28.261034
47.9,-12.534396
48.0,-16.036769
48.099999999999994,-15.928922
48.199999999999996,-20.345666
48.3,-36.682043
48.4,-22.19487
48.5,-25.532743
48.599999999999994,-24.924029
48.699999999999996,-24.243641
48.8,-22.589958
48.9,-41.519717
49.0,-49.76347
49.099999999999994,-40.360265
49.199999999999996,-46.156546
49.3,-27.283165
49.4,-54.330135
49.5,-49.009311
49.599999999999994,-30.75747
49.699999999999996,-25.265377
49.8,-34.787215
49.9,-20.532261
50.0,-23.061369
50.099999999999994,-33.780232
50.199999999999996,-12.031374
50.3,-7.6329654
50.4,-23.454888
50.5,-29.705609
50.599999999999994,-36.293952
50.699999999999996,-37.191001
50.8,-21.463522
50.9,-24.424951
51.0,-35.724375
51.099999999999994,-44.482824
51.199999999999996,-29.648438
51.3,-38.928261
51.4,-25.715003
51.5,-18.150319
51.599999999999994,-30.610977
51.699999999999996,-20.326155
51.8,-30.475827
51.9,-35.35825
52.0,-26.595987
52.099999999999994,-35.128002
52.199999999999996,-36.462897
52.3,-29.481923
52.4,-26.662428
52.5,-30.270538
52.599999999999994,-19.341542
52.699999999999996,-32.800318
52.8,-31.190493
52.9,-17.567635
53.0,-24.178788
53.099999999999994,-25.69666
53.199999999999996,-25.319149
53.3,-6.7615453
53.4,-11.419184
53.5,-17.399179
53.599999999999994,-30.65681
53.699999999999996,-43.960665
53.8,-65.293724
53.9,-52.470323
54.0,-53.507484
54.099999999999994,-47.731586
54.199999999999996,-39.783806
54.3,-45.07111
54.4,-17.603495
54.5,-29.399519
54.599999999999994,-37.517903
54.699999999999996,-24.65757
54.8,-22.507303
54.9,-11.411712
55.0,-26.778142
55.099999999999994,-32.773648
55.199999999999996,-33.937915
55.3,-35.014155
55.4,-44.015446
55.5,-48.370848
55.599999999999994,-46.283471
55.699999999999996,-23.187465
55.8,-34.624616
55.9,-24.631254
56.0,-33.249695
56.099999999999994,-19.211516
