time_ns,Rg,RMSD
0.0,103.88021948378815,71.08266454391143
0.09999999999999999,47.05660875658818,34.558966198218236
0.19999999999999998,37.919063546492595,28.34411407780421
0.3,31.632737756966904,31.784124361599478
0.39999999999999997,35.24617057489066,31.731564365022518
0.5,31.950488842986477,34.37884699639442
0.6,30.778195590606984,37.40482781435388
0.7,27.334810845691564,42.348884740538224
0.7999999999999999,24.308087665346108,43.193041156170636
0.8999999999999999,25.462483458357987,43.10378964541484
1.0,25.141354583742235,45.53052535389901
1.0999999999999999,25.088085487525134,45.95129295173366
1.2,24.00702835799389,44.93560860717245
1.3,26.022752196484845,45.58097789636548
1.4,25.58024063674611,45.44301031754401
1.5,27.562231559480878,44.99999865646812
1.5999999999999999,24.54953445910541,44.95741301532488
1.7,26.461758399936777,46.526751148141564
1.7999999999999998,26.662504210268395,45.05534073034824
1.9,27.11824587752615,42.04414621218352
2.0,26.59131791819937,40.79852956233217
2.1,24.910968457744392,40.854235288276925
2.1999999999999997,25.05302683142719,42.596386807061634
2.3,28.354673147545704,36.88594487263301
2.4,31.437194592959006,31.517588009878576
2.5,25.84155869729662,38.21941718648561
2.6,27.270659590068092,38.89747438160174
2.6999999999999997,28.979376434082823,40.51320503126467
2.8,27.12296035328002,37.68857910286916
2.9,26.57641198442683,36.08050080643084
3.0,30.74643920632309,36.89743027432885
3.0999999999999996,38.06214086059712,39.10922935883457
3.1999999999999997,37.27301523193504,37.6294549632917
3.3,36.504359350160506,39.7202816484759
3.4,30.469963344738158,40.12747854243008
3.5,27.943163069866355,42.07667339527025
3.5999999999999996,28.984372822792295,42.598207676240484
3.6999999999999997,32.41219328711198,40.558035316368475
3.8,28.9192811155433,41.782046337177576
3.9,26.248320715732394,43.481142647740796
4.0,27.787172714118377,40.634351895838606
4.1,33.858401901766086,41.613871928269695
4.2,27.099731057985384,41.64938358230185
4.3,32.31593713409311,43.60837009505474
4.3999999999999995,32.8107616853502,42.946682404090666
4.5,27.29416867827595,43.732947812601296
4.6,21.365379131340017,47.57753538730758
4.7,20.31148046342879,48.72484110676822
4.8,21.464178888703092,47.53606129076136
4.8999999999999995,25.33705327642226,45.13301428607517
5.0,31.73863253860761,43.30026725581007
5.1,33.975453195050676,45.58147523319975
5.2,30.121631043830305,44.23460961191477
5.3,32.962424939925704,43.11950024969395
5.3999999999999995,30.362847345315792,43.546585003099715
5.5,33.40336647107316,44.10141964522982
5.6,23.69940195732019,42.75544449529939
5.7,29.62583128307823,44.8384733956147
5.8,25.33457470540635,42.84846591415673
5.8999999999999995,32.891484719823026,43.36479719321263
6.0,28.883771937697738,42.181992427593165
