time_ns,Rg,RMSD
0.0,224.8137432780004,210.7482680014729
0.09999999999999999,139.24815117738345,124.98059741532967
0.19999999999999998,104.57981981782677,92.01025898956169
0.3,89.61495491794125,76.59923311025314
0.39999999999999997,76.52533306071453,66.1548930958456
0.5,67.4501527726899,56.639307290405625
0.6,60.25857128912496,50.677731530456285
0.7,59.230055597493816,51.122873970331376
0.7999999999999999,60.105891059027876,52.07767182636551
0.8999999999999999,56.3587376362456,49.74969040430492
1.0,47.71249567665623,41.67794096896484
1.0999999999999999,47.37883991381482,45.21344358181997
1.2,45.460776030069944,43.776554173920815
1.3,42.10452832940378,40.33296815193591
1.4,47.775923337610955,44.01507337089661
1.5,56.484074042971024,50.30985845348938
1.5999999999999999,56.91514814071805,53.67095398845918
1.7,54.01065056069253,49.980544095435974
1.7999999999999998,47.34822852621522,45.92136210133448
1.9,44.61233124985678,39.56422853385909
2.0,47.54233331438753,42.382949789798516
2.1,46.95633786068012,43.13998627535596
2.1999999999999997,50.23001707841325,47.44881384439101
2.3,50.84675567700106,48.40087831164177
2.4,46.34917528299444,46.79583108725147
2.5,43.034856693661474,44.490466455552145
2.6,40.58019770046846,43.965579098754304
2.6999999999999997,38.943520200973744,42.6915745243768
2.8,39.71528111237866,41.2196709846401
2.9,39.8933569778797,41.87013229445849
3.0,44.68264493667239,44.32768148709294
3.0999999999999996,38.44525365683945,38.59099560959234
3.1999999999999997,34.971561297764175,34.355269732213166
3.3,34.75585044275593,38.33886371530314
3.4,40.701225183329925,43.62274796646251
3.5,35.551154894435896,39.888472446868
3.5999999999999996,37.75005369070369,40.21643002367829
3.6999999999999997,39.033273753578335,42.30031663072041
3.8,40.3136703798477,42.097899338463286
3.9,36.310362555582586,38.3394251558956
4.0,35.969266824594705,37.882388669217086
4.1,35.891646824453076,39.14253898564977
4.2,40.987670977439095,38.39918670158326
4.3,40.82527855725695,38.188547562672014
4.3999999999999995,38.03425600185701,34.83145244448084
4.5,38.09166052684939,36.75729510456507
4.6,37.50223006649003,37.447649354191825
4.7,41.82943460607456,40.57201517679236
4.8,33.58711133603063,34.21876072451772
4.8999999999999995,38.01074017706112,36.91989381753291
5.0,36.3592930714262,37.76326161399879
5.1,34.671379938779744,36.078746926982056
5.2,37.79355308901909,38.85835945435047
5.3,40.25337026139377,40.65024357280904
5.3999999999999995,35.02685697936041,37.60388989348645
5.5,33.16741598120535,36.51950656185066
5.6,34.81421174922159,37.20622973890561
5.7,32.32801840081683,33.57838811389614
5.8,35.0074306282103,36.15297908140804
5.8999999999999995,37.915834219453934,38.55337837259433
6.0,36.27096990833043,36.434500086334516
6.1,37.15068910000197,36.59289775945115
6.199999999999999,37.46124456064904,37.55987242052988
6.3,35.228434438787716,35.580181591429785
6.3999999999999995,35.75033919807879,37.407626591097625
6.5,34.12068580323174,37.35611706258556
6.6,37.2316032048612,38.60337122815334
6.699999999999999,29.76565703789938,33.732506965380935
6.8,32.792556088196555,35.19321691083444
6.8999999999999995,31.14493059249441,34.584889900431754
7.0,30.0350505835154,36.69322340254248
7.1,29.68414984037497,34.87081929327936
7.199999999999999,30.82661092559373,35.82735574733247
7.3,29.57795738110455,33.56322056547185
7.3999999999999995,29.122563698179366,35.128237591064845
7.5,28.661582578423843,34.00284752454898
7.6,30.32483193369171,34.97723376484668
7.699999999999999,31.448112239989005,33.044601256927045
7.8,33.186793776078,36.44143290280369
7.8999999999999995,30.91348085252398,34.02612086135931
8.0,30.12150722737832,34.53734133077774
8.1,29.765610380337854,34.71814833167022
8.2,33.330880988549474,35.06582151685208
8.299999999999999,33.59861607264617,35.68967226927929
8.4,33.42665526219919,35.26586087528958
8.5,36.12370208161774,36.15047365866117
8.6,37.904537100002216,37.044965512354985
8.7,41.158907040918514,39.04246725291586
8.799999999999999,35.98517413148132,35.588242467295515
8.9,37.14662213893108,36.002979364908015
9.0,38.46224767431404,36.856765042320774
9.1,39.65288920026093,37.73989324907097
9.2,36.8886881601077,34.98053301656058
9.299999999999999,38.08414195181058,36.03359555503261
9.4,36.64032830767552,36.08925105350223
9.5,35.07994870183568,35.121666617016174
9.6,33.982695071964116,35.60376703226622
9.7,37.1215056828546,36.990705391164994
9.799999999999999,38.06470190225462,36.83435326802548
9.9,35.604931749515664,35.02826012777497
10.0,33.54429519072914,35.675928643233526
10.1,33.04001185103084,36.38677077135887
10.2,37.28775666347205,38.093716209977835
10.299999999999999,40.806401674877655,39.43018300120743
10.4,39.332020851371844,38.24059717849741
10.5,35.14790094207884,32.63590851582317
10.6,34.36265170079422,33.5124855580497
10.7,35.06633974770555,40.614056713080736
10.799999999999999,37.21098039771543,37.17609012206562
10.9,38.76281338941597,38.085007808415405
11.0,42.0261731492971,40.52628531947491
11.1,42.71247090044785,42.403310398869266
11.2,40.145308203172746,41.342796830623655
11.299999999999999,38.93328902791154,38.25864627264933
11.4,36.41045689455802,35.65789267408362
11.5,35.52790217295223,36.74876794791698
11.6,38.59919630286101,38.02868579742977
11.7,37.84670589448566,36.82178874787072
11.799999999999999,43.05217542041561,40.773633077273075
11.899999999999999,47.24284588916276,44.33722920115046
12.0,47.91146856328841,44.17374484062545
12.1,39.717540008627175,37.26142094063004
12.2,41.99900805574149,38.231872165876716
12.299999999999999,39.09149568854432,37.086733358508745
12.399999999999999,42.396831585424415,39.115491069937214
12.5,51.57811483704106,48.10446970052152
12.6,43.74071966714085,42.070866929666835
12.7,40.427344362854235,38.82219518128561
12.799999999999999,37.695151583336795,36.86303256917309
12.899999999999999,37.37022448830296,36.882731780024805
13.0,36.408514318876044,35.332563061335
13.1,40.52003337974707,38.40538387426391
13.2,40.78156296355461,39.03055136172922
13.299999999999999,42.304551239489335,39.098671549188765
13.399999999999999,45.65235809365861,44.19013678850823
13.5,44.96629390750569,43.15057589880203
13.6,43.175963041580495,41.153255047434996
13.7,45.25239995574292,43.47377060252844
13.799999999999999,43.11326474099815,40.87822002288592
