# Time-averaged data for fix fa
# TimeStep v_vpe v_vke v_vT
100000 55.1523 88.5575 300.093
200000 56.6474 89.067 301.82
300000 48.0073 90.8108 307.729
400000 31.7591 89.3563 302.8
500000 -18.5272 87.0946 295.136
600000 -17.0605 86.2963 292.43
700000 -1.37142 85.8578 290.945
800000 -1.86078 87.8101 297.56
900000 -2.84355 88.994 301.572
1000000 -20.7613 87.7466 297.345
1100000 -19.4621 85.8394 290.882
1200000 -27.5846 91.994 311.738
1300000 -31.4096 85.5271 289.824
1400000 -31.2356 86.0245 291.51
1500000 -30.712 86.0234 291.506
1600000 -26.2866 84.3237 285.746
1700000 -11.2764 90.6932 307.33
1800000 -26.6826 86.6963 293.786
1900000 -15.389 92.405 313.131
2000000 -33.9674 84.8886 287.66
2100000 -27.2125 85.7345 290.527
2200000 -31.358 89.9201 304.71
2300000 -39.1532 87.0515 294.99
2400000 -41.3327 85.5168 289.789
2500000 -36.9453 86.638 293.588
2600000 -51.4429 82.9582 281.119
2700000 -38.7779 85.3377 289.182
2800000 -44.163 85.5185 289.795
2900000 -40.5668 87.8599 297.729
3000000 -36.8035 87.6245 296.932
3100000 -45.1692 87.2266 295.583
3200000 -36.6689 88.6266 300.327
3300000 -29.7762 91.2151 309.099
3400000 -36.8301 89.4919 303.259
3500000 -43.9697 85.428 289.488
3600000 -39.3908 91.0728 308.617
3700000 -37.1781 87.6144 296.897
3800000 -26.1095 88.9987 301.588
3900000 -40.0651 89.8388 304.435
4000000 -24.8144 93.3496 316.332
4100000 -38.6946 90.9819 308.309
4200000 -21.2725 90.9167 308.087
4300000 -23.3649 91.186 309
4400000 -28.2699 92.582 313.731
4500000 -42.3857 86.5962 293.447
4600000 -23.5083 96.5067 327.03
4700000 -18.3853 95.025 322.009
4800000 -14.7521 91.0985 308.704
4900000 -6.26146 94.7479 321.07
5000000 -7.5793 101.155 342.782
5100000 -16.8218 94.4826 320.171
5200000 -26.4238 96.8733 328.273
5300000 -10.0476 96.2576 326.186
5400000 -10.3645 102.302 346.669
5500000 -8.57077 93.9192 318.262
5600000 19.1053 99.0984 335.813
5700000 2.1964 103.144 349.523
5800000 -2.00168 95.515 323.67
5900000 -0.243855 104.426 353.866
6000000 7.62296 102.803 348.366
6100000 3.40488 104.116 352.815
6200000 -2.84256 103.612 351.109
6300000 30.0823 103.981 352.359
6400000 17.0739 106.389 360.517
6500000 18.1964 103.81 351.779
6600000 6.22733 101.981 345.581
6700000 19.7562 113.503 384.624
6800000 30.0741 110.44 374.245
6900000 22.7705 113.57 384.852
7000000 31.0432 112.399 380.884
7100000 20.526 113.189 383.562
7200000 30.351 112.999 382.917
7300000 21.6844 109.315 370.432
7400000 54.5596 115.952 392.923
7500000 63.2153 112.047 379.692
7600000 61.4608 108.083 366.258
7700000 70.6127 125.039 423.717
7800000 56.0204 113.857 385.825
