Job started: Tue Mar 24 03:12:29 PM EDT 2026
Running on: della-r3c2n8
Tasks: 4
LAMMPS (29 Aug 2024)
  using 1 OpenMP thread(s) per MPI task
Reading restart file ...
  restart file = 29 Aug 2024, LAMMPS = 29 Aug 2024
  restoring atom style full from restart
  orthogonal box = (-80 -80 -80) to (80 80 80)
  1 by 2 by 2 MPI processor grid
  restoring pair style hybrid/overlay from restart
  restoring bond style harmonic from restart
  restoring angle style harmonic from restart
  1032 atoms
  931 bonds
  830 angles
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        1       
  special bond factors coul:  0        0        0       
     2 = max # of 1-2 neighbors
     2 = max # of 1-3 neighbors
     4 = max # of 1-4 neighbors
     6 = max # of special neighbors
  special bonds CPU = 0.000 seconds
  read_restart CPU = 0.006 seconds
Generated 0 of 6 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 10 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 33
  ghost atom cutoff = 33
  binsize = 16.5, bins = 10 10 10
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair lj/cut, perpetual, trim from (2)
      attributes: half, newton on, cut 25
      pair build: trim
      stencil: none
      bin: none
  (2) pair base/rna, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 80000000
  Time step     : 10
Per MPI rank memory allocation (min/avg/max) = 7.315 | 7.316 | 7.319 Mbytes
   Step         PotEng         KinEng         TotEng          Temp          Press         Density    
  80300000  -699.35457      787.49129      88.13672       256.24346      5.9896117      0.134578     
  80310000  -699.8081       758.1412       58.333095      246.69317     -4.8847776      0.134578     
  80320000  -668.22433      771.77651      103.55219      251.13        -4.4430302      0.134578     
  80330000  -691.97129      788.17039      96.199096      256.46443      3.7114175      0.134578     
  80340000  -666.6718       764.70145      98.029647      248.82783     -4.6864241      0.134578     
  80350000  -691.03316      798.58083      107.54766      259.85191     -1.7754273      0.134578     
  80360000  -699.91327      744.54029      44.627014      242.26754      1.9442343      0.134578     
  80370000  -706.57375      792.46846      85.894709      257.86299      1.7458309      0.134578     
  80380000  -700.86869      737.95464      37.085951      240.12463     -0.44781236     0.134578     
  80390000  -676.36827      783.0429       106.67463      254.79599      8.2496441      0.134578     
  80400000  -677.46603      772.93303      95.467003      251.50632     -1.5290726      0.134578     
  80410000  -685.2926       767.1947       81.902098      249.63911      8.641274       0.134578     
  80420000  -662.68986      779.3572       116.66734      253.59669      1.7130101      0.134578     
  80430000  -687.70737      719.2726       31.565226      234.04564      1.0789736      0.134578     
  80440000  -668.19635      785.31724      117.12089      255.53604      1.9501979      0.134578     
  80450000  -701.00598      767.60509      66.599111      249.77265     -9.4591922      0.134578     
  80460000  -681.49774      772.8378       91.340058      251.47533      0.14199021     0.134578     
  80470000  -715.80628      806.44111      90.634831      262.40958     -3.1101756      0.134578     
  80480000  -686.09797      762.10032      76.002349      247.98144      6.4288477      0.134578     
  80490000  -687.87558      752.87333      64.997755      244.97905     -1.2210623      0.134578     
  80500000  -697.74631      755.21529      57.468974      245.7411      -4.3364064      0.134578     
  80510000  -658.35832      791.37276      133.01444      257.50646     -0.29411515     0.134578     
  80520000  -651.76162      757.13868      105.37706      246.36696      4.2656036      0.134578     
  80530000  -685.10388      776.4023       91.298419      252.63519      3.1375838      0.134578     
  80540000  -703.36578      778.20934      74.843559      253.22319      2.7749075      0.134578     
  80550000  -672.14306      767.94509      95.802031      249.88328     -0.43734296     0.134578     
  80560000  -685.85         772.30981      86.459812      251.30353      16.944702      0.134578     
  80570000  -714.30071      783.16515      68.864432      254.83577     -3.7932388      0.134578     
  80580000  -706.83915      780.14664      73.307491      253.85357     -1.4522987      0.134578     
  80590000  -718.72711      758.38894      39.661839      246.77379     -4.9222778      0.134578     
  80600000  -716.05985      750.52215      34.462304      244.21399     -0.38606542     0.134578     
  80610000  -701.6009       744.23131      42.630415      242.167        4.3071906      0.134578     
  80620000  -709.76703      757.47192      47.704889      246.4754       8.1544927      0.134578     
  80630000  -758.38604      775.68114      17.295105      252.40053      3.6839078      0.134578     
  80640000  -697.34809      759.99116      62.643068      247.29514      2.3314921      0.134578     
  80650000  -693.68394      778.27708      84.593136      253.24523     -5.5790597      0.134578     
  80660000  -702.44979      775.87193      73.422142      252.46261      2.3988677      0.134578     
  80670000  -689.41905      778.52387      89.104817      253.32553      6.5588494      0.134578     
  80680000  -669.94982      761.43676      91.48694       247.76552      4.1740741      0.134578     
  80690000  -700.16234      763.72782      63.565473      248.51101     -2.9122454      0.134578     
  80700000  -667.70744      758.00189      90.294457      246.64784     -7.8126568      0.134578     
  80710000  -690.26667      772.1613       81.894629      251.2552      -0.11624831     0.134578     
  80720000  -650.81367      770.87493      120.06126      250.83663      6.2825115      0.134578     
  80730000  -639.77754      757.18788      117.41034      246.38297     -1.0712458      0.134578     
  80740000  -677.7873       782.63196      104.84467      254.66227     -0.38356189     0.134578     
  80750000  -651.09516      742.94763      91.852475      241.74931     -1.7835177      0.134578     
  80760000  -672.38323      753.67378      81.29055       245.23951      5.3127421      0.134578     
  80770000  -664.39311      759.92773      95.534616      247.2745       2.3265288      0.134578     
  80780000  -617.61162      775.53827      157.92665      252.35404      1.8784317      0.134578     
  80790000  -682.44648      766.90317      84.456694      249.54425      2.2965988      0.134578     
  80800000  -694.46811      722.4792       28.011096      235.08904     -0.54023309     0.134578     
  80810000  -695.67931      756.5111       60.831789      246.16275      4.3169738      0.134578     
  80820000  -720.84725      775.45238      54.605125      252.32609     -5.5934091      0.134578     
  80830000  -652.08986      783.41837      131.32851      254.91816      1.6314006      0.134578     
  80840000  -638.39931      749.41665      111.01734      243.85427     -5.4034204      0.134578     
  80850000  -614.87694      785.96422      171.08728      255.74656      0.29760028     0.134578     
  80860000  -635.7151       784.55135      148.83625      255.28683      3.0631085      0.134578     
  80870000  -648.91529      749.73281      100.81752      243.95715      0.99754638     0.134578     
  80880000  -627.06627      767.02509      139.95882      249.58392      1.0304919      0.134578     
  80890000  -635.45109      794.06548      158.61439      258.38265      1.9180742      0.134578     
  80900000  -624.23254      781.21026      156.97773      254.19966     -0.63313119     0.134578     
  80910000  -572.73787      785.49502      212.75715      255.59389     -5.3679755      0.134578     
  80920000  -677.47426      777.8884       100.41413      253.11876      2.2057015      0.134578     
  80930000  -671.08015      758.44467      87.364519      246.79192      3.0657704      0.134578     
  80940000  -645.37641      771.46961      126.0932       251.03013     -4.0110256      0.134578     
  80950000  -662.35229      790.60992      128.25763      257.25824      3.6893855      0.134578     
  80960000  -687.06985      800.50325      113.4334       260.47745     -0.5600601      0.134578     
  80970000  -655.88838      769.60271      113.71433      250.42266      4.8763564      0.134578     
  80980000  -678.80205      752.25494      73.452887      244.77783     -6.6491871      0.134578     
  80990000  -662.62655      749.58739      86.960841      243.90983      4.3754406      0.134578     
  81000000  -721.12534      758.90103      37.775684      246.94041      1.4858301      0.134578     
  81010000  -668.41139      778.79965      110.38825      253.41527     -0.72921606     0.134578     
  81020000  -686.52484      791.38805      104.86321      257.51144     -5.0541418      0.134578     
  81030000  -700.81888      759.47321      58.654332      247.1266       0.65012806     0.134578     
  81040000  -680.82526      780.03741      99.212156      253.81803      3.1172672      0.134578     
  81050000  -683.15385      774.62224      91.468395      252.05598     -4.469093       0.134578     
  81060000  -636.96304      780.23672      143.27367      253.88288     -8.245963       0.134578     
  81070000  -662.87099      789.21767      126.34668      256.80521      0.9361423      0.134578     
  81080000  -710.84215      780.67385      69.831694      254.02512      3.1642175      0.134578     
  81090000  -709.20372      778.81256      69.608835      253.41947      4.9050335      0.134578     
  81100000  -637.83478      752.3129       114.47812      244.79669      2.5032041      0.134578     
  81110000  -676.6472       787.28926      110.64207      256.17772     -1.1006049      0.134578     
  81120000  -633.92325      745.18499      111.26173      242.47732     -0.5377038      0.134578     
  81130000  -660.15951      745.66992      85.510412      242.63512     -8.1071372      0.134578     
  81140000  -658.42554      790.47526      132.04972      257.21442     -1.45073        0.134578     
  81150000  -684.55714      744.1572       59.600068      242.14289      8.0638948      0.134578     
  81160000  -637.37984      754.94469      117.56485      245.65305      0.59069824     0.134578     
  81170000  -676.20945      766.86852      90.659069      249.53297     -2.3315248      0.134578     
  81180000  -682.02297      747.94802      65.925046      243.37639     -3.3300954      0.134578     
  81190000  -635.2336       752.66678      117.43319      244.91184      3.1907896      0.134578     
  81200000  -648.70952      759.14566      110.43614      247.02002      2.32623        0.134578     
  81210000  -622.82699      743.02937      120.20237      241.7759      -10.234297      0.134578     
  81220000  -626.11992      776.63302      150.5131       252.71027      3.5593796      0.134578     
  81230000  -658.35049      778.38531      120.03482      253.28045     -6.4915802      0.134578     
  81240000  -694.81202      764.04262      69.230604      248.61345     -4.2228106      0.134578     
  81250000  -694.15274      756.61813      62.46539       246.19758      3.2866275      0.134578     
  81260000  -648.00807      786.51142      138.50335      255.92462     -1.4777352      0.134578     
  81270000  -610.38517      767.82144      157.43627      249.84305     -1.8678385      0.134578     
  81280000  -610.18806      755.08212      144.89406      245.69777      4.9629995      0.134578     
  81290000  -681.54407      749.72559      68.181511      243.9548      -7.8622985      0.134578     
  81300000  -695.98108      742.11873      46.137653      241.47959      7.7062566      0.134578     
  81310000  -678.6704       754.94673      76.276337      245.65372      1.953672       0.134578     
  81320000  -686.46111      822.78633      136.32522      267.72819     -4.2186918      0.134578     
  81330000  -708.50339      736.46118      27.957788      239.63867      7.4781967      0.134578     
  81340000  -620.39872      753.02174      132.62303      245.02734      7.8602359      0.134578     
  81350000  -691.55254      771.53896      79.98642       251.0527      -0.13984821     0.134578     
  81360000  -716.82238      744.84813      28.025749      242.36771      7.8902268      0.134578     
  81370000  -694.75528      746.00082      51.245539      242.74279     -0.082185488    0.134578     
  81380000  -695.62701      735.125        39.497991      239.20388     -8.4244426      0.134578     
  81390000  -682.68115      749.66284      66.981687      243.93438      0.22966136     0.134578     
  81400000  -677.34343      800.13677      122.79335      260.3582      -3.6368132      0.134578     
  81410000  -701.57097      775.45191      73.880938      252.32594     -5.228591       0.134578     
  81420000  -696.95467      743.06593      46.111264      241.7878      -0.23747119     0.134578     
  81430000  -753.94203      759.99948      6.0574518      247.29784      3.1414186      0.134578     
  81440000  -677.41732      796.35198      118.93466      259.12666      4.7129115      0.134578     
  81450000  -713.59155      757.00885      43.417298      246.32471      2.712953       0.134578     
  81460000  -686.40802      778.67345      92.265429      253.37421      6.1111617      0.134578     
  81470000  -701.05426      766.00674      64.952486      249.25256      6.5800893      0.134578     
  81480000  -695.91921      766.4536       70.53439       249.39796     -2.0125307      0.134578     
  81490000  -688.84689      727.86667      39.019773      236.84208     -0.46983457     0.134578     
  81500000  -694.14351      813.49655      119.35303      264.70537     -6.205826       0.134578     
  81510000  -744.12998      753.16662      9.0366436      245.07448     -7.5994441      0.134578     
  81520000  -690.55027      780.41989      89.869617      253.94248     -7.7776956      0.134578     
  81530000  -637.27919      762.21839      124.93921      248.01986      1.9908395      0.134578     
  81540000  -734.30209      811.46601      77.163911      264.04464      0.61020545     0.134578     
  81550000  -714.92278      806.14611      91.223328      262.31359      7.9084587      0.134578     
  81560000  -668.62039      760.05358      91.433193      247.31545     -2.2193258      0.134578     
  81570000  -673.37762      814.55742      141.1798       265.05057      1.4082259      0.134578     
  81580000  -699.90094      767.14571      67.244769      249.62317     -1.1607264      0.134578     
  81590000  -698.9609       768.89806      69.937161      250.19337      2.3014498      0.134578     
  81600000  -645.48941      796.98351      151.4941       259.33216      11.44499       0.134578     
  81610000  -676.22885      756.09452      79.865674      246.0272      -2.0614442      0.134578     
  81620000  -768.85141      762.45633     -6.3950814      248.09728      6.2598588      0.134578     
  81630000  -704.65903      774.35246      69.693431      251.96819      6.9296313      0.134578     
  81640000  -747.96386      739.6546      -8.3092634      240.67778     -8.1317111      0.134578     
  81650000  -681.72754      765.2083       83.480758      248.99275      0.96907572     0.134578     
  81660000  -653.81504      745.76699      91.951953      242.6667      -5.3177946      0.134578     
  81670000  -683.06306      769.5828       86.519745      250.41618     -4.0157999      0.134578     
  81680000  -723.04316      748.08366      25.040501      243.42053      2.9115283      0.134578     
  81690000  -632.91224      783.72213      150.80989      255.01701     -2.6500804      0.134578     
  81700000  -637.90432      747.04916      109.14484      243.08391     -3.3019708      0.134578     
  81710000  -679.8769       750.17006      70.293166      244.09943      3.277858       0.134578     
  81720000  -693.76738      771.47328      77.705905      251.03133      1.1351897      0.134578     
  81730000  -674.3397       746.74738      72.407678      242.98571     -3.9584283      0.134578     
  81740000  -613.84899      768.59552      154.74653      250.09493      2.6624742      0.134578     
  81750000  -662.00012      775.76411      113.76399      252.42753     -9.7003807      0.134578     
  81760000  -633.41113      747.14593      113.7348       243.1154       6.1104561      0.134578     
  81770000  -688.84487      741.2346       52.38973       241.1919       8.1289373      0.134578     
  81780000  -694.094        788.94122      94.847214      256.71526      1.6531367      0.134578     
  81790000  -702.63957      746.02046      43.380888      242.74918      2.6319254      0.134578     
  81800000  -660.08263      791.2549       131.17227      257.46811     -0.14774287     0.134578     
  81810000  -661.67308      714.32123      52.648155      232.4345       3.9338002      0.134578     
  81820000  -635.20564      739.12317      103.91753      240.50486      2.3847836      0.134578     
  81830000  -671.34382      784.38049      113.03667      255.23123      8.8960315      0.134578     
  81840000  -652.50208      798.0179       145.51582      259.66874      4.0250872      0.134578     
  81850000  -667.05625      749.7144       82.658143      243.95116      6.4682351      0.134578     
  81860000  -708.35137      788.6181       80.266727      256.61012     -2.4310911      0.134578     
  81870000  -691.21393      763.93553      72.721603      248.5786       1.2161802      0.134578     
  81880000  -695.73134      791.31172      95.580383      257.4866       0.19799521     0.134578     
  81890000  -673.28311      752.8322       79.549088      244.96567     -4.3096647      0.134578     
  81900000  -691.41564      741.61541      50.199763      241.31581      1.7885714      0.134578     
  81910000  -676.99598      764.40612      87.410138      248.73173      1.5719433      0.134578     
  81920000  -645.66118      755.02928      109.36811      245.68058     -9.9996366      0.134578     
  81930000  -661.04252      768.00743      106.96491      249.90357      8.3338386      0.134578     
  81940000  -714.74894      800.35489      85.605948      260.42917      8.2061819      0.134578     
  81950000  -671.83157      794.33683      122.50526      258.47095      4.0051144      0.134578     
  81960000  -721.1138       763.83639      42.722586      248.54634      1.6276506      0.134578     
  81970000  -651.15562      788.44108      137.28546      256.55252     -2.1722635      0.134578     
  81980000  -704.14507      745.61542      41.470353      242.61738     -1.9826248      0.134578     
  81990000  -717.23283      821.1302       103.89737      267.1893      -1.5072738      0.134578     
  82000000  -704.27758      739.44229      35.164709      240.6087       0.41535309     0.134578     
  82010000  -634.33648      776.96598      142.6295       252.81861      2.4664672      0.134578     
  82020000  -732.75027      789.26008      56.509804      256.81901     -3.4390431      0.134578     
  82030000  -719.55186      753.40373      33.851875      245.15164     -4.0436294      0.134578     
  82040000  -693.08466      751.49983      58.41517       244.53212     -3.079461       0.134578     
  82050000  -659.41625      768.73772      109.32148      250.1412       2.2801722      0.134578     
  82060000  -713.89932      775.86179      61.962461      252.45931      5.6470154      0.134578     
  82070000  -668.15035      777.66581      109.51546      253.04633      1.4470619      0.134578     
  82080000  -668.12807      771.79362      103.66555      251.13556     -1.7119705      0.134578     
  82090000  -698.83271      742.76036      43.927653      241.68837      1.658579       0.134578     
  82100000  -677.93335      754.25758      76.324233      245.42947      6.0784811      0.134578     
  82110000  -701.97066      799.91597      97.945312      260.28636     -3.7795955      0.134578     
  82120000  -645.29452      727.25335      81.958831      236.64251      9.7036875      0.134578     
  82130000  -654.60078      743.81169      89.210903      242.03046     -4.8997795      0.134578     
  82140000  -697.52429      773.57608      76.051793      251.71556      9.2786987      0.134578     
  82150000  -678.52167      786.0329       107.51124      255.76891      2.7033145      0.134578     
  82160000  -691.88551      793.12761      101.24209      258.07747      4.8055646      0.134578     
  82170000  -651.75083      746.61943      94.868594      242.94408     -2.9657625      0.134578     
  82180000  -671.27711      742.95489      71.677779      241.75167      3.2045668      0.134578     
  82190000  -672.83885      764.74152      91.902675      248.84087      7.755305       0.134578     
  82200000  -670.44609      769.60694      99.160848      250.42404     -2.9647441      0.134578     
  82210000  -683.90854      760.76253      76.853993      247.54613      2.023389       0.134578     
  82220000  -631.38002      819.13927      187.75925      266.54146      3.5924588      0.134578     
  82230000  -639.82762      768.30165      128.47403      249.9993      -2.1776212      0.134578     
  82240000  -696.73816      773.90529      77.167136      251.82269      3.731537       0.134578     
  82250000  -664.29336      750.105        85.811644      244.07826     -6.8813205      0.134578     
  82260000  -708.83575      774.15018      65.31443       251.90237      0.90384718     0.134578     
  82270000  -686.65869      739.58596      52.927274      240.65544      0.10522932     0.134578     
  82280000  -733.5385       730.01975     -3.518749       237.54267     -1.0906951      0.134578     
  82290000  -668.60148      743.25331      74.651827      241.84877     -1.4027163      0.134578     
  82300000  -667.7336       773.33683      105.60322      251.63771     -5.2990912      0.134578     
  82310000  -657.00927      756.88812      99.878852      246.28543     -0.83875542     0.134578     
  82320000  -650.39191      781.34763      130.95572      254.24436      1.5544382      0.134578     
  82330000  -677.55886      753.80043      76.241561      245.28072      4.4482086      0.134578     
  82340000  -675.91226      740.04965      64.137388      240.80632      3.4107799      0.134578     
  82350000  -688.91251      741.37032      52.457815      241.23606     -0.60872769     0.134578     
  82360000  -625.35494      759.68607      134.33113      247.19586      2.3307596      0.134578     
  82370000  -649.4533       803.0505       153.5972       261.30631      3.3876817      0.134578     
  82380000  -641.79007      751.08973      109.29966      244.39868      3.6140902      0.134578     
  82390000  -662.79856      755.30157      92.503008      245.76918      3.0406288      0.134578     
  82400000  -692.99193      764.14861      71.156683      248.64794      9.0060855      0.134578     
  82410000  -647.72432      746.69373      98.969415      242.96826      1.0297543      0.134578     
  82420000  -712.57792      802.02143      89.443509      260.97145      8.742806       0.134578     
  82430000  -673.01737      773.81263      100.79526      251.79253      4.2470409      0.134578     
  82440000  -662.52954      754.9141       92.384567      245.6431      -5.6681026      0.134578     
  82450000  -701.71182      826.82689      125.11507      269.04296      5.2150323      0.134578     
  82460000  -688.58007      753.61119      65.031126      245.21914      1.2800991      0.134578     
  82470000  -705.48761      760.07882      54.591204      247.32366     -3.3284655      0.134578     
  82480000  -710.1227       763.93326      53.810557      248.57786     -0.1648069      0.134578     
  82490000  -680.38198      789.27912      108.89714      256.82521     -6.1929846      0.134578     
  82500000  -666.39084      754.29224      87.901402      245.44075     -2.9728929      0.134578     
  82510000  -689.342        790.94929      101.60728      257.36867      0.32535433     0.134578     
  82520000  -660.8896       754.3781       93.488501      245.46869     -7.830559       0.134578     
  82530000  -657.08862      773.06712      115.9785       251.54995     -4.6395073      0.134578     
  82540000  -698.5815       793.11903      94.537528      258.07468     -4.1592633      0.134578     
  82550000  -685.41173      788.4058       102.99407      256.54104      1.185501       0.134578     
  82560000  -699.2901       782.22827      82.938174      254.53092     -4.7448646      0.134578     
  82570000  -731.10987      766.45543      35.345559      249.39856      8.2749809      0.134578     
  82580000  -691.27341      766.22371      74.9503        249.32316      3.2183994      0.134578     
  82590000  -674.83384      793.75952      118.92569      258.28309     -2.0754018      0.134578     
  82600000  -650.07442      787.95538      137.88096      256.39447      9.9144825      0.134578     
  82610000  -721.06144      767.39825      46.33681       249.70534     -3.3994142      0.134578     
  82620000  -744.476        769.5304       25.054404      250.39913     -3.4950578      0.134578     
  82630000  -696.70315      753.53779      56.834636      245.19526      7.5066354      0.134578     
  82640000  -722.172        761.31474      39.14274       247.72582      3.1731398      0.134578     
  82650000  -731.51153      768.53677      37.025238      250.07581      5.4903587      0.134578     
  82660000  -689.7923       777.94662      88.154324      253.1377      -1.7104159      0.134578     
  82670000  -739.58858      758.43058      18.842004      246.78734     -6.5530148      0.134578     
  82680000  -690.50993      751.93426      61.424322      244.67348     -0.73815844     0.134578     
  82690000  -675.44617      759.52648      84.080309      247.14393     -1.5077547      0.134578     
  82700000  -645.44336      754.17334      108.72999      245.40206      5.9542927      0.134578     
  82710000  -683.07803      776.68283      93.604795      252.72647     -3.9110416      0.134578     
  82720000  -673.96244      776.27801      102.31557      252.59475     -1.6209373      0.134578     
  82730000  -719.54309      786.29115      66.748061      255.85295      9.8438168      0.134578     
  82740000  -696.55266      786.83739      90.284722      256.03069     -2.9222839      0.134578     
  82750000  -677.2317       775.30571      98.07401       252.27837      1.9883481      0.134578     
  82760000  -625.88903      763.60693      137.71791      248.47168     -0.97161666     0.134578     
  82770000  -657.63496      756.51339      98.878423      246.1635       9.5887282      0.134578     
  82780000  -690.80027      780.82793      90.027662      254.07526     -0.51797577     0.134578     
  82790000  -684.45479      756.98262      72.527837      246.31618     -4.3516169      0.134578     
  82800000  -683.66217      764.87593      81.213764      248.8846      -2.2807065      0.134578     
  82810000  -668.83984      758.35185      89.512008      246.76172     -0.70929326     0.134578     
  82820000  -698.65485      769.84874      71.193892      250.50272      4.257742       0.134578     
  82830000  -673.4768       755.54499      82.068183      245.84839      6.5514678      0.134578     
  82840000  -609.73442      741.61171      131.87729      241.31461     -2.1753906      0.134578     
  82850000  -711.68572      717.01207      5.3263504      233.31008     -1.5587639      0.134578     
  82860000  -680.03576      792.92465      112.88889      258.01143      2.311214       0.134578     
  82870000  -716.91752      792.03383      75.116315      257.72157     -4.8414189      0.134578     
  82880000  -646.74269      770.29162      123.54893      250.64682     -6.6070183      0.134578     
  82890000  -668.70191      787.7627       119.06079      256.33178      2.1514205      0.134578     
  82900000  -707.74527      779.54803      71.802754      253.65879      3.7026702      0.134578     
  82910000  -662.7773       760.53953      97.762229      247.47357      2.1233278      0.134578     
  82920000  -682.31025      772.3167       90.006447      251.30577      8.5437901      0.134578     
  82930000  -681.97607      771.79932      89.82325       251.13742     -3.006033       0.134578     
  82940000  -653.80694      776.14003      122.33309      252.54985      4.6222714      0.134578     
  82950000  -642.93233      742.6627       99.730375      241.65659     -0.33195888     0.134578     
  82960000  -683.74254      752.1924       68.449858      244.75748     -10.969133      0.134578     
  82970000  -641.70113      761.51003      119.8089       247.78936     -11.341754      0.134578     
  82980000  -664.82219      756.28363      91.461441      246.08874     -3.087038       0.134578     
  82990000  -623.13615      786.59852      163.46237      255.95296      0.54802648     0.134578     
  83000000  -670.29678      798.87448      128.5777       259.94746      1.3391632      0.134578     
  83010000  -662.75649      774.52555      111.76906      252.02451      2.0687166      0.134578     
  83020000  -608.55859      788.33124      179.77264      256.51677     -4.0193317      0.134578     
  83030000  -667.60825      803.14467      135.53642      261.33695      6.304769       0.134578     
  83040000  -604.73774      748.14802      143.41028      243.44147      5.4434935      0.134578     
  83050000  -614.24529      755.63659      141.3913       245.87819      6.0855063      0.134578     
  83060000  -602.43318      777.96265      175.52947      253.14292      0.48850432     0.134578     
  83070000  -655.83993      776.08853      120.24859      252.53309      4.839904       0.134578     
  83080000  -604.16632      783.81211      179.64579      255.04628      1.7013737      0.134578     
  83090000  -651.93447      720.97082      69.036348      234.59822      1.1749719      0.134578     
  83100000  -646.5937       751.72718      105.13348      244.6061      -10.952194      0.134578     
  83110000  -638.2431       771.65979      133.41669      251.09201      1.8731776      0.134578     
  83120000  -671.59821      758.55723      86.959017      246.82855      8.4708287      0.134578     
  83130000  -663.37476      778.64617      115.27141      253.36533      9.2444682      0.134578     
  83140000  -640.65568      787.00974      146.35405      256.08677      3.1104206      0.134578     
  83150000  -637.24707      771.62963      134.38256      251.0822       9.4530201      0.134578     
  83160000  -676.82188      732.10793      55.28605       238.22215     -3.8461121      0.134578     
  83170000  -698.34203      782.92359      84.581561      254.75717      7.2299495      0.134578     
  83180000  -684.16061      762.57609      78.415481      248.13625      4.3715979      0.134578     
  83190000  -661.05965      785.39634      124.3367       255.56178      4.9585436      0.134578     
  83200000  -617.43152      757.79895      140.36742      246.58181      6.5179747      0.134578     
  83210000  -655.51571      774.21575      118.70004      251.9237       2.2148871      0.134578     
