Job started: Tue Mar 24 02:53:23 PM EDT 2026
Running on: della-r3c3n3
Tasks: 4
LAMMPS (29 Aug 2024)
  using 1 OpenMP thread(s) per MPI task
Reading restart file ...
  restart file = 29 Aug 2024, LAMMPS = 29 Aug 2024
  restoring atom style full from restart
  orthogonal box = (-80 -80 -80) to (80 80 80)
  1 by 2 by 2 MPI processor grid
  restoring pair style hybrid/overlay from restart
  restoring bond style harmonic from restart
  restoring angle style harmonic from restart
  1432 atoms
  1331 bonds
  1230 angles
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        1       
  special bond factors coul:  0        0        0       
     2 = max # of 1-2 neighbors
     2 = max # of 1-3 neighbors
     4 = max # of 1-4 neighbors
     6 = max # of special neighbors
  special bonds CPU = 0.000 seconds
  read_restart CPU = 0.009 seconds
Generated 0 of 6 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 10 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 33
  ghost atom cutoff = 33
  binsize = 16.5, bins = 10 10 10
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair lj/cut, perpetual, trim from (2)
      attributes: half, newton on, cut 25
      pair build: trim
      stencil: none
      bin: none
  (2) pair base/rna, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 60000000
  Time step     : 10
Per MPI rank memory allocation (min/avg/max) = 7.33 | 7.33 | 7.331 Mbytes
   Step         PotEng         KinEng         TotEng          Temp          Press         Density    
  60580000  -229.12127      1286.5688      1057.4475      301.61926     -1.7459743      0.18767795   
  60590000  -241.28794      1283.4362      1042.1483      300.88488      3.3053021      0.18767795   
  60600000  -221.60425      1262.6498      1041.0455      296.01177      2.2377608      0.18767795   
  60610000  -204.08885      1293.8427      1089.7538      303.32453     -0.87195783     0.18767795   
  60620000  -220.04034      1263.7223      1043.682       296.26321     -7.5003177      0.18767795   
  60630000  -185.21199      1288.9972      1103.7852      302.18857     -3.505145       0.18767795   
  60640000  -234.76588      1240.2138      1005.4479      290.75193      0.50461781     0.18767795   
  60650000  -296.10892      1293.5624      997.45352      303.25883      1.0156244      0.18767795   
  60660000  -245.033        1318.8049      1073.7719      309.1766      -16.580852      0.18767795   
  60670000  -273.59594      1269.4272      995.83129      297.60065     -0.3170725      0.18767795   
  60680000  -307.05996      1254.0035      946.94355      293.98476     -0.51528291     0.18767795   
  60690000  -225.40872      1240.6153      1015.2066      290.84607      6.5174753      0.18767795   
  60700000  -216.48345      1285.4226      1068.9392      301.35056     -1.7507016      0.18767795   
  60710000  -231.44248      1238.7708      1007.3283      290.41364     -2.5979932      0.18767795   
  60720000  -282.67702      1277.5093      994.83225      299.49538      1.0093917      0.18767795   
  60730000  -269.39157      1231.7068      962.31526      288.75759      0.78068419     0.18767795   
  60740000  -215.5467       1271.7894      1056.2427      298.15444      11.416837      0.18767795   
  60750000  -220.04515      1300.5638      1080.5186      304.9002       0.47532617     0.18767795   
  60760000  -224.99591      1294.316       1069.3201      303.4355      -5.5203801      0.18767795   
  60770000  -196.99725      1287.5736      1090.5763      301.85482     -6.5359449      0.18767795   
  60780000  -207.33939      1338.9927      1131.6533      313.90937     -5.0153009      0.18767795   
  60790000  -231.01635      1291.6057      1060.5894      302.80011      17.177581      0.18767795   
  60800000  -263.77122      1266.2116      1002.4404      296.84679      8.1234476      0.18767795   
  60810000  -321.37037      1257.6761      936.3057       294.84575     -4.5790209      0.18767795   
  60820000  -181.37219      1281.1503      1099.7781      300.34897     -1.836207       0.18767795   
  60830000  -203.28802      1326.4691      1123.1811      310.97338     -1.8860785      0.18767795   
  60840000  -239.61719      1273.3433      1033.7261      298.51872      9.7706752      0.18767795   
  60850000  -193.13607      1275.0364      1081.9004      298.91565      1.358135       0.18767795   
  60860000  -196.3984       1259.4206      1063.0222      295.25473      2.1157278      0.18767795   
  60870000  -208.42356      1289.6471      1081.2235      302.34093      3.5199913      0.18767795   
  60880000  -241.31499      1358.7116      1117.3966      318.5322       2.950202       0.18767795   
  60890000  -230.34658      1268.6908      1038.3442      297.42801      12.865657      0.18767795   
  60900000  -215.9387       1281.7485      1065.8098      300.48921      5.5555235      0.18767795   
  60910000  -183.51695      1247.6505      1064.1335      292.49537      2.4999383      0.18767795   
  60920000  -195.09304      1272.991       1077.898       298.43614      6.5293879      0.18767795   
  60930000  -192.3898       1267.14        1074.7502      297.06444     -1.1103406      0.18767795   
  60940000  -249.37027      1272.2         1022.8298      298.2507       1.1702313      0.18767795   
  60950000  -276.18535      1256.156       979.97064      294.48938      0.34650038     0.18767795   
  60960000  -298.77211      1245.1015      946.32934      291.89779     -0.76635049     0.18767795   
  60970000  -217.78627      1279.7521      1061.9658      300.02118     -0.4274081      0.18767795   
  60980000  -211.33544      1281.3238      1069.9884      300.38965      2.0349478      0.18767795   
  60990000  -293.59948      1271.6718      978.0723       298.12685     -7.3915209      0.18767795   
  61000000  -222.55066      1304.7362      1082.1856      305.87839      6.2255446      0.18767795   
  61010000  -231.46022      1260.0225      1028.5622      295.39582     -0.69633162     0.18767795   
  61020000  -215.69481      1289.7575      1074.0627      302.36681      8.9832495      0.18767795   
  61030000  -232.23466      1274.2925      1042.0578      298.74125      4.1114224      0.18767795   
  61040000  -283.05048      1294.4413      1011.3908      303.46487     -6.3960826      0.18767795   
  61050000  -247.16889      1300.0677      1052.8988      304.78391     -0.63330497     0.18767795   
  61060000  -235.14299      1317.9724      1082.8294      308.98143      6.7472024      0.18767795   
  61070000  -229.65429      1265.726       1036.0717      296.73294      4.1154895      0.18767795   
  61080000  -147.75522      1234.0686      1086.3133      289.31127      7.7950057      0.18767795   
  61090000  -244.45117      1272.5603      1028.1091      298.33516      5.3719844      0.18767795   
  61100000  -231.74245      1244.312       1012.5695      291.7127      -0.49298236     0.18767795   
  61110000  -206.29021      1244.5843      1038.2941      291.77655      1.9017431      0.18767795   
  61120000  -214.85083      1296.3379      1081.4871      303.90951      6.173142       0.18767795   
  61130000  -182.92197      1260.281       1077.359       295.45643     -3.3333084      0.18767795   
  61140000  -201.89133      1267.3345      1065.4432      297.11004     -2.1405385      0.18767795   
  61150000  -252.98671      1321.2654      1068.2787      309.75343     -0.21150989     0.18767795   
  61160000  -182.87922      1275.2393      1092.36        298.96321      3.7387716      0.18767795   
  61170000  -242.44046      1291.9121      1049.4717      302.87194      1.5099016      0.18767795   
  61180000  -201.87323      1293.8316      1091.9584      303.32195      4.7801644      0.18767795   
  61190000  -241.92221      1254.4414      1012.5192      294.08743      3.3735683      0.18767795   
  61200000  -175.91744      1266.7192      1090.8017      296.96578     -6.7781797      0.18767795   
  61210000  -229.83714      1246.507       1016.6698      292.22729     -2.8297276      0.18767795   
  61220000  -212.98904      1292.889       1079.8999      303.10095      0.097766442    0.18767795   
  61230000  -301.60056      1287.4539      985.8533       301.82676      0.43977063     0.18767795   
  61240000  -217.56751      1278.4506      1060.8831      299.71606      1.4094902      0.18767795   
  61250000  -181.57067      1271.4283      1089.8576      298.06977     -3.0190418      0.18767795   
  61260000  -236.79266      1233.8348      997.04214      289.25647      4.0709353      0.18767795   
  61270000  -273.40495      1281.0867      1007.6818      300.33406      0.48778474     0.18767795   
  61280000  -254.80628      1269.8472      1015.0409      297.69911      7.8714998      0.18767795   
  61290000  -173.55632      1245.3819      1071.8255      291.96353     -2.987649       0.18767795   
  61300000  -205.26926      1250.7503      1045.481       293.22208     -4.2025249      0.18767795   
  61310000  -278.00046      1286.4751      1008.4747      301.5973      -0.43540552     0.18767795   
  61320000  -318.06387      1278.143       960.07909      299.64394     -3.7419632      0.18767795   
  61330000  -300.80271      1337.8847      1037.082       313.64961     -0.53187421     0.18767795   
  61340000  -243.72612      1229.645       985.91889      288.27423      2.3784548      0.18767795   
  61350000  -218.65659      1289.9966      1071.34        302.42288      3.0589315      0.18767795   
  61360000  -247.51337      1266.728       1019.2146      296.96785     -2.6151964      0.18767795   
  61370000  -296.70957      1267.8693      971.15972      297.23541     -0.37611578     0.18767795   
  61380000  -272.18374      1296.466       1024.2822      303.93953     -1.7310975      0.18767795   
  61390000  -275.31666      1287.5677      1012.251       301.85344     -2.4746014      0.18767795   
  61400000  -195.59341      1237.0365      1041.4431      290.00707      6.0031041      0.18767795   
  61410000  -215.26611      1271.7949      1056.5288      298.15571     -0.71558033     0.18767795   
  61420000  -249.8801       1247.785       997.90495      292.52692      2.8118339      0.18767795   
  61430000  -195.46483      1312.6284      1117.1636      307.72861     -4.5701686      0.18767795   
  61440000  -195.10394      1295.6281      1100.5241      303.7431       1.7759084      0.18767795   
  61450000  -162.42687      1252.7093      1090.2824      293.68134     -6.0207457      0.18767795   
  61460000  -229.49063      1289.8443      1060.3537      302.38717      4.4485588      0.18767795   
  61470000  -171.42534      1295.2798      1123.8545      303.66146     -2.4687445      0.18767795   
  61480000  -237.64091      1272.842       1035.2011      298.40121      11.521589      0.18767795   
  61490000  -223.8259       1258.2365      1034.4106      294.97713      4.8958617      0.18767795   
  61500000  -193.10768      1301.0707      1107.963       305.01905     -6.5347544      0.18767795   
  61510000  -259.00334      1276.1125      1017.1091      299.16791      3.4227941      0.18767795   
  61520000  -242.92808      1243.361       1000.4329      291.48976      0.27420979     0.18767795   
  61530000  -265.00446      1293.1745      1028.1701      303.16789      1.5789731      0.18767795   
  61540000  -216.66735      1284.3469      1067.6795      301.09836     -0.32127583     0.18767795   
  61550000  -234.6098       1295.0276      1060.4178      303.60233      8.6594548      0.18767795   
  61560000  -260.49597      1291.2148      1030.7188      302.70846     -3.4043968      0.18767795   
  61570000  -206.54516      1290.5749      1084.0298      302.55845     -1.6748328      0.18767795   
  61580000  -293.84122      1272.0639      978.22267      298.21878     -5.9345127      0.18767795   
  61590000  -191.59435      1285.8216      1094.2273      301.4441      -0.99566401     0.18767795   
  61600000  -284.73262      1305.126       1020.3934      305.96976      0.40566032     0.18767795   
  61610000  -227.34981      1311.1796      1083.8298      307.38895      2.5396012      0.18767795   
  61620000  -178.96253      1236.7601      1057.7976      289.94227     -4.8980164      0.18767795   
  61630000  -254.37853      1284.7469      1030.3684      301.19215      7.8259867      0.18767795   
  61640000  -270.08333      1266.9723      996.889        297.02513      4.6113975      0.18767795   
  61650000  -234.80911      1241.6238      1006.8147      291.0825       3.300141       0.18767795   
  61660000  -198.67829      1316.2057      1117.5274      308.56726      4.8446387      0.18767795   
  61670000  -237.13192      1280.3709      1043.239       300.16624      8.197458       0.18767795   
  61680000  -284.23031      1298.9664      1014.7361      304.52571      13.960851      0.18767795   
  61690000  -188.85817      1293.6551      1104.797       303.28056     -1.159698       0.18767795   
  61700000  -222.49361      1312.8009      1090.3073      307.76905     -3.6697911      0.18767795   
  61710000  -210.66736      1302.7821      1092.1148      305.42027      0.85288667     0.18767795   
  61720000  -273.5598       1237.9305      964.37075      290.21666      4.3036676      0.18767795   
  61730000  -207.1801       1325.9156      1118.7355      310.8436       3.9074668      0.18767795   
  61740000  -204.49669      1308.5517      1104.055       306.77287      10.68032       0.18767795   
  61750000  -232.79762      1263.2862      1030.4886      296.16097     -0.66677431     0.18767795   
  61760000  -296.88807      1300.7299      1003.8418      304.93915     -5.3683319      0.18767795   
  61770000  -270.51904      1301.9846      1031.4655      305.23329      4.441655       0.18767795   
  61780000  -269.55254      1220.595       951.04242      286.15256     -2.5121704      0.18767795   
  61790000  -283.1614       1252.6661      969.50471      293.67122     -0.71863781     0.18767795   
  61800000  -279.1244       1281.3161      1002.1917      300.38784     -6.1916089      0.18767795   
  61810000  -293.54432      1247.5447      954.00038      292.47058     -3.1117802      0.18767795   
  61820000  -267.07132      1299.1045      1032.0331      304.55809     -0.58208504     0.18767795   
  61830000  -279.39805      1216.2685      936.87044      285.13828      9.9464237      0.18767795   
  61840000  -298.37239      1286.0193      987.64689      301.49044      4.2419096      0.18767795   
  61850000  -272.80627      1242.6455      969.83923      291.32202      5.7400694      0.18767795   
  61860000  -259.2113       1270.8623      1011.651       297.93707      3.8325606      0.18767795   
  61870000  -323.04169      1271.9542      948.9125       298.19306      13.009688      0.18767795   
  61880000  -250.04824      1259.1349      1009.0867      295.18775      2.8698986      0.18767795   
  61890000  -215.49745      1274.8905      1059.393       298.88144      7.6216511      0.18767795   
  61900000  -228.64494      1247.3819      1018.737       292.43241     -10.759218      0.18767795   
  61910000  -216.9675       1277.0496      1060.0821      299.38762      1.9187454      0.18767795   
  61920000  -178.07794      1230.8383      1052.7603      288.55397     -2.2156242      0.18767795   
  61930000  -207.51876      1340.3777      1132.8589      314.23406     -2.2048507      0.18767795   
  61940000  -222.33742      1261.5467      1039.2093      295.75317      10.109131      0.18767795   
  61950000  -174.99453      1303.9318      1128.9372      305.68978      8.588895       0.18767795   
  61960000  -259.32515      1300.7749      1041.4498      304.9497       9.9660189      0.18767795   
  61970000  -173.37325      1251.5965      1078.2232      293.42046      13.312787      0.18767795   
  61980000  -138.31824      1265.7764      1127.4582      296.74476      5.2095089      0.18767795   
  61990000  -178.30695      1265.209       1086.9021      296.61175      1.7947431      0.18767795   
  62000000  -185.14181      1238.5087      1053.3669      290.35221     -0.70975011     0.18767795   
  62010000  -229.07946      1241.805       1012.7256      291.12499     -2.4515081      0.18767795   
  62020000  -223.98045      1307.0945      1083.1141      306.43126     -5.4994858      0.18767795   
  62030000  -212.55854      1279.2426      1066.6841      299.90174      0.73841672     0.18767795   
  62040000  -202.0894       1348.4188      1146.3294      316.11919     -3.5951939      0.18767795   
  62050000  -177.37067      1252.9388      1075.5682      293.73516     -4.7398103      0.18767795   
  62060000  -282.72156      1296.0892      1013.3676      303.8512       5.69937        0.18767795   
  62070000  -263.80604      1256.4865      992.68051      294.56688     -7.5286472      0.18767795   
  62080000  -242.81007      1276.5199      1033.7099      299.26344     -7.7954704      0.18767795   
  62090000  -233.39439      1255.2857      1021.8913      294.28535      1.3181422      0.18767795   
  62100000  -223.84147      1273.911       1050.0695      298.65181     -7.2122405      0.18767795   
  62110000  -217.79559      1263.6663      1045.8708      296.25008      4.2264784      0.18767795   
  62120000  -220.16431      1231.1707      1011.0064      288.63191     -1.9971662      0.18767795   
  62130000  -191.07764      1286.8441      1095.7665      301.68381      12.534629      0.18767795   
  62140000  -208.47396      1274.1191      1065.6451      298.70059      4.8010892      0.18767795   
  62150000  -284.54174      1301.6827      1017.1409      305.16251     -2.8684063      0.18767795   
  62160000  -145.22095      1280.396       1135.175       300.17213     -7.3703566      0.18767795   
  62170000  -223.53918      1262.6466      1039.1075      296.01103      0.6593454      0.18767795   
  62180000  -219.46549      1294.9948      1075.5293      303.59464      1.7009219      0.18767795   
  62190000  -273.34679      1277.69        1004.3432      299.53774      3.1724355      0.18767795   
  62200000  -270.67957      1297.8353      1027.1557      304.26055     -2.3407951      0.18767795   
  62210000  -240.35727      1238.5917      998.2344       290.37166      2.1697393      0.18767795   
  62220000  -271.26625      1287.7205      1016.4543      301.88927     -10.773069      0.18767795   
  62230000  -256.21877      1325.4546      1069.2358      310.73552      8.91415        0.18767795   
  62240000  -346.7879       1271.5662      924.77827      298.1021       6.1136189      0.18767795   
  62250000  -296.52864      1288.3029      991.77429      302.02581      5.1363953      0.18767795   
  62260000  -281.22527      1241.7249      960.49967      291.10621      6.6585123      0.18767795   
  62270000  -232.38531      1251.4552      1019.0699      293.38734      1.7588992      0.18767795   
  62280000  -235.04753      1311.3762      1076.3286      307.43503      1.8783846      0.18767795   
  62290000  -324.47381      1271.1986      946.72475      298.01591     -4.5675392      0.18767795   
  62300000  -257.22698      1283.1369      1025.91        300.81471      1.6030158      0.18767795   
  62310000  -275.33034      1302.6898      1027.3595      305.39862      5.9327656      0.18767795   
  62320000  -346.1229       1348.8049      1002.682       316.20971      3.116519       0.18767795   
  62330000  -267.11342      1254.3351      987.22167      294.06249      1.9573525      0.18767795   
  62340000  -235.27409      1316.2546      1080.9805      308.57871      4.3296855      0.18767795   
  62350000  -251.73157      1273.6091      1021.8775      298.58103     -8.6164836      0.18767795   
  62360000  -169.28546      1266.6232      1097.3378      296.94328      6.4581852      0.18767795   
  62370000  -221.52849      1261.5302      1040.0017      295.7493       0.72783032     0.18767795   
  62380000  -248.53858      1280.7088      1032.1702      300.24546      2.6903367      0.18767795   
  62390000  -294.24587      1271.6473      977.40142      298.12111      6.6880443      0.18767795   
  62400000  -247.14685      1295.7508      1048.6039      303.77186     -3.3277012      0.18767795   
  62410000  -199.57677      1297.7844      1098.2076      304.24862      12.720407      0.18767795   
  62420000  -234.33239      1262.43        1028.0976      295.96024      3.8115357      0.18767795   
  62430000  -219.86289      1291.3748      1071.5119      302.74598      12.001542      0.18767795   
  62440000  -272.39201      1305.426       1033.034       306.04009     -0.14437923     0.18767795   
  62450000  -178.19015      1235.8595      1057.6694      289.73114      3.6263373      0.18767795   
  62460000  -176.23131      1253.1141      1076.8828      293.77624     -3.2732138      0.18767795   
  62470000  -262.56614      1255.6687      993.10252      294.37513      1.5702388      0.18767795   
  62480000  -243.34671      1308.8046      1065.4579      306.83215      0.48766117     0.18767795   
  62490000  -246.16041      1282.8607      1036.7003      300.74996     -2.7018626      0.18767795   
  62500000  -237.29058      1272.0453      1034.7547      298.21441     -0.17725943     0.18767795   
  62510000  -262.65747      1291.8088      1029.1513      302.84771      1.78685        0.18767795   
  62520000  -317.57453      1265.4714      947.89688      296.67326      4.5009258      0.18767795   
  62530000  -289.34615      1359.5022      1070.156       318.71755      4.4727808      0.18767795   
  62540000  -238.1386       1282.8945      1044.7559      300.75787      7.7592654      0.18767795   
  62550000  -193.31043      1310.1305      1116.8201      307.143       -3.0001514      0.18767795   
  62560000  -209.65158      1227.8871      1018.2355      287.8621      -9.8756512      0.18767795   
  62570000  -257.99794      1286.7858      1028.7879      301.67014      5.4010716      0.18767795   
  62580000  -245.57116      1288.1822      1042.611       301.99751      7.81814        0.18767795   
  62590000  -188.60922      1219.4322      1030.823       285.87997      0.77920193     0.18767795   
  62600000  -160.10775      1280.7393      1120.6316      300.25263     -3.8133545      0.18767795   
  62610000  -183.94213      1226.4733      1042.5312      287.53066      12.428365      0.18767795   
  62620000  -245.46921      1309.6217      1064.1525      307.02372     -6.4755786      0.18767795   
  62630000  -144.99567      1298.7676      1153.7719      304.47912      0.72642772     0.18767795   
  62640000  -219.04033      1325.7115      1106.6712      310.79576      0.067957015    0.18767795   
  62650000  -239.90794      1255.4849      1015.577       294.33206     -0.72232501     0.18767795   
  62660000  -169.0517       1309.9466      1140.8949      307.09989      5.6699636      0.18767795   
  62670000  -186.38106      1298.7623      1112.3812      304.47787      2.4543998      0.18767795   
  62680000  -173.31926      1307.3992      1134.08        306.50269      8.1893208      0.18767795   
  62690000  -207.82912      1260.103       1052.2739      295.41471      2.7012112      0.18767795   
  62700000  -156.37721      1306.8583      1150.4811      306.37588      1.0825419      0.18767795   
  62710000  -179.0561       1239.1921      1060.136       290.51243      2.3917133      0.18767795   
  62720000  -183.48975      1269.457       1085.9673      297.60763      6.1993577      0.18767795   
  62730000  -185.81696      1213.6247      1027.8077      284.51847      14.561111      0.18767795   
  62740000  -154.71974      1301.4935      1146.7738      305.11817     -5.390433       0.18767795   
  62750000  -192.17739      1299.5336      1107.3563      304.65871      5.2215446      0.18767795   
  62760000  -156.03895      1299.5748      1143.5358      304.66835     -3.6613685      0.18767795   
  62770000  -186.28709      1222.986       1036.6989      286.71311      8.1082676      0.18767795   
  62780000  -240.15285      1267.5951      1027.4423      297.17113      7.7694994      0.18767795   
  62790000  -268.99773      1261.86        992.8623       295.82662      2.5969762      0.18767795   
  62800000  -235.20375      1271.4831      1036.2793      298.08262      1.0136938      0.18767795   
  62810000  -189.41103      1278.6788      1089.2678      299.76957     -1.275786       0.18767795   
