Job started: Tue Mar 24 03:11:22 PM EDT 2026
Running on: della-r3c2n12
Tasks: 4
LAMMPS (29 Aug 2024)
  using 1 OpenMP thread(s) per MPI task
Reading restart file ...
  restart file = 29 Aug 2024, LAMMPS = 29 Aug 2024
  restoring atom style full from restart
  orthogonal box = (-80 -80 -80) to (80 80 80)
  1 by 2 by 2 MPI processor grid
  restoring pair style hybrid/overlay from restart
  restoring bond style harmonic from restart
  restoring angle style harmonic from restart
  1032 atoms
  931 bonds
  830 angles
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        1       
  special bond factors coul:  0        0        0       
     2 = max # of 1-2 neighbors
     2 = max # of 1-3 neighbors
     4 = max # of 1-4 neighbors
     6 = max # of special neighbors
  special bonds CPU = 0.000 seconds
  read_restart CPU = 0.008 seconds
Generated 0 of 6 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 10 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 33
  ghost atom cutoff = 33
  binsize = 16.5, bins = 10 10 10
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair lj/cut, perpetual, trim from (2)
      attributes: half, newton on, cut 25
      pair build: trim
      stencil: none
      bin: none
  (2) pair base/rna, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 80000000
  Time step     : 10
Per MPI rank memory allocation (min/avg/max) = 7.315 | 7.318 | 7.32 Mbytes
   Step         PotEng         KinEng         TotEng          Temp          Press         Density    
  80620000  -354.14918      842.96799      488.81881      274.29514      1.0341783      0.134578     
  80630000  -325.0864       836.12366      511.03726      272.06805     -6.7227806      0.134578     
  80640000  -331.14491      794.70438      463.55947      258.59054      1.1211329      0.134578     
  80650000  -365.01686      809.75444      444.73758      263.48772      3.2250846      0.134578     
  80660000  -360.41925      844.98067      484.56142      274.95005      3.9610758      0.134578     
  80670000  -348.55271      838.68129      490.12858      272.90028      3.5216634      0.134578     
  80680000  -315.3858       808.69422      493.30842      263.14273      11.908605      0.134578     
  80690000  -302.27138      869.68848      567.4171       282.98978     -1.5089044      0.134578     
  80700000  -337.18553      854.43039      517.24486      278.02492     -3.6807419      0.134578     
  80710000  -331.77119      873.29977      541.52858      284.16486      0.23113359     0.134578     
  80720000  -365.8292       842.56998      476.74078      274.16563      1.6242169      0.134578     
  80730000  -336.94574      833.3063       496.36056      271.1513       6.4129859      0.134578     
  80740000  -320.96697      861.64215      540.67517      280.37157      0.82210176     0.134578     
  80750000  -369.96972      867.72722      497.7575       282.3516       1.8980129      0.134578     
  80760000  -338.4227       849.78535      511.36265      276.51346     -2.7015933      0.134578     
  80770000  -332.00762      847.3223       515.31469      275.712        1.1695248      0.134578     
  80780000  -357.21467      822.97609      465.76141      267.78993      2.3824181      0.134578     
  80790000  -324.3048       815.35988      491.05508      265.31168      4.9157613      0.134578     
  80800000  -334.63594      847.73409      513.09816      275.84599      0.61042413     0.134578     
  80810000  -347.73815      840.20109      492.46294      273.39481      2.0777604      0.134578     
  80820000  -299.89048      872.30665      572.41617      283.84171      2.1996619      0.134578     
  80830000  -309.74841      830.39415      520.64574      270.20371      3.3285375      0.134578     
  80840000  -304.57789      847.11827      542.54038      275.64561     -1.1059583      0.134578     
  80850000  -311.58357      817.7282       506.14463      266.08231     -4.5802265      0.134578     
  80860000  -318.2756       828.25157      509.97597      269.50654      0.99373771     0.134578     
  80870000  -343.83946      831.93666      488.0972       270.70563     -2.9965974      0.134578     
  80880000  -383.6266       872.64421      489.01761      283.95155      7.7376514      0.134578     
  80890000  -263.83929      841.0193       577.18001      273.66106      2.0330954      0.134578     
  80900000  -349.19348      845.30008      496.10661      275.05399      3.7499064      0.134578     
  80910000  -308.96968      858.36393      549.39426      279.30486      8.3068463      0.134578     
  80920000  -353.21276      853.12044      499.90769      277.59867     -0.076853091    0.134578     
  80930000  -313.022        860.17826      547.15626      279.89523      1.318668       0.134578     
  80940000  -335.73806      869.64551      533.90745      282.9758       4.8611497      0.134578     
  80950000  -296.96252      829.84536      532.88283      270.02514      5.1504981      0.134578     
  80960000  -334.0748       847.795        513.72021      275.86581      4.7235411      0.134578     
  80970000  -353.93034      874.63008      520.69974      284.59774      0.13119945     0.134578     
  80980000  -351.57167      826.80092      475.22925      269.0345      -3.652169       0.134578     
  80990000  -342.99275      847.03175      504.039        275.61746     -0.80546497     0.134578     
  81000000  -361.61486      861.15811      499.54324      280.21406     -4.5373574      0.134578     
  81010000  -315.73648      800.73158      484.9951       260.55175      3.9179396      0.134578     
  81020000  -291.15724      835.46406      544.30682      271.85342      0.21134069     0.134578     
  81030000  -332.47557      856.60907      524.1335       278.73384      1.7902262      0.134578     
  81040000  -361.71149      829.6029       467.89141      269.94625     -4.8020537      0.134578     
  81050000  -349.05682      797.86133      448.80451      259.61779     -0.79526347     0.134578     
  81060000  -316.19667      850.79057      534.5939       276.84055      5.6392914      0.134578     
  81070000  -285.92756      817.69346      531.7659       266.07101     -4.4424161      0.134578     
  81080000  -341.12202      838.28697      497.16495      272.77198     -0.033169579    0.134578     
  81090000  -362.19259      834.47709      472.2845       271.53227      3.0133954      0.134578     
  81100000  -313.11956      835.71805      522.59849      271.93607     -0.59735768     0.134578     
  81110000  -303.38944      861.6031       558.21366      280.35886     -2.2909783      0.134578     
  81120000  -340.2441       817.34678      477.10268      265.9582       1.8526988      0.134578     
  81130000  -276.17205      832.08803      555.91598      270.75489     -0.76552666     0.134578     
  81140000  -257.86776      903.42722      645.55946      293.9681       0.64304998     0.134578     
  81150000  -329.85931      844.16972      514.31041      274.68617      5.0107036      0.134578     
  81160000  -304.1387       869.67556      565.53686      282.98558      7.8842609      0.134578     
  81170000  -299.1936       851.60933      552.41574      277.10697      2.5752367      0.134578     
  81180000  -292.57216      829.23503      536.66288      269.82655      0.44349055     0.134578     
  81190000  -291.19144      852.81807      561.62663      277.50028      2.3044282      0.134578     
  81200000  -276.28839      807.46781      531.17942      262.74366     -1.1224496      0.134578     
  81210000  -270.19409      806.50832      536.31422      262.43145     -2.7792606      0.134578     
  81220000  -321.71544      880.42283      558.7074       286.48265      9.0712105      0.134578     
  81230000  -340.95586      874.61527      533.6594       284.59292      2.3729655      0.134578     
  81240000  -316.55277      850.26468      533.71191      276.66943      4.99187        0.134578     
  81250000  -285.32052      852.11313      566.79261      277.2709       5.7580957      0.134578     
  81260000  -294.77756      866.29118      571.51362      281.88433      1.1169004      0.134578     
  81270000  -278.09725      828.8451       550.74785      269.69967     -4.2727705      0.134578     
  81280000  -329.99357      821.30203      491.30847      267.24521      3.0191792      0.134578     
  81290000  -352.43935      822.21751      469.77816      267.5431      -0.21992962     0.134578     
  81300000  -317.23322      824.65078      507.41756      268.33487     -3.4275765      0.134578     
  81310000  -316.25916      847.47122      531.21206      275.76046      2.4600226      0.134578     
  81320000  -348.60387      851.01904      502.41517      276.91489      7.8439344      0.134578     
  81330000  -334.03228      826.34855      492.31627      268.88731      7.8166956      0.134578     
  81340000  -274.18143      822.52559      548.34417      267.64335     -8.7962702      0.134578     
  81350000  -328.21235      854.22884      526.01649      277.95933      2.656352       0.134578     
  81360000  -374.74101      886.46116      511.72015      288.44748     -9.9054201      0.134578     
  81370000  -360.32551      878.36527      518.03976      285.81314     -3.2194525      0.134578     
  81380000  -386.70418      901.33974      514.63556      293.28885      1.8065934      0.134578     
  81390000  -342.67499      795.70243      453.02744      258.9153      -1.9676821      0.134578     
  81400000  -363.92244      853.08933      489.16689      277.58855      5.6370798      0.134578     
  81410000  -363.08657      812.87373      449.78716      264.50271     -0.77307795     0.134578     
  81420000  -398.80481      839.51664      440.71183      273.1721      -0.07261733     0.134578     
  81430000  -360.92788      857.01901      496.09113      278.86723     -6.2997944      0.134578     
  81440000  -402.67548      840.15972      437.48424      273.38135     -1.7628202      0.134578     
  81450000  -364.88207      817.78623      452.90416      266.1012       5.1855474      0.134578     
  81460000  -368.32385      834.30223      465.97838      271.47537     -3.9108781      0.134578     
  81470000  -345.01199      834.69349      489.6815       271.60269     -3.4951119      0.134578     
  81480000  -343.54594      818.35017      474.80424      266.2847       8.0355273      0.134578     
  81490000  -328.60901      868.35062      539.74161      282.55445      4.7951991      0.134578     
  81500000  -314.83681      834.55431      519.7175       271.5574       1.8877979      0.134578     
  81510000  -300.94268      804.62352      503.68085      261.81815      2.64357        0.134578     
  81520000  -293.67701      836.15277      542.47576      272.07752      4.9086912      0.134578     
  81530000  -309.54831      818.34789      508.79958      266.28396      4.9744559      0.134578     
  81540000  -321.53567      844.65783      523.12216      274.845        11.100093      0.134578     
  81550000  -302.87551      817.78982      514.91431      266.10237     -3.8083802      0.134578     
  81560000  -343.12347      831.62025      488.49678      270.60268     -2.743466       0.134578     
  81570000  -352.57406      852.27968      499.70562      277.32509     -2.7373687      0.134578     
  81580000  -357.38949      844.35497      486.96548      274.74645      5.5746089      0.134578     
  81590000  -352.50338      872.78419      520.28081      283.9971      -2.7629479      0.134578     
  81600000  -397.30403      846.59489      449.29086      275.47531     -2.4768154      0.134578     
  81610000  -330.06452      872.3594       542.29488      283.85887      1.2607408      0.134578     
  81620000  -360.1634       841.83022      481.66682      273.92492      4.3524913      0.134578     
  81630000  -367.76335      841.91891      474.15556      273.95378      3.0884036      0.134578     
  81640000  -414.97677      862.20606      447.22929      280.55506     -0.25971288     0.134578     
  81650000  -404.66329      855.96626      451.30298      278.52468     -2.0511035      0.134578     
  81660000  -358.82056      829.55058      470.73002      269.92922      4.3984974      0.134578     
  81670000  -427.42995      842.79545      415.36549      274.239        3.5335237      0.134578     
  81680000  -365.30706      833.21262      467.90556      271.12082      2.1135234      0.134578     
  81690000  -364.58915      804.36476      439.77561      261.73396      4.5792432      0.134578     
  81700000  -380.16379      858.62091      478.45713      279.38848     -0.0419499      0.134578     
  81710000  -375.58379      843.13928      467.5555       274.35088      5.0735364      0.134578     
  81720000  -423.41623      843.31643      419.90021      274.40852      7.748925       0.134578     
  81730000  -301.66142      850.01699      548.35556      276.58883      3.0415208      0.134578     
  81740000  -355.04714      840.26678      485.21964      273.41619     -3.1613124      0.134578     
  81750000  -342.93547      861.20147      518.266        280.22817     -1.8528334      0.134578     
  81760000  -329.75202      829.09697      499.34494      269.78162      2.8697764      0.134578     
  81770000  -359.7056       828.22088      468.51528      269.49655     -1.2779776      0.134578     
  81780000  -363.77299      824.27327      460.50028      268.21203      2.4264979      0.134578     
  81790000  -344.9019       798.71708      453.81518      259.89625      6.9870059      0.134578     
  81800000  -353.27932      848.19054      494.91122      275.99452      4.5208721      0.134578     
  81810000  -400.8597       855.55347      454.69377      278.39036      1.0484823      0.134578     
  81820000  -381.70562      872.46376      490.75814      283.89283      2.3219945      0.134578     
  81830000  -383.07561      849.198        466.12239      276.32234     -8.3376821      0.134578     
  81840000  -365.10179      850.86003      485.75824      276.86315     -0.47759501     0.134578     
  81850000  -381.49137      844.77625      463.28489      274.88354      2.8484914      0.134578     
  81860000  -346.86016      842.68031      495.82014      274.20153     -5.5225163      0.134578     
  81870000  -400.2581       852.37153      452.11343      277.35498     -0.45470348     0.134578     
  81880000  -377.81313      819.68306      441.86993      266.71841      1.6454554      0.134578     
  81890000  -357.06082      838.95627      481.89545      272.98976      3.5528068      0.134578     
  81900000  -326.09077      849.75221      523.66143      276.50267      2.3347196      0.134578     
  81910000  -288.65954      834.05198      545.39244      271.39394      1.1020291      0.134578     
  81920000  -318.62466      829.5492       510.92454      269.92877      3.3033006      0.134578     
  81930000  -332.59595      890.12204      557.52609      289.6387       7.1289537      0.134578     
  81940000  -334.58335      852.2678       517.68446      277.32123     -1.5499154      0.134578     
  81950000  -305.90775      858.41107      552.50332      279.3202       0.301755       0.134578     
  81960000  -327.73451      821.65096      493.91645      267.35875      5.6017626      0.134578     
  81970000  -364.02252      843.15301      479.13049      274.35535     -3.5130822      0.134578     
  81980000  -396.35603      872.66415      476.30812      283.95804     -2.1612101      0.134578     
  81990000  -399.5893       858.14372      458.55441      279.2332      -3.0871628      0.134578     
  82000000  -372.58822      845.01623      472.42801      274.96162      0.33034598     0.134578     
  82010000  -383.56137      853.2114       469.65004      277.62827     -0.79402877     0.134578     
  82020000  -364.7622       805.16207      440.39987      261.99339     -3.6566017      0.134578     
  82030000  -335.63711      800.04507      464.40796      260.32836     -0.51306374     0.134578     
  82040000  -347.95842      852.13514      504.17673      277.27806     -2.6828542      0.134578     
  82050000  -344.42994      810.27955      465.8496       263.65858      2.2527263      0.134578     
  82060000  -343.55194      844.31085      500.75892      274.7321       1.4667891      0.134578     
  82070000  -358.62222      875.8076       517.18539      284.98089     -1.7538163      0.134578     
  82080000  -303.92064      888.39074      584.4701       289.07535     -1.1201014      0.134578     
  82090000  -301.06682      831.24099      530.17417      270.47927     -1.7692163      0.134578     
  82100000  -339.00772      865.57671      526.56899      281.65184     -5.0331431      0.134578     
  82110000  -325.92712      874.05271      548.12559      284.40987      2.605471       0.134578     
  82120000  -385.97366      826.99615      441.02249      269.09803      2.0804417      0.134578     
  82130000  -381.19229      833.05491      451.86263      271.06951     -4.3861357      0.134578     
  82140000  -377.27133      828.06014      450.78881      269.44424      0.50892392     0.134578     
  82150000  -327.18656      877.86566      550.6791       285.65057     -3.4720165      0.134578     
  82160000  -349.02563      850.70499      501.67936      276.8127      -3.8572549      0.134578     
  82170000  -315.17076      843.78305      528.61229      274.56036     -3.6258367      0.134578     
  82180000  -351.70274      869.5657       517.86296      282.94983      0.050317314    0.134578     
  82190000  -336.13946      851.36443      515.22497      277.02728      1.6303548      0.134578     
  82200000  -335.77991      837.12467      501.34477      272.39377     -1.5684743      0.134578     
  82210000  -360.96863      862.54022      501.57159      280.66379     -1.3988511      0.134578     
  82220000  -368.06619      851.11292      483.04674      276.94544      7.7371648      0.134578     
  82230000  -335.40537      796.19975      460.79438      259.07713     -2.7800649      0.134578     
  82240000  -397.13643      856.51022      459.37379      278.70168      6.7789063      0.134578     
  82250000  -325.14222      861.45772      536.3155       280.31155     -0.25504454     0.134578     
  82260000  -329.3324       851.23173      521.89933      276.9841      -1.4089705      0.134578     
  82270000  -343.43672      843.57302      500.1363       274.49202     -1.78654        0.134578     
  82280000  -308.2879       898.91808      590.63019      292.50086      3.2019421      0.134578     
  82290000  -324.67438      857.69464      533.02025      279.08708     -1.2946135      0.134578     
  82300000  -385.15711      820.51952      435.36241      266.99059     -12.632981      0.134578     
  82310000  -372.5442       882.45387      509.90967      287.14354      2.7150189      0.134578     
  82320000  -373.23148      828.57945      455.34797      269.61323     -2.1438172      0.134578     
  82330000  -324.13625      820.13064      495.99439      266.86405      1.5936841      0.134578     
  82340000  -327.39613      822.9089       495.51277      267.76807      3.9114643      0.134578     
  82350000  -389.18591      826.37126      437.18535      268.8947      -2.9799191      0.134578     
  82360000  -356.08522      833.8636       477.77837      271.33264     -3.1307914      0.134578     
  82370000  -395.43104      883.55446      488.12341      287.50166      2.5559924      0.134578     
  82380000  -363.07013      842.84741      479.77728      274.25591     -2.3231662      0.134578     
  82390000  -323.66515      860.2696       536.60445      279.92495     -2.0844002      0.134578     
  82400000  -354.3394       848.08964      493.75023      275.96169      2.9903138      0.134578     
  82410000  -385.58218      853.41793      467.83575      277.69547      3.8999613      0.134578     
  82420000  -375.83908      816.10497      440.26588      265.55413      3.8160622      0.134578     
  82430000  -372.36423      846.01308      473.64885      275.28599     -3.4766857      0.134578     
  82440000  -385.13693      868.00954      482.8726       282.44347      6.4658297      0.134578     
  82450000  -316.3787       855.53888      539.16018      278.38561      2.8247453      0.134578     
  82460000  -376.02098      832.96077      456.9398       271.03887     -1.3299156      0.134578     
  82470000  -455.62015      821.58796      365.96781      267.33825     -7.1132186      0.134578     
  82480000  -381.03952      852.01887      470.97935      277.24023      5.0622097      0.134578     
  82490000  -416.71538      860.83047      444.11509      280.10745      6.7097909      0.134578     
  82500000  -387.14         833.30579      446.16579      271.15114      2.0794207      0.134578     
  82510000  -410.03918      817.3463       407.30712      265.95805      5.9217565      0.134578     
  82520000  -448.62596      844.28917      395.66321      274.72504      2.5501811      0.134578     
  82530000  -376.38042      829.75073      453.37031      269.99435     -7.7531162      0.134578     
  82540000  -422.6138       821.93032      399.31652      267.44965     -4.2421776      0.134578     
  82550000  -373.23464      810.77811      437.54347      263.82081      3.7318904      0.134578     
  82560000  -395.0458       857.40667      462.36087      278.99337     -0.35350098     0.134578     
  82570000  -344.30583      825.28616      480.98033      268.54161     -3.9827742      0.134578     
  82580000  -382.75324      856.40197      473.64872      278.66645      2.939233       0.134578     
  82590000  -388.0837       789.58381      401.50011      256.92435      4.7049744      0.134578     
  82600000  -304.16942      817.49547      513.32606      266.00659     -0.39012188     0.134578     
  82610000  -340.61156      846.49185      505.88029      275.44178     -8.8712698      0.134578     
  82620000  -339.69859      851.15381      511.45522      276.95874     -2.6406177      0.134578     
  82630000  -388.18655      825.01522      436.82867      268.45345     -3.6154185      0.134578     
  82640000  -332.45911      851.08682      518.62771      276.93695      1.1450828      0.134578     
  82650000  -380.44604      858.80386      478.35782      279.44801     -2.6860544      0.134578     
  82660000  -352.98568      871.27426      518.28857      283.50578     -5.4627571      0.134578     
  82670000  -356.94559      826.68425      469.73866      268.99654     -0.5542381      0.134578     
  82680000  -389.07276      874.27902      485.20626      284.4835      -2.2320948      0.134578     
  82690000  -363.13513      816.0304       452.89527      265.52986     -0.52098675     0.134578     
  82700000  -368.85382      901.67379      532.81998      293.39755     -6.6727812      0.134578     
  82710000  -349.77182      856.21632      506.4445       278.60605      7.7710123      0.134578     
  82720000  -390.0705       833.2348       443.1643       271.12804     -0.28211124     0.134578     
  82730000  -390.61265      843.11472      452.50207      274.34289     -2.3285662      0.134578     
  82740000  -357.06674      853.87772      496.81097      277.84508      3.306697       0.134578     
  82750000  -339.614        851.99143      512.37743      277.2313       5.8765414      0.134578     
  82760000  -335.69297      838.57376      502.88079      272.86529      4.6965416      0.134578     
  82770000  -378.19575      873.80039      495.60463      284.32776     -0.64078217     0.134578     
  82780000  -330.68145      857.92157      527.24013      279.16092      1.9178567      0.134578     
  82790000  -320.47071      790.15527      469.68456      257.1103       0.3079         0.134578     
  82800000  -389.32317      821.49541      432.17225      267.30813     -0.86767731     0.134578     
  82810000  -295.88674      835.39947      539.51273      271.83241     -0.68319909     0.134578     
  82820000  -319.31852      848.45065      529.13213      276.07916      3.6403968      0.134578     
  82830000  -309.743        861.20834      551.46533      280.23041      5.8210206      0.134578     
  82840000  -318.2639       836.96991      518.70601      272.34341     -3.3171991      0.134578     
  82850000  -310.3775       804.55849      494.18099      261.79699      2.0737297      0.134578     
  82860000  -306.05948      820.12467      514.06519      266.86211      5.9860106      0.134578     
  82870000  -292.62703      835.70966      543.08263      271.93334     -1.0752012      0.134578     
  82880000  -342.12749      861.42652      519.29903      280.3014      -1.436808       0.134578     
  82890000  -353.16521      889.3082       536.14299      289.37388      0.095482791    0.134578     
  82900000  -337.95857      836.84226      498.88369      272.30188     -0.98182389     0.134578     
  82910000  -317.86688      855.60573      537.73885      278.40736      11.118148      0.134578     
  82920000  -313.90749      854.54849      540.64099      278.06334      3.1524669      0.134578     
  82930000  -351.65439      852.90603      501.25164      277.5289      -1.9754806      0.134578     
  82940000  -347.20681      848.93704      501.73023      276.23742     -0.52192997     0.134578     
  82950000  -323.74216      885.99658      562.25442      288.29631     -2.2518897      0.134578     
  82960000  -314.79375      853.65107      538.85732      277.77133      9.558633       0.134578     
  82970000  -276.36608      852.48104      576.11496      277.39061      3.5736113      0.134578     
  82980000  -312.20026      827.6259       515.42564      269.30295      4.7868219      0.134578     
  82990000  -272.62619      828.04031      555.41413      269.43779     -3.0182651      0.134578     
  83000000  -262.57204      888.17724      625.60521      289.00588     -2.4364381      0.134578     
