time_ns,RMSD
97.0,44.41119887333481
97.5,59.003072914278995
98.0,53.681248646848104
98.5,54.37511714494748
99.0,66.08839689498701
99.5,56.02219449089278
100.0,50.2456666884251
100.5,75.6962976918445
101.0,70.23383421240587
101.5,49.355614927731224
102.0,55.74426121621846
102.5,45.818510925535485
103.0,57.73257475789962
103.5,67.29177447704923
104.0,56.42989500716508
104.5,53.728384645693794
105.0,56.42044421972622
105.5,43.634186660829634
106.0,58.64440060530478
106.5,40.47107244599385
107.0,41.64956017216282
107.5,42.15866537435632
108.0,58.951416435855
108.5,61.0276257672088
109.0,60.92805203070691
109.5,48.73586450396005
110.0,50.94280424446161
110.5,69.31544102647366
111.0,57.04789972992639
111.5,57.766773688964285
112.0,67.42500262360446
112.5,49.784549531167265
113.0,57.904748952037345
113.5,61.72892614646556
114.0,35.01684292922597
114.5,49.87255963787595
115.0,81.53475665992583
115.5,64.86533551346345
116.0,66.19244100119361
116.5,62.59313260835096
117.0,42.86627675098045
117.5,41.10534300536415
118.0,65.90110597211094
118.5,72.91947478589383
119.0,41.264792852868
119.5,55.17775925922518
120.0,60.4971917370456
120.5,48.28081642103116
121.0,71.8493763365705
121.5,69.61976107924112
122.0,52.23610189939901
122.5,55.46876494430855
123.0,41.62171494591933
123.5,56.18201351938753
124.0,68.54912806163868
124.5,67.91296180573593
125.0,52.824769561239194
125.5,82.41632139307298
126.0,70.7446020813035
126.5,77.44665480477734
127.0,72.56675494029975
127.5,49.37548372081772
128.0,49.22295811467532
128.5,48.934477393831024
129.0,36.27806771156907
129.5,50.44415318118068
130.0,34.98170159093903
130.5,39.47808498591335
131.0,79.01262608930801
131.5,58.66443684005669
132.0,48.37233650924127
132.5,65.6577282010428
133.0,69.38129874354325
133.5,52.01514087726099
134.0,50.52937752988341
134.5,55.93460098376418
135.0,67.74294202651346
135.5,52.09652564839969
136.0,42.23029479271885
136.5,63.943388451246534
137.0,73.96673442045858
137.5,66.86176997127684
138.0,52.88223591645577
138.5,51.34887024672329
139.0,62.1709475195126
139.5,35.37993590086666
140.0,66.89450790311959
140.5,67.69365819205957
141.0,45.193243970383556
141.5,47.615631258094666
142.0,53.966490366052625
142.5,73.68458844992554
143.0,78.33571937450034
143.5,49.72289735037471
144.0,53.719033430011784
144.5,56.02894243767284
145.0,61.757928393066095
145.5,47.75380005346578
146.0,42.086737666803074
146.5,45.69018139725906
147.0,66.58348211309838
147.5,51.54419847349333
148.0,59.14190340375215
148.5,64.03809584531139
149.0,46.61074218113815
149.5,38.94782624275485
150.0,70.15761571407043
150.5,45.5662242959278
151.0,62.19472614292781
151.5,46.37320265934399
152.0,42.61322159021194
152.5,58.22191759109496
153.0,61.58475698614603
153.5,47.26748715103161
154.0,69.30205021389885
154.5,67.04737137753645
155.0,76.66236161119129
155.5,56.48025217204872
156.0,58.64995039808032
156.5,50.86956329101305
157.0,55.0382433502914
157.5,62.15627863053874
158.0,50.0984774589615
158.5,70.26325769339941
159.0,71.49438042417927
159.5,56.216977250108116
160.0,48.89388837704692
160.5,43.77551206030656
161.0,44.975657139054356
161.5,65.24687474579835
162.0,77.23291657113981
162.5,46.264577011830596
163.0,48.38707335256058
163.5,59.86352014690891
164.0,61.54981430117522
164.5,71.54183316122034
165.0,55.94456742403091
165.5,43.108637963546244
166.0,49.696127249815774
166.5,42.88642224278881
167.0,57.19517655122846
167.5,43.183867182977394
168.0,34.09077608701116
168.5,88.59552695193908
169.0,71.30943403965685
169.5,59.88237378405712
170.0,87.70150659032547
170.5,74.20814829093729
171.0,60.3922664321423
171.5,53.61837763035665
172.0,42.17045702787896
172.5,61.03390580273319
173.0,53.619707560184054
173.5,64.12825294986759
174.0,47.59950117664288
174.5,67.90763239470522
175.0,71.85132022365016
175.5,42.28615659715463
176.0,67.63654614589275
176.5,76.69234443037496
177.0,66.02800295365341
177.5,77.34865303240639
178.0,77.21866352305803
178.5,41.4709150214788
179.0,36.577589922121824
179.5,65.42082579494475
180.0,55.06927091760031
180.5,66.26740201008224
181.0,66.17742880235984
181.5,91.41135892824643
182.0,70.21917103760659
182.5,68.21160631548379
183.0,58.22983913513656
183.5,60.80674676575644
184.0,71.37285080052031
184.5,72.26652445966944
185.0,88.20671617998566
185.5,79.05617364352611
186.0,48.37710486489089
186.5,40.93201247250469
187.0,30.109719796315602
187.5,44.34787710600028
188.0,49.038789151054516
188.5,56.67860779767653
189.0,41.66827286052155
189.5,58.17185312143513
190.0,54.02782818837267
190.5,54.70788155574004
191.0,44.40260098596909
191.5,48.71312257875046
192.0,50.13056842456714
192.5,52.16080835588627
193.0,50.581597966146546
193.5,59.271501505491855
194.0,42.005696429072415
194.5,61.248407385834795
195.0,69.41856999131646
195.5,51.5894417510985
196.0,48.48329431030632
196.5,37.264284007639894
197.0,42.47728803783887
197.5,52.31570886917196
198.0,64.40570138621102
198.5,58.084763191445404
199.0,46.78385628433779
199.5,46.98305735555023
200.0,64.93138590996826
200.5,62.6944167699609
201.0,53.73753187208173
201.5,64.94335893340077
202.0,64.14417878897444
202.5,76.80347178929584
203.0,82.87173694375582
203.5,62.10253543372336
204.0,63.78863303035739
204.5,44.78905349174704
205.0,61.439026101280554
205.5,68.39505347446142
206.0,56.6091030587693
206.5,48.82070396609566
207.0,69.25596120274164
207.5,68.11014170986527
208.0,60.1492963496192
208.5,45.771132931502976
209.0,55.09679110805577
209.5,55.61416747336867
210.0,45.47325127796369
210.5,58.20185718041337
211.0,81.785251542505
211.5,73.20781216064587
212.0,47.532379527210466
212.5,73.04766770827396
213.0,61.04325102237571
213.5,64.35358254171148
214.0,71.94933116279533
214.5,61.950074004295466
215.0,63.19233871940087
215.5,63.46661734481686
216.0,33.700748782851186
216.5,49.675865002508935
217.0,59.97849173207674
217.5,42.650858228540024
218.0,67.30342564189665
218.5,67.52300072315258
219.0,86.09822548955496
219.5,74.08982327059785
220.0,45.80892194607541
220.5,72.8994505667521
221.0,57.95307520938003
221.5,43.05516012045108
222.0,47.205337577518335
222.5,65.2680506479407
223.0,44.51014533219809
223.5,49.77329725052616
224.0,73.14773764949422
224.5,50.79038184592135
225.0,51.31967603148718
225.5,61.865775490836846
226.0,66.69221912665557
226.5,69.6290807070707
227.0,61.5974712454721
227.5,61.29200025470518
228.0,68.54727498721915
228.5,49.315411089921085
229.0,56.47432673717794
229.5,56.822813030919775
230.0,66.40962146515258
230.5,58.23571566295775
231.0,73.916507495379
231.5,113.97908016979498
232.0,66.5938746956719
232.5,78.37435575472963
233.0,51.994333058112225
233.5,54.320311657953894
234.0,71.7835781466286
234.5,46.83553085011575
235.0,52.502230808442235
235.5,62.2071917927764
236.0,51.196922247480174
236.5,55.284509342522014
237.0,56.126482985490874
237.5,68.89155535087609
238.0,58.996487000989745
238.5,42.786268888202436
239.0,48.42943751085921
239.5,52.75370455274185
240.0,45.8423974989161
240.5,73.12825082268395
241.0,58.13075341822113
241.5,51.518337528494314
242.0,44.80284367052161
242.5,74.92545996891822
243.0,52.08965057028869
243.5,70.95259125588525
244.0,70.87980300525835
244.5,50.92790029557925
245.0,54.04831904055592
245.5,39.81115890610402
246.0,50.07993039183822
246.5,67.01933761028505
247.0,52.054733777852555
247.5,45.69912471177291
248.0,29.064461170462565
248.5,58.93747983570591
249.0,61.96349694145917
249.5,51.28206717190372
250.0,68.79992853252216
250.5,53.54997212885723
251.0,49.975034788089246
251.5,40.39475587989514
252.0,55.36937130647944
252.5,64.01571693130745
253.0,72.5433195495133
253.5,75.93705565501962
254.0,48.29268286165738
254.5,77.40243807524992
255.0,62.65214089557367
255.5,52.12120189086018
256.0,55.85452016601631
256.5,38.11523234906179
257.0,42.530240225435946
257.5,43.78115523249205
258.0,69.12201974246517
258.5,51.13341726615376
259.0,43.34706621948308
259.5,38.1456348479513
260.0,38.51333409309619
260.5,49.4956733440195
261.0,47.711558367522144
261.5,46.20762254155342
262.0,58.2292332081496
262.5,49.0613153208322
263.0,54.710839747504835
263.5,54.97658291575389
264.0,59.75175784155823
264.5,73.03470722990988
265.0,76.33619671684156
265.5,69.78741760757698
266.0,51.71252864518162
266.5,47.035066478761784
267.0,47.54968313653696
267.5,44.70161276350376
268.0,37.8127316010803
268.5,46.30322417528884
269.0,55.410793311191775
269.5,43.694586994561014
270.0,48.216230245357224
270.5,72.49841105941887
271.0,37.055345744876966
271.5,40.20219237433827
272.0,68.51925248123807
272.5,64.84443946294853
273.0,49.38335211494571
273.5,55.51495398258096
274.0,58.81262912292425
274.5,76.94197183437782
275.0,57.22598057489092
275.5,51.99830511792721
276.0,64.78850110068662
276.5,68.67412483091805
277.0,88.06861907572448
277.5,77.72880740569798
278.0,53.24254183917429
278.5,59.294188633558754
279.0,55.20732376884115
279.5,64.49083840632092
280.0,53.40618762973413
280.5,62.05239940477605
281.0,57.782767334160425
281.5,39.5943140755808
282.0,58.824151409878326
282.5,66.44001453632397
283.0,61.27338672700312
283.5,55.536439930528644
284.0,49.621529913647414
284.5,51.294856669289125
285.0,38.44110924447656
285.5,53.36744600371379
286.0,46.68546337525675
286.5,46.03185055882912
287.0,52.559314218518146
287.5,45.7842517121601
288.0,64.65263689564617
288.5,38.620257788146034
289.0,44.09056745268263
289.5,58.07085474025825
290.0,41.61002479486741
290.5,61.67244782998173
291.0,62.393141918115084
291.5,47.11615941295268
292.0,43.201239497220236
292.5,51.812787854933966
293.0,68.00234829347735
293.5,50.62492219516166
294.0,59.5046189619239
294.5,45.48358912327624
295.0,41.11970047741856
295.5,37.07755710555514
296.0,42.58226995259062
296.5,55.89995439421667
297.0,55.255177138884896
297.5,49.700645864759394
298.0,46.598905219107465
298.5,46.66437791604571
299.0,43.09486401892826
299.5,46.58939903881988
300.0,35.547307030426005
300.5,39.74740806994752
301.0,29.905879573599364
301.5,35.835841687592584
302.0,38.45440186091573
302.5,39.57580049229951
303.0,36.57979532099945
303.5,43.300568141695706
304.0,41.46587342706705
304.5,40.16251539500426
305.0,34.60700528428077
305.5,38.82771494145193
306.0,40.22612266457646
306.5,53.46385520326393
307.0,31.894056664838473
307.5,42.131433158092875
308.0,37.44901395246158
308.5,36.36150285121072
309.0,46.61121726490186
309.5,38.03626921615964
310.0,33.47975389029318
310.5,40.49795931005684
311.0,45.29218964198555
311.5,41.685687617944524
312.0,36.79923989026386
312.5,41.417670449502126
313.0,55.326364714106916
313.5,36.428372822631765
314.0,37.115152964804246
314.5,37.49703495275202
315.0,47.15921965966645
315.5,51.94746637638398
316.0,28.17198273968012
316.5,36.35162694718199
317.0,33.71468296176912
317.5,39.125345629249786
318.0,40.97679392723962
318.5,41.14855080054906
319.0,30.47658486576719
319.5,31.24424313609111
320.0,27.04423996973365
320.5,29.392594020983104
321.0,35.182941492649014
321.5,39.56953832074686
322.0,37.7172377328402
322.5,29.924774116043416
323.0,26.008091402938444
323.5,42.28192991421848
324.0,37.67946427262596
324.5,50.69836565385609
325.0,31.193465126586656
325.5,27.972334732168118
326.0,28.98936830043061
326.5,39.17405499580629
327.0,32.61719985651449
327.5,33.85448371777623
328.0,38.66224905689989
328.5,34.9437533499247
329.0,36.37061185832753
329.5,37.84053523032287
330.0,34.08330620241296
330.5,42.12385681671232
331.0,30.75584896026325
331.5,33.33617513136859
332.0,39.380614818826366
332.5,55.371677079502696
333.0,45.564950609764374
333.5,46.437042564319185
334.0,43.64710488513211
334.5,52.7307251654005
335.0,45.48195397559248
335.5,35.061752776988804
336.0,49.123841519041925
336.5,39.162225882919586
337.0,43.638835738608044
337.5,55.09190649891088
338.0,33.73652848968652
338.5,40.349894939101475
339.0,34.67970995130843
339.5,37.777056515782895
340.0,41.26881868323261
340.5,34.118884962732125
341.0,34.12754800575312
341.5,54.86483450922222
342.0,41.66621419180305
342.5,42.78946475849147
343.0,45.45456008804095
343.5,45.480736679084025
344.0,39.84570703290753
344.5,53.52930601645763
345.0,49.66456171555234
345.5,34.86121171507209
346.0,30.74216765672164
346.5,45.13326914375531
347.0,38.47022130340902
347.5,45.81277897336782
348.0,34.52232775792787
348.5,44.1789954275995
349.0,50.44356799106086
349.5,43.430478207156135
350.0,38.44577960029606
350.5,34.722330252250394
351.0,41.79957014796175
351.5,47.802539826873655
352.0,31.86530100009088
352.5,39.368364845836496
353.0,43.647181237056515
353.5,36.08112228653302
354.0,28.894035270147537
354.5,26.52207299353608
355.0,28.696893876468074
355.5,34.01087808131783
356.0,26.008367685244522
356.5,36.52118460705739
357.0,38.50297042829653
357.5,36.52435429379095
358.0,45.8905799131489
358.5,41.4279126065659
359.0,43.83034093550352
359.5,43.35841032968004
360.0,35.82836515373309
360.5,30.13604939733979
361.0,29.70534967793652
361.5,34.14676435118665
362.0,39.6373433915438
362.5,43.66766647776077
363.0,52.782674328198844
363.5,37.003971057317024
364.0,25.757390788017034
364.5,29.502393093909493
365.0,36.52966400795402
365.5,25.83353205419278
366.0,26.182966259190074
366.5,23.47023266791883
367.0,25.040014345890093
367.5,27.36018628168928
368.0,30.0520135419297
368.5,32.50670582390217
369.0,47.30172705051583
369.5,29.99603069986049
370.0,32.89579092832419
370.5,25.98765280140874
371.0,37.400926738080116
371.5,31.498140445902987
372.0,37.89389005770172
372.5,33.867811918310565
373.0,37.98873723184919
373.5,25.196440590833717
374.0,22.52013313337534
374.5,21.22783367492489
375.0,32.80740122104315
375.5,23.180677677357053
376.0,23.116645925062258
376.5,24.483124437337647
377.0,24.95450397193671
377.5,26.434892133169996
378.0,22.039815002455715
378.5,28.03970509026472
379.0,35.33228779642838
379.5,25.125081268079196
380.0,27.918341002164368
380.5,26.27219010764014
381.0,34.90983566787924
381.5,26.734924731298843
382.0,23.380709446706188
382.5,36.49166625754215
383.0,39.20690746116575
383.5,31.1536198308323
384.0,36.95247274755524
384.5,27.16499303988249
385.0,31.228378388426858
385.5,30.842626135108144
386.0,28.84603027614964
386.5,32.59970826960927
387.0,44.74249120174895
387.5,31.277935924013025
388.0,29.348271020155043
388.5,39.22140005285798
389.0,38.78907518026937
389.5,37.39970487453529
390.0,40.8855232572401
390.5,36.28272519958194
391.0,42.50569405623955
391.5,46.81523830129138
392.0,39.56975948928616
392.5,41.90058613931726
393.0,40.2052932080874
393.5,37.14339748525555
394.0,39.95915432530166
394.5,28.56708478507943
395.0,29.41413734581684
395.5,43.832930456079346
396.0,40.056088643783696
396.5,43.22221599509605
397.0,38.384158149849995
397.5,35.487526031284
398.0,42.4484572906824
398.5,30.003838549260326
399.0,39.55941547865101
399.5,50.21427869789968
400.0,37.33660931519518
400.5,32.47887377010447
401.0,45.20969662850375
401.5,38.449452741087626
402.0,27.667320469906702
402.5,25.959390089608227
403.0,31.853090600443156
403.5,40.648073937368444
404.0,38.6957259153099
404.5,39.08106361236967
405.0,42.62860705933023
405.5,39.153430471535415
406.0,25.985639131163417
406.5,25.261309629358486
407.0,26.743415485241858
407.5,33.04853155793963
408.0,32.80075471159136
408.5,42.37094118386401
409.0,46.19371061930145
409.5,39.992809414287656
410.0,40.097983178203066
410.5,32.768678466589485
411.0,40.307344669433114
411.5,31.592839689367274
412.0,35.82681782763434
412.5,32.22681490137563
413.0,37.68417811020926
413.5,32.74681162801805
414.0,30.30839354249417
414.5,27.930296578227555
415.0,37.29269353120444
415.5,42.96939442984331
416.0,44.25467824274283
416.5,36.26048222736351
417.0,33.99817899680935
417.5,41.74191345131613
418.0,32.74791036658882
418.5,46.9392167796874
419.0,34.96452185721908
419.5,37.547548339449854
420.0,32.685631712796734
420.5,47.93726912527652
421.0,35.144590632406896
421.5,47.180757085308876
422.0,39.93410882501943
422.5,33.58688873097468
423.0,31.199160697071502
423.5,33.34828809065147
424.0,41.308257791988815
424.5,42.296496834682905
425.0,36.67701224373691
425.5,35.137911441845446
426.0,39.521403559969485
426.5,39.20578510604966
427.0,43.37290953940261
427.5,42.16132673786734
428.0,36.108757351035095
428.5,36.166832559399175
429.0,33.815252087692386
429.5,30.01382320701922
430.0,31.241962775307574
430.5,24.80957617280874
431.0,50.201343803336385
431.5,37.35056963207133
432.0,32.15145178978243
432.5,30.16051314548087
433.0,25.912702568069292
433.5,24.38334549852696
434.0,41.744358254008766
434.5,40.64001986060247
435.0,34.16453138019466
435.5,27.254725477761806
436.0,34.91577475140301
436.5,36.3717778682951
437.0,37.11967150149417
437.5,30.11787648535959
438.0,37.57559974014381
438.5,39.241995713632896
439.0,26.366724185355913
439.5,36.97447817080651
440.0,25.783802590091504
440.5,28.35978919825369
441.0,27.747445683099844
441.5,31.13663862945064
442.0,30.180411490052666
442.5,39.26862446622041
443.0,24.322916161687715
443.5,29.070249177804907
444.0,38.77140449750998
444.5,32.18673944489034
445.0,39.937057326045064
445.5,34.2772835048477
446.0,25.295987602729113
446.5,24.819410215914253
447.0,36.507124762329525
447.5,30.24522933803504
448.0,40.706116596665964
448.5,34.09170002981509
449.0,46.28241446582867
449.5,41.06493113910895
450.0,33.40361547584998
450.5,26.710044735438135
451.0,26.704124316535548
451.5,40.61017117218242
452.0,38.78932692917218
452.5,33.01372000298184
453.0,38.899386695039155
453.5,30.968816962768376
454.0,40.66984399621406
454.5,33.29065098826295
455.0,39.32965309404202
455.5,34.38429416451983
456.0,34.66978014567045
456.5,26.814655173955
457.0,45.642046290270265
457.5,29.068044635242046
458.0,44.626017319441665
458.5,42.546117637080535
459.0,38.284844841866
459.5,33.58494010112314
460.0,37.631517061271154
460.5,43.48212294725093
461.0,37.11387552670775
461.5,46.51885166125391
462.0,39.85912182724598
462.5,35.235449602611475
463.0,42.78709992595719
463.5,37.2520121279905
464.0,34.42281649278558
464.5,30.72666352269273
465.0,36.13115910417285
465.5,46.5795906929032
466.0,36.64888294074112
466.5,39.63803618116603
467.0,45.962351415822496
467.5,34.1967986421429
468.0,46.05748267822706
468.5,37.927038663882335
469.0,33.809745518952866
469.5,32.4989112411899
470.0,47.059907856028
470.5,34.99206857168301
471.0,40.94257302140627
471.5,33.11333503640684
472.0,42.12588267666719
472.5,38.13064907523784
473.0,41.80238862748113
473.5,31.174660338483953
474.0,42.70505143231243
474.5,44.87437412786279
475.0,43.21328562717027
475.5,51.75231637506119
476.0,46.88967448411711
476.5,47.90040504016421
477.0,37.05061004269972
477.5,35.765485911186936
478.0,39.736703205765295
478.5,53.90433100951623
479.0,45.13827372392908
479.5,33.42410178475146
480.0,53.92352016466248
480.5,69.07052776335217
481.0,78.50196718704049
481.5,54.13757964180026
482.0,42.49923091752408
482.5,63.11137052549509
483.0,41.17048411129738
483.5,62.27821306068571
484.0,50.35246112496846
484.5,44.55336139507385
485.0,52.780879922062645
485.5,55.77740008367311
486.0,69.08415241876132
486.5,84.08746906012618
487.0,46.21617315732926
487.5,45.70255892076514
488.0,58.15881331827225
488.5,61.269091070535474
489.0,45.194665786057584
489.5,61.27159762316518
490.0,63.601067894281
490.5,66.54841641065136
491.0,48.0971915766042
491.5,47.360888803005636
492.0,71.6666257826747
492.5,59.48855497584763
493.0,45.38354560179146
493.5,50.71350256913342
494.0,47.555834266916676
494.5,45.60819298686848
495.0,56.37581026651597
495.5,76.11658054746337
496.0,73.29086110834166
496.5,52.15403538381604
497.0,47.69007255977378
497.5,45.51202405563194
498.0,61.597954950799505
498.5,65.2757269005153
499.0,49.695450846255
499.5,42.95210758942881
500.0,41.10002608584685
500.5,44.597411196542346
501.0,46.57209007377397
501.5,54.90725033341109
502.0,52.69433202339405
502.5,96.11815277622706
503.0,60.902512305451914
503.5,52.99461101043362
504.0,42.328427520264704
504.5,35.65092447268702
505.0,53.2224948647916
505.5,64.87844624290847
506.0,58.60009689563128
506.5,51.75435451031504
507.0,66.52141243876213
507.5,40.11425633524345
508.0,65.46329012978104
508.5,47.73356435338303
509.0,56.98490343748316
509.5,81.79099346356338
510.0,67.90997116645019
510.5,40.825646198310125
511.0,41.72316090594003
511.5,42.44782342113842
512.0,57.63949360255155
512.5,79.62089980038792
513.0,44.51672098177128
513.5,51.755477130537564
514.0,40.9577170882839
514.5,62.480431722119434
515.0,68.33778620723504
515.5,71.09116265214885
516.0,61.467179679525266
516.5,51.7578983216841
517.0,48.70068220585311
517.5,59.367295699050636
518.0,59.57948623631498
518.5,49.91797531527635
519.0,51.96584721571311
519.5,46.12668926373118
520.0,43.40922779604968
520.5,59.6135289426439
521.0,61.45700465103977
521.5,64.58657843660234
522.0,50.23797118244811
522.5,39.538191427289455
523.0,43.954186312471116
523.5,40.866137201368836
524.0,43.88553685631975
524.5,48.59551172765975
525.0,50.17687256428924
525.5,52.508077580548914
526.0,77.35329814195035
526.5,55.976058919129734
527.0,53.60154559663093
527.5,61.164044994571775
528.0,64.89043523903982
528.5,60.74014614974246
529.0,62.13748393556628
529.5,38.234518877538704
530.0,51.8448406948227
530.5,49.386785284104946
531.0,35.78475371960993
531.5,70.49177702010367
532.0,70.07219624392168
532.5,74.48800108664483
533.0,82.34040152521989
533.5,51.18142041768529
534.0,73.19894685374001
534.5,60.04098983312947
535.0,45.07797628978202
535.5,46.42541224162114
536.0,67.41517279134428
536.5,76.78482374470222
537.0,48.65793198778009
537.5,38.52175183835816
538.0,66.34930527381476
538.5,57.336858545721476
539.0,75.39199105452442
539.5,49.88958754859702
540.0,38.78113592085349
540.5,52.010766308288126
541.0,61.179630495254756
541.5,55.42715304361624
542.0,42.68880197522844
542.5,75.31898654077527
543.0,40.49185738992191
543.5,50.72529842957121
544.0,55.88614676361474
544.5,42.2794261190542
545.0,62.93156412649046
545.5,53.49484436319633
546.0,67.39652930931221
546.5,58.61625632283148
547.0,54.850858559302175
547.5,51.74578264909841
548.0,38.49712306776541
548.5,58.556700752487615
549.0,70.46218130102208
549.5,78.20778939919884
550.0,42.357101905150515
550.5,64.52885786539188
551.0,70.0071356987059
551.5,63.19998540892013
552.0,73.04377059757041
552.5,60.68399591244135
553.0,45.233583917983474
553.5,41.257993074293594
554.0,44.75902279266313
554.5,52.98235992860755
555.0,57.668405062177165
555.5,73.97982420016305
556.0,57.001484756961645
556.5,56.30959546456901
557.0,55.44167646794587
557.5,61.46079270269835
558.0,69.49665133157528
558.5,73.8890315395733
559.0,60.241331101291514
559.5,51.86248335868929
560.0,57.08803804669986
560.5,37.85690032925621
561.0,72.02451154413377
561.5,71.07901268396354
562.0,44.757452418987306
562.5,49.62386956145794
563.0,70.72268043191247
563.5,40.180846172286714
564.0,67.98200307267433
564.5,49.94782313710824
565.0,59.883465018611254
565.5,51.75223611128577
566.0,82.27222019314215
566.5,42.83268321315745
567.0,44.43164475790338
567.5,78.14190303491173
568.0,96.7203398291488
568.5,101.36916028462699
569.0,50.931072868170034
569.5,64.23896356785923
570.0,61.90400626577609
570.5,63.576816844156845
571.0,48.781319891392144
571.5,56.56275140474272
572.0,66.96787906720039
572.5,52.838054402625296
573.0,91.00982402885383
573.5,70.40743912214195
574.0,55.08307005778273
574.5,47.401158304211506
575.0,64.32169917108341
575.5,79.61318548161883
576.0,42.70748176319315
576.5,50.02996177301356
577.0,39.21464083487193
577.5,50.05906553446871
578.0,49.26736271646022
578.5,53.29695953298832
579.0,87.67591506224991
579.5,50.18824970299392
580.0,64.75189751140827
580.5,59.857980595881706
581.0,64.38598124271104
581.5,89.03818872094104
582.0,40.56329473723582
582.5,53.92261491034365
