time_ns,Pe
0.0,217.95376
0.09999999999999999,83.404674
0.19999999999999998,94.383267
0.3,91.316978
0.39999999999999997,84.144135
0.5,86.48549
0.6,60.527489
0.7,63.982287
0.7999999999999999,48.358324
0.8999999999999999,68.098801
1.0,54.187341
1.0999999999999999,50.522176
1.2,43.723402
1.3,51.033027
1.4,35.049912
1.5,37.590998
1.5999999999999999,39.486546
1.7,5.9413684
1.7999999999999998,-33.492284
1.9,-15.264914
2.0,-18.969714
2.1,-18.352841
2.1999999999999997,-26.218048
2.3,-24.378035
2.4,2.8311084
2.5,-31.897319
2.6,-41.339073
2.6999999999999997,-41.296479
2.8,-62.140224
2.9,-56.640934
3.0,-53.960866
3.0999999999999996,-71.320531
3.1999999999999997,-71.675926
3.3,-66.787356
3.4,-64.401591
3.5,-81.702597
3.5999999999999996,-58.420218
3.6999999999999997,-72.442712
3.8,-94.803701
3.9,-95.009966
4.0,-104.71828
4.1,-80.037573
4.2,-74.518918
4.3,-93.528475
4.3999999999999995,-91.255466
4.5,-101.28107
4.6,-110.88762
4.7,-113.54727
4.8,-113.60034
4.8999999999999995,-93.441825
5.0,-88.859009
5.1,-111.61936
5.2,-107.37107
5.3,-96.260913
5.3999999999999995,-78.091069
5.5,-80.599681
5.6,-83.643776
5.7,-84.991697
5.8,-97.364153
5.8999999999999995,-82.259656
6.0,-68.25698
6.1,-81.963929
6.199999999999999,-91.782674
6.3,-94.956778
6.3999999999999995,-87.356341
6.5,-103.95999
6.6,-110.5022
6.699999999999999,-115.07142
6.8,-114.29654
6.8999999999999995,-118.38649
7.0,-109.43135
7.1,-111.91393
7.199999999999999,-109.80456
7.3,-112.66234
7.3999999999999995,-138.91786
7.5,-103.76277
7.6,-117.51688
7.699999999999999,-132.12114
7.8,-125.47794
7.8999999999999995,-121.86055
8.0,-123.7478
8.1,-127.48472
8.2,-140.06641
8.299999999999999,-127.72155
8.4,-106.35496
8.5,-110.3987
8.6,-97.212731
8.7,-100.97594
8.799999999999999,-110.47499
8.9,-116.09157
9.0,-92.69085
9.1,-100.64065
9.2,-105.04695
9.299999999999999,-110.38042
9.4,-109.52156
9.5,-84.134411
9.6,-85.004953
9.7,-99.390169
9.799999999999999,-108.5766
9.9,-105.96897
10.0,-102.07233
10.1,-92.570429
10.2,-98.520614
10.299999999999999,-109.52237
10.4,-74.37505
10.5,-95.741413
10.6,-119.42774
10.7,-115.28052
10.799999999999999,-91.882725
10.9,-113.37506
11.0,-127.32948
11.1,-132.57439
11.2,-140.97311
11.299999999999999,-100.62832
11.4,-130.39626
11.5,-118.44271
11.6,-116.06675
