step,pe,ke,temp
2697000,-9.9991841,21.625079,290.19064
2698000,-8.4513652,20.791276,279.00169
2699000,-9.1584419,21.675875,290.87227
2700000,-11.473892,22.23776,298.41231
2701000,-13.529217,19.669066,263.94256
2702000,-11.129281,16.524316,221.74262
2703000,-11.278801,15.476841,207.68637
2704000,-14.691362,22.095164,296.49878
2705000,-8.7787737,19.487771,261.50973
2706000,-11.21401,24.525729,329.11495
2707000,-12.096857,23.677847,317.73708
2708000,-11.735194,25.041078,336.03051
2709000,-2.9326398,22.243996,298.49599
2710000,-5.7611417,21.061216,282.62407
2711000,-11.822573,26.67358,357.93733
2712000,-9.2934822,24.197016,324.70389
2713000,-10.661271,24.399169,327.41662
2714000,-12.76896,32.336048,433.92295
2715000,-6.9287292,25.428348,341.22735
2716000,-3.1602109,21.220377,284.75987
2717000,-9.8494239,28.775986,386.14988
2718000,-11.494612,28.393411,381.01604
2719000,-11.461307,28.153901,377.80202
2720000,-3.8045356,22.756528,305.37375
2721000,-12.015028,26.243192,352.16188
2722000,-15.525852,32.787605,439.98248
2723000,-7.0554669,21.982384,294.98537
2724000,-13.883761,27.715525,371.91937
2725000,-11.545248,19.808152,265.80898
2726000,-12.152495,17.484681,234.62992
2727000,-6.3254463,15.885291,213.16744
2728000,-4.8221727,17.928722,240.58859
2729000,-8.1820092,19.37372,259.97926
2730000,-7.1959646,21.490317,288.38225
2731000,-10.111761,27.993985,375.65608
2732000,-5.0495997,24.453504,328.14575
2733000,-7.0565388,24.863489,333.64741
2734000,-11.213623,28.217145,378.6507
2735000,-11.080839,27.748723,372.36486
2736000,-16.03585,30.017127,402.80496
2737000,-10.250373,23.942314,321.286
2738000,-12.103501,28.437369,381.60592
2739000,-12.648585,30.850506,413.98821
2740000,-7.1705278,25.284722,339.30001
2741000,-11.377008,29.842682,400.46406
2742000,-6.2847818,23.958845,321.50784
2743000,-11.940283,26.284201,352.71219
2744000,-12.286645,28.663301,384.63774
2745000,-11.00965,26.012419,349.0651
2746000,-5.1184044,21.883535,293.6589
2747000,-9.194307,26.23923,352.10872
2748000,-8.0073766,26.653446,357.66715
2749000,-10.850556,26.118738,350.49181
2750000,-3.5119202,20.225355,271.40749
2751000,-7.1718197,22.334689,299.71301
2752000,-15.054805,30.257926,406.03629
2753000,-15.453538,30.496611,409.23924
2754000,-10.169988,22.003524,295.26905
2755000,-5.8497897,19.682391,264.12138
2756000,-12.103263,25.768908,345.79739
2757000,-6.1295511,19.421058,260.6145
2758000,-7.6631772,20.070098,269.32408
2759000,-15.479154,25.473827,341.83764
2760000,-15.511953,22.794321,305.8809
2761000,-18.730485,28.6296,384.1855
2762000,-8.1650951,18.676392,250.6217
2763000,-10.847201,20.752362,278.47949
2764000,-16.581966,28.514588,382.64214
2765000,-11.553076,25.114103,337.01045
2766000,-9.8987683,21.431026,287.5866
2767000,-12.612818,19.254161,258.37488
2768000,-14.175303,16.774805,225.10398
2769000,-17.191429,19.993076,268.29051
2770000,-16.898811,20.068321,269.30023
2771000,-20.766213,25.533681,342.64083
2772000,-21.060607,26.090556,350.11364
2773000,-17.155232,21.774311,292.1932
2774000,-8.1504948,16.70806,224.20831
2775000,-11.967562,22.14783,297.20552
2776000,-9.4449207,19.407514,260.43275
2777000,-13.018839,17.835109,239.33238
2778000,-16.815175,23.346396,313.28928
2779000,-18.720666,26.760755,359.10715
2780000,-11.330453,20.923118,280.7709
2781000,-12.430327,23.619532,316.95454
2782000,-15.072171,25.404403,340.90603
2783000,-11.338303,23.693085,317.94156
2784000,-13.444858,26.942395,361.54461
2785000,-5.8042176,23.318902,312.92034
2786000,-11.663079,28.406402,381.19037
2787000,-8.2053274,23.495538,315.29065
2788000,-7.6722633,19.929229,267.43374
2789000,-11.036754,20.036221,268.86948
2790000,-20.509469,27.597292,370.33278
2791000,-15.237121,24.347849,326.72795
2792000,-16.743727,27.198686,364.98381
2793000,-8.6414628,22.488532,301.77746
2794000,-9.6193399,19.932145,267.47286
2795000,-11.340521,20.746035,278.3946
2796000,-14.560778,21.616832,290.07997
2797000,-14.879698,23.022074,308.93715
2798000,-9.9928532,18.399529,246.90643
2799000,-16.39349,23.191827,311.21509
2800000,-12.490254,22.851098,306.64279
2801000,-10.661727,24.258478,325.52867
2802000,-11.50796,24.677458,331.15103
2803000,-11.774297,24.430229,327.83342
2804000,-5.4086543,19.423006,260.64064
2805000,-6.5632613,20.624378,276.76206
2806000,-4.8429759,19.832525,266.13605
2807000,-8.2760552,17.782116,238.62126
2808000,-12.419665,20.97244,281.43276
2809000,-14.915078,25.855476,346.95905
2810000,-15.132405,22.647829,303.9151
2811000,-15.758693,21.766486,292.0882
2812000,-9.6886444,15.772085,211.64831
2813000,-10.486871,19.437274,260.83211
2814000,-12.473068,22.5829,303.0438
2815000,-13.51085,23.16582,310.8661
2816000,-16.585863,22.917296,307.53112
2817000,-16.197471,23.711691,318.19124
2818000,-13.150957,20.247461,271.70414
2819000,-19.776398,26.752431,358.99545
2820000,-20.820523,30.198121,405.23375
2821000,-14.588467,26.412706,354.43662
2822000,-6.4550547,22.425503,300.93166
2823000,-10.655817,27.100257,363.66299
2824000,-5.5799137,22.561455,302.75602
2825000,-9.4471679,27.132248,364.09227
2826000,-7.2637297,25.479197,341.90971
2827000,-7.2329786,24.779945,332.52632
2828000,-4.1814309,21.995448,295.16068
2829000,-6.0138327,24.175028,324.40884
2830000,-2.5287448,18.98034,254.70043
2831000,-12.975161,31.258598,419.46448
2832000,-11.197813,27.373328,367.32737
2833000,-10.965365,22.415684,300.7999
2834000,-9.1942772,22.788165,305.79829
2835000,-12.679412,22.927962,307.67424
2836000,-12.21974,21.031071,282.21955
2837000,-7.9609654,19.81311,265.87551
2838000,-8.6625882,22.494601,301.8589
2839000,-7.1928179,21.128268,283.52384
2840000,-5.1280211,19.307137,259.08578
2841000,-9.1445518,22.13,296.96625
2842000,-7.2175943,22.327589,299.61773
2843000,-7.554607,20.662209,277.26971
2844000,-14.122217,27.326532,366.69941
2845000,-8.9884434,23.7282,318.41277
2846000,-10.643998,23.073948,309.63325
2847000,-17.074304,26.485393,355.41202
2848000,-12.411562,21.509363,288.63783
2849000,-16.625726,29.161349,391.32112
2850000,-14.478829,23.697834,318.00529
2851000,-13.101332,18.21161,244.38471
2852000,-20.195586,25.534207,342.6479
2853000,-11.344881,17.601009,236.19095
2854000,-10.589725,18.962281,254.45809
2855000,-15.675943,23.357306,313.43568
2856000,-11.616726,21.42584,287.51701
2857000,-13.745153,19.804091,265.75449
2858000,-14.614846,18.988417,254.80881
2859000,-15.864015,18.886939,253.44706
2860000,-20.803427,22.878975,307.01688
2861000,-18.274414,19.242249,258.21504
2862000,-19.035859,20.459225,274.54584
2863000,-19.48301,23.308561,312.78157
2864000,-18.981129,19.367825,259.90015
2865000,-19.376556,19.982213,268.14474
2866000,-17.099429,15.579199,209.05993
2867000,-18.464979,16.371865,219.69686
2868000,-22.245838,19.433774,260.78514
2869000,-24.676321,21.772325,292.16655
2870000,-20.646262,17.883069,239.97597
2871000,-14.403601,16.180267,217.12577
2872000,-14.175553,19.956351,267.79768
2873000,-16.703645,23.671939,317.6578
2874000,-14.84974,21.009734,281.93321
2875000,-20.203289,27.148002,364.30369
2876000,-12.84249,18.128318,243.267
2877000,-12.907125,16.439107,220.59919
2878000,-17.650145,22.809695,306.0872
2879000,-16.138902,21.04753,282.44041
2880000,-16.068366,20.607228,276.53192
2881000,-19.257816,21.650987,290.5383
2882000,-17.621936,19.87731,266.73703
2883000,-10.395807,14.374077,192.8882
2884000,-13.859399,17.407278,233.59124
2885000,-18.8468,22.816236,306.17497
2886000,-14.259369,17.901119,240.21817
2887000,-17.837171,22.601127,303.28839
2888000,-20.173986,24.179259,324.46562
2889000,-14.735304,22.236127,298.39039
2890000,-15.33528,23.459687,314.80956
2891000,-9.7241509,18.353305,246.28614
2892000,-18.216666,25.594685,343.45946
2893000,-14.121628,21.99451,295.1481
2894000,-12.372451,19.347046,259.62133
2895000,-11.764857,18.412375,247.07881
2896000,-12.453811,22.009329,295.34696
2897000,-13.757276,23.916173,320.93521
2898000,-7.7798644,20.763605,278.63037
2899000,-11.29713,25.753189,345.58645
2900000,-9.120614,24.211732,324.90138
2901000,-12.47907,25.129152,337.2124
2902000,-12.728507,25.142203,337.38753
2903000,-12.809864,25.928596,347.94027
2904000,-12.743371,23.054052,309.36626
2905000,-13.060297,21.351846,286.52408
2906000,-13.762116,29.034862,389.62378
2907000,-13.77246,26.332608,353.36178
2908000,-7.6366508,18.458029,247.69144
2909000,-10.063534,20.907917,280.56691
2910000,-13.450444,21.76248,292.03444
2911000,-8.2587243,17.455583,234.23946
2912000,-12.499383,19.812502,265.86736
2913000,-12.183931,22.198137,297.88059
2914000,-9.3448737,18.435408,247.3879
2915000,-16.665052,23.157804,310.75854
2916000,-7.5217113,16.189584,217.2508
2917000,-12.403556,23.996526,322.01349
2918000,-5.7080512,19.676297,264.0396
2919000,-11.456676,25.122406,337.12187
2920000,-3.5215229,17.471138,234.44819
2921000,-14.37716,25.474067,341.84087
2922000,-8.4993619,20.566326,275.98305
2923000,-6.265717,18.162218,243.72191
2924000,-7.4220026,20.207063,271.16204
2925000,-10.271639,21.179551,284.21202
2926000,-12.936276,23.026777,309.00026
2927000,-13.428019,23.586692,316.51386
2928000,-13.223543,22.668739,304.19568
2929000,-8.1958853,23.14235,310.55116
2930000,-10.945505,26.764433,359.1565
2931000,-10.271129,24.680157,331.18725
2932000,-7.7665701,23.370634,313.61454
2933000,-8.6512214,24.548078,329.41486
2934000,-8.87182,22.553391,302.64781
2935000,-12.204794,26.012177,349.06185
2936000,-14.530718,27.134764,364.12605
2937000,-11.785629,22.343286,299.82838
2938000,-8.4108576,18.219053,244.4846
2939000,-8.1461459,21.807088,292.63304
2940000,-10.633076,23.573742,316.34007
2941000,-11.759939,25.181309,337.91229
2942000,-13.631956,25.87523,347.22414
2943000,-8.5323182,22.640636,303.81856
2944000,-5.5325577,18.611267,249.74777
2945000,-7.3651941,23.431006,314.42467
2946000,-8.9362292,27.315617,366.55293
2947000,-13.288182,29.752148,399.24917
2948000,-9.7125539,24.476193,328.45022
2949000,-6.6598484,21.542619,289.08409
2950000,-11.767089,26.920987,361.25733
2951000,-11.354915,25.910929,347.70318
2952000,-11.151523,27.8254,373.39381
2953000,-4.6440187,24.478917,328.48677
2954000,-3.9037119,22.706502,304.70243
2955000,-5.9910889,24.652026,330.80976
2956000,-4.8050478,26.646007,357.56733
2957000,-4.5136177,25.824706,346.54615
2958000,-1.9645342,24.597367,330.07628
2959000,-5.0532468,27.684098,371.49765
2960000,-5.7466207,28.394276,381.02765
2961000,-11.623915,32.944025,442.08151
2962000,-9.1786532,31.055089,416.73355
2963000,-5.62157,26.334019,353.38071
2964000,-3.9777053,25.605665,343.6068
2965000,-5.2844726,28.771063,386.08381
2966000,-14.827529,36.219792,486.03958
2967000,-4.8472835,24.302339,326.11725
2968000,-4.0510588,19.674094,264.01003
2969000,-6.6964448,22.816254,306.17522
2970000,-2.3486811,18.529172,248.64613
2971000,-14.122091,30.030466,402.98396
2972000,-6.0422144,25.368068,340.41845
2973000,-6.2093044,25.499996,342.18881
2974000,-5.2571812,21.823958,292.85943
2975000,-7.0650353,25.615143,343.73398
2976000,-9.1527247,26.809688,359.76379
2977000,-15.647557,33.798652,453.54989
2978000,-4.5304908,19.691116,264.23845
2979000,-10.941444,29.660697,398.02196
2980000,-8.6398974,25.815719,346.42555
2981000,-14.232874,31.76641,426.2789
2982000,-3.3805957,19.852365,266.40228
2983000,-2.2592038,21.812019,292.69922
2984000,-6.6194948,25.488786,342.03838
2985000,-8.7115931,26.466275,355.15548
2986000,-6.8484245,23.628219,317.07111
2987000,-10.8586,24.28403,325.87156
2988000,-12.208072,27.436955,368.18119
2989000,-10.379579,29.078327,390.20705
2990000,-7.5529326,21.687022,291.02186
2991000,-10.862082,26.621492,357.23836
2992000,-7.6066738,24.751195,332.14051
2993000,-6.3762793,24.795634,332.73686
2994000,-6.7567145,23.820949,319.65739
2995000,-7.6474657,26.694253,358.21475
2996000,-6.7018842,26.555195,356.3487
2997000,-7.3864208,28.58241,383.55225
2998000,-11.879338,30.61259,410.79559
2999000,-6.1769013,24.966935,335.03557
3000000,-6.6013611,22.70156,304.63612
3001000,1.9687874,19.811892,265.85917
3002000,-7.2603871,22.562234,302.76648
3003000,-9.8931671,22.577651,302.97336
3004000,-11.785413,23.375116,313.67467
3005000,-9.0909381,22.191967,297.7978
3006000,-8.6205938,20.077926,269.42912
3007000,-9.1941952,25.00966,335.60891
3008000,-7.8441723,23.631138,317.11028
3009000,-14.196904,30.290117,406.46827
3010000,-4.0169356,20.282821,272.17865
3011000,-8.4141244,23.209919,311.45787
3012000,-12.723255,27.493309,368.93741
3013000,-13.754434,27.542475,369.59718
3014000,-12.716917,25.543379,342.77097
3015000,-16.2979,28.651755,384.4828
3016000,-16.347133,28.915255,388.01875
3017000,-15.206914,30.28668,406.42214
3018000,-15.094966,30.153873,404.63998
3019000,-6.7131033,26.624154,357.27408
3020000,-8.2804936,25.810403,346.35421
3021000,-5.6497358,27.654689,371.103
3022000,-5.6293401,31.351035,420.7049
3023000,-4.7685416,31.70468,425.45053
3024000,0.34343573,26.201161,351.59787
3025000,-3.094568,30.934941,415.12126
3026000,2.0259206,25.418535,341.09567
3027000,-8.5128268,32.734997,439.27652
3028000,-9.4509813,29.546171,396.48513
3029000,-4.2551308,26.404299,354.32381
3030000,-2.5014522,27.265074,365.87469
3031000,-0.4522215,22.9788,308.35645
3032000,-5.2035858,29.209345,391.96519
3033000,-3.3897985,27.293895,366.26145
3034000,-2.41704,25.201771,338.18687
3035000,-0.76419497,25.671904,344.49567
3036000,-5.804825,31.504505,422.76434
3037000,-7.3095099,29.465664,395.40479
3038000,-9.7019496,32.285663,433.24684
3039000,-7.2454183,26.596028,356.89666
3040000,-0.76138454,22.220875,298.18573
3041000,-4.0427016,26.217487,351.81695
3042000,-6.6492322,25.338764,340.02521
3043000,-10.724732,26.78103,359.37923
3044000,-5.6054547,20.023904,268.7042
3045000,-9.3683888,22.39021,300.45806
3046000,-10.502355,23.442428,314.57795
3047000,-12.792759,26.33575,353.40393
3048000,-9.2744439,23.264684,312.19277
3049000,-11.187363,21.178027,284.19157
3050000,-15.245627,21.415403,287.37695
3051000,-15.737519,22.672203,304.24217
3052000,-14.196234,22.98442,308.43186
3053000,-15.998719,23.158882,310.773
3054000,-16.822676,22.284344,299.03742
3055000,-12.811438,19.314127,259.17957
3056000,-15.825173,22.678029,304.32035
3057000,-17.946205,23.884227,320.50653
3058000,-13.364764,21.624012,290.17632
3059000,-13.070356,19.881587,266.79441
3060000,-13.04245,22.170068,297.50393
3061000,-12.829881,24.340687,326.63184
3062000,-15.232179,29.550274,396.54018
3063000,-9.5510919,19.354444,259.7206
3064000,-15.980008,28.091018,376.95818
3065000,-7.0425289,21.57509,289.51982
3066000,-6.2387361,23.887893,320.55573
3067000,-9.6829137,26.83993,360.16961
3068000,-3.5722402,17.840803,239.40879
3069000,-8.5630931,24.107986,323.50919
3070000,-10.216372,27.306838,366.43514
3071000,-6.7559411,26.140431,350.78292
3072000,-7.0279257,30.640994,411.17673
3073000,-5.7917335,29.506182,395.94851
3074000,-2.4430303,27.811322,373.20489
3075000,-0.74151341,26.148502,350.89122
3076000,-1.9449675,26.176549,351.26759
3077000,-4.330676,30.470999,408.89555
3078000,-14.162246,41.34611,554.83053
3079000,-7.9038661,33.993235,456.16103
3080000,-8.1090019,30.36213,407.43462
3081000,-15.507181,35.5716,477.34139
3082000,-7.7172141,25.081929,336.5787
3083000,-6.2836695,23.813598,319.55874
3084000,-10.275877,25.13672,337.31395
3085000,-7.5156644,22.163603,297.41718
3086000,-8.2798578,21.745742,291.80984
3087000,-11.715555,23.833287,319.82295
3088000,-11.612487,26.12512,350.57746
3089000,-6.3914052,24.203204,324.78694
3090000,-10.346258,25.949488,348.22061
3091000,-11.324851,25.087957,336.65959
3092000,-9.19587,24.347645,326.72522
3093000,-9.2830494,19.719005,264.6127
3094000,-11.287679,23.022397,308.94148
3095000,-13.032648,24.647383,330.74745
3096000,-14.391777,25.26431,339.0261
3097000,-12.298868,25.164263,337.68355
3098000,-16.125776,30.810516,413.45158
3099000,-3.3926391,18.859187,253.07466
3100000,-11.56675,26.240497,352.12571
3101000,-5.5862546,23.544382,315.94609
3102000,-8.7787065,24.147921,324.04508
3103000,-13.446733,28.072148,376.70496
3104000,-8.5987643,23.217408,311.55837
3105000,-9.4076706,24.626718,330.47014
3106000,-11.434744,27.081634,363.41308
3107000,-3.930922,21.321897,286.12219
3108000,-7.8652073,22.338895,299.76945
3109000,-20.891383,31.85657,427.48877
3110000,-18.211411,28.442902,381.68017
3111000,-18.892974,26.793112,359.54135
3112000,-13.418547,22.741282,305.16916
3113000,-14.648021,26.712992,358.46621
3114000,-6.5558275,19.288893,258.84096
3115000,-11.049629,24.84376,333.38267
3116000,-7.716807,20.761831,278.60656
3117000,-7.7315761,21.774967,292.202
3118000,-9.5887871,21.242771,285.06038
3119000,-11.610514,23.373771,313.65663
3120000,-10.694391,22.929434,307.694
3121000,-9.9369971,24.40263,327.46306
3122000,-9.5177467,20.818352,279.36503
3123000,-10.704526,20.043017,268.96068
3124000,-10.843733,19.378315,260.04093
3125000,-7.9377947,18.927129,253.98639
3126000,-8.5137539,18.118552,243.13595
3127000,-12.110729,22.210484,298.04629
3128000,-14.544626,25.027428,335.84734
3129000,-13.265603,24.582739,329.87998
3130000,-14.215511,26.191261,351.46502
3131000,-5.2015472,21.506399,288.59804
3132000,-4.9912975,21.232286,284.91968
3133000,-14.011791,28.565873,383.33034
3134000,-13.21575,26.977184,362.01145
3135000,-10.759859,23.906606,320.80683
3136000,-11.154259,23.166029,310.8689
3137000,-12.015315,20.988229,281.64464
3138000,-13.063302,22.477266,301.62627
3139000,-7.128625,22.327327,299.61422
3140000,-14.400717,27.857096,373.81914
3141000,-8.3334747,22.381096,300.33576
3142000,-2.3420495,17.779423,238.58512
3143000,-9.4153049,25.290929,339.38331
3144000,-8.3570849,22.091433,296.44872
3145000,-16.873155,28.033878,376.1914
3146000,-11.136864,24.911324,334.28931
3147000,-9.211167,24.538723,329.28932
3148000,-8.5418138,24.76477,332.32269
3149000,-13.284137,29.598909,397.19282
3150000,-4.5508177,20.702102,277.80505
3151000,-0.5977347,21.031817,282.22955
3152000,-5.4107881,26.890908,360.8537
3153000,-10.589018,29.111756,390.65564
3154000,-7.5054016,24.059176,322.8542
3155000,-11.530824,25.551148,342.87522
3156000,-11.579311,26.454392,354.99602
3157000,-10.22462,24.88302,333.9095
3158000,-12.398553,25.81898,346.46931
3159000,-8.416851,21.19303,284.3929
3160000,-9.9591224,21.71017,291.33249
3161000,-12.831342,24.243694,325.33028
3162000,-9.1737119,21.732865,291.63704
3163000,-16.283782,27.549325,369.68911
3164000,-8.0981993,18.166102,243.77404
3165000,-14.874852,25.203705,338.21283
3166000,-8.5159557,20.515048,275.29494
3167000,-13.316874,25.926049,347.90609
3168000,-12.60256,25.163599,337.67464
3169000,-6.911928,25.662194,344.36537
3170000,-14.791022,31.586106,423.85937
3171000,-11.557709,29.010061,389.29097
3172000,-12.380157,27.688488,371.55656
3173000,-12.653817,25.595884,343.47554
3174000,-10.674886,25.292,339.39768
3175000,-0.58722735,18.744582,251.53675
3176000,-7.0098371,22.9247,307.63047
3177000,-12.811911,26.672116,357.91768
3178000,-7.9588757,21.852498,293.2424
3179000,-6.7633132,20.295684,272.35126
3180000,-8.0521645,21.892226,293.77553
3181000,-11.464765,24.316093,326.30181
3182000,-14.3828,27.114224,363.85041
3183000,-6.0243881,18.490834,248.13166
3184000,-7.708492,21.262364,285.32329
3185000,-11.087225,23.291257,312.54936
3186000,-14.315169,22.749903,305.28484
3187000,-13.003946,21.403596,287.21851
3188000,-15.500857,24.018599,322.30969
3189000,-16.757144,19.818767,265.95143
3190000,-11.872789,14.694184,197.18377
3191000,-16.06249,21.905173,293.94926
3192000,-14.804951,20.657948,277.21254
3193000,-15.761063,24.421476,327.71597
3194000,-12.939551,19.814694,265.89677
3195000,-14.612604,25.187827,337.99976
3196000,-9.0991984,23.616431,316.91293
3197000,-11.164831,25.655128,344.27055
3198000,-11.091954,24.94378,334.72486
3199000,-12.954741,24.013912,322.2468
3200000,-11.31413,26.096613,350.19491
3201000,-13.426246,29.012516,389.32391
3202000,-7.273701,26.645698,357.56318
3203000,-9.8655492,24.89942,334.12958
3204000,-12.075749,26.568549,356.52791
3205000,-9.4764525,22.949063,307.9574
3206000,-10.59587,24.752187,332.15384
3207000,-12.467449,26.106497,350.32755
3208000,-13.447322,26.802788,359.6712
3209000,-6.3533969,18.187661,244.06333
3210000,-12.741602,24.192744,324.64657
3211000,-14.600187,28.944672,388.4135
3212000,-8.6867508,23.509148,315.47328
3213000,-7.0519095,22.343193,299.82712
3214000,-12.784084,28.127167,377.44326
3215000,-15.690056,26.889141,360.82998
3216000,-13.181808,24.771656,332.41509
3217000,-10.779702,21.456107,287.92317
3218000,-9.6336608,18.809995,252.41454
3219000,-13.443489,24.093149,323.31009
3220000,-14.96748,23.312995,312.84107
3221000,-9.1188901,17.979126,241.26496
3222000,-10.265664,18.678358,250.64808
3223000,-13.802635,24.268145,325.65839
3224000,-10.197681,26.36463,353.79149
3225000,-12.514875,30.843304,413.89157
3226000,-8.0472004,25.673174,344.51271
3227000,-5.1940932,20.755279,278.51864
3228000,-11.15957,25.552146,342.88862
3229000,-14.816797,29.112364,390.66379
3230000,-12.36274,24.766882,332.35103
3231000,-6.8729035,18.281087,245.31704
3232000,-9.7149966,20.277994,272.11388
3233000,-11.900508,25.83314,346.65933
3234000,-10.523771,27.962173,375.22918
3235000,-11.223526,24.238912,325.2661
3236000,-14.042232,26.832249,360.06654
3237000,-13.556715,27.455529,368.43044
3238000,-7.6600744,20.641818,276.99609
3239000,-7.9154178,17.72134,237.8057
3240000,-11.347501,23.717733,318.27232
3241000,-12.723408,24.946357,334.75943
3242000,-12.943306,23.098053,309.95672
3243000,-11.623441,23.697487,318.00063
3244000,-13.956671,24.367806,326.99576
3245000,-9.5128105,20.850661,279.79859
3246000,-18.648482,26.346584,353.54932
3247000,-11.211997,18.927658,253.99348
3248000,-15.560512,23.958148,321.49849
3249000,-15.721947,25.045531,336.09027
3250000,-11.51317,22.699852,304.6132
3251000,-10.757339,22.050761,295.90294
3252000,-11.675205,21.335293,286.30194
3253000,-9.7744937,21.435264,287.64347
3254000,-9.9083854,21.558241,289.29372
3255000,-8.1373796,18.640751,250.14343
3256000,-8.3731944,19.477373,261.3702
3257000,-12.780388,21.284372,285.61863
3258000,-15.528095,24.845332,333.40376
3259000,-7.665424,20.133131,270.16993
3260000,-10.954273,20.567889,276.00402
3261000,-10.816954,21.899048,293.86707
3262000,-13.723023,23.938916,321.24041
3263000,-9.3495817,22.666203,304.16166
3264000,-12.508805,23.410665,314.15172
3265000,-10.523065,23.741768,318.59485
3266000,-9.8975283,22.753015,305.32661
3267000,-9.5383287,25.083561,336.6006
3268000,-12.640903,23.364892,313.53748
3269000,-8.6168664,19.765707,265.2394
3270000,-18.508023,28.124097,377.40207
3271000,-10.483592,22.287147,299.07504
3272000,-7.551792,19.426805,260.69162
3273000,-7.8999689,19.383698,260.11316
3274000,-12.573954,21.020185,282.07345
3275000,-18.905305,26.371991,353.89026
3276000,-18.130727,24.028675,322.44491
3277000,-12.825322,17.181898,230.56683
3278000,-14.932555,19.079153,256.02642
3279000,-14.70364,21.642614,290.42594
3280000,-15.585157,25.838202,346.72725
3281000,-15.290293,23.575885,316.36883
3282000,-16.788179,24.148589,324.05405
3283000,-13.267308,26.346588,353.54937
3284000,-8.8634546,18.816914,252.50739
3285000,-9.1260043,19.736019,264.84102
3286000,-8.3360045,21.35481,286.56385
3287000,-9.4963886,27.799496,373.0462
3288000,-6.3226426,25.188079,338.00314
3289000,-11.870712,27.160385,364.46985
3290000,-7.8861608,25.417308,341.07921
3291000,-7.1667827,21.702052,291.22355
3292000,-12.004918,27.406741,367.77575
3293000,-10.668019,23.337238,313.16639
3294000,-8.4351209,20.313698,272.59298
3295000,-11.5848,25.035884,335.96081
3296000,-12.778796,26.591788,356.83975
3297000,-14.961414,32.268862,433.02138
3298000,-11.604865,30.562097,410.11801
3299000,-10.277401,26.410758,354.41048
3300000,-8.354801,24.480453,328.50738
3301000,-5.9308023,22.811094,306.10597
3302000,-4.5681929,21.934439,294.34199
3303000,-12.693558,28.214966,378.62146
3304000,-8.7672663,26.217566,351.81801
3305000,-8.5268192,25.006998,335.57318
3306000,-8.8635726,18.231065,244.64578
3307000,-6.721692,14.643926,196.50934
3308000,-10.096287,16.460453,220.88564
3309000,-17.648899,20.903608,280.50909
3310000,-13.269843,14.703122,197.30371
3311000,-15.320195,18.838932,252.80285
3312000,-13.47903,17.258155,231.59013
3313000,-16.647077,23.365417,313.54452
3314000,-14.011101,22.612952,303.44708
3315000,-13.710559,21.478107,288.21839
3316000,-12.126676,20.823661,279.43627
3317000,-14.706838,25.375557,340.51895
3318000,-14.927006,29.25326,392.5545
3319000,-9.5594922,22.781817,305.7131
3320000,-9.3527022,23.97462,321.71953
3321000,-8.2236232,21.890461,293.75184
3322000,-9.4223857,25.243064,338.74099
3323000,-8.9078758,25.027897,335.85363
3324000,-7.610336,19.946587,267.66666
3325000,-10.834159,20.098253,269.7019
3326000,-13.998197,24.016817,322.28577
3327000,-16.530236,28.196501,378.37368
3328000,-13.036897,25.36591,340.38949
3329000,-12.640341,25.303533,339.55244
3330000,-17.592474,28.710986,385.27763
3331000,-1.614354,15.349182,205.97329
3332000,-9.0170554,22.425556,300.93237
3333000,-7.064118,19.224671,257.97915
3334000,-7.5387832,22.304344,299.3058
3335000,-10.762196,26.268237,352.49797
3336000,-7.0672774,21.046366,282.42479
3337000,-20.23254,31.991911,429.30492
3338000,-15.883907,25.281611,339.25826
3339000,-12.967894,23.775103,319.04218
3340000,-16.07612,23.915434,320.92529
3341000,-14.201523,22.897152,307.2608
3342000,-13.911055,24.199672,324.73954
3343000,-16.160143,28.434888,381.57263
3344000,-13.161772,22.536774,302.42482
3345000,-11.715792,23.833437,319.82497
3346000,-9.0317653,18.935839,254.10326
3347000,-8.6862504,21.790961,292.41664
3348000,-6.6250298,20.929633,280.85833
3349000,-10.449953,25.087813,336.65766
3350000,-10.91582,27.02985,362.71818
3351000,-15.654863,28.530831,382.86011
3352000,-6.5182546,21.58876,289.70326
3353000,-14.731528,32.508115,436.23196
3354000,-9.9056656,30.515905,409.49815
3355000,-10.040381,24.280225,325.82049
3356000,-14.93211,28.259777,379.22279
3357000,-4.7788721,16.503792,221.46721
3358000,-8.0492475,19.228428,258.02956
3359000,-11.312591,21.555632,289.25872
3360000,-12.486291,22.916784,307.52424
3361000,-13.641965,24.636212,330.59754
3362000,-13.447649,22.630317,303.68009
3363000,-11.971648,22.2385,298.42224
3364000,-9.6150461,19.922158,267.33885
3365000,-12.527516,21.966043,294.76609
3366000,-15.594865,25.727049,345.23567
3367000,-13.206432,21.391826,287.06057
3368000,-13.657653,21.558316,289.29473
3369000,-14.115079,21.321462,286.11634
3370000,-11.574155,19.597154,262.97756
3371000,-11.68258,19.856569,266.45869
3372000,-15.249549,25.208769,338.28078
3373000,-12.69804,20.020934,268.66434
3374000,-14.802022,20.141719,270.28517
3375000,-15.048206,17.469558,234.42699
3376000,-15.632886,22.280501,298.98585
3377000,-14.382681,22.466638,301.48366
3378000,-11.527675,16.873479,226.4281
3379000,-14.277561,16.413109,220.25031
3380000,-20.669257,22.078345,296.27309
3381000,-17.241372,18.207634,244.33136
3382000,-17.98802,19.529016,262.0632
3383000,-14.336223,18.97885,254.68044
