time_ns,Rg,RMSD
0.0,85.14213116900468,80.42726650670042
0.5,34.65782538793523,25.350668355464144
1.0,47.68741701177241,43.77550682796909
1.5,30.63038659502447,30.60616812626272
2.0,33.956507123586896,36.49155352113822
2.5,30.744006776259855,32.656667979860394
3.0,28.91915422639575,33.35190857675109
3.5,34.73695288885794,38.64395550839895
4.0,34.31744503432482,35.839942578969605
4.5,23.433134843430423,25.95932204984265
5.0,24.333946657748143,30.04068450625051
5.5,32.508186819482624,33.75355337091975
6.0,28.708037234789582,32.15816584491466
6.5,28.46320153935319,28.97876425417573
7.0,39.81474938408231,39.11906676122892
7.5,34.71600985016227,37.47987688084419
8.0,28.751307181413576,30.187911382421014
8.5,33.83623953000688,34.69647280294579
9.0,32.9067650689277,36.25562723789904
9.5,37.10485856570808,39.59523180865001
10.0,32.13803362868363,35.114345227470075
10.5,28.75579988655506,29.61358157518816
11.0,29.163056919712652,29.678469025180487
11.5,27.071467724259062,29.1919979195932
12.0,28.061390517011873,27.95239327397987
12.5,27.18726117863291,29.58146719583905
13.0,30.03304192644368,31.476847386156127
13.5,38.92823183209024,38.93781651206186
14.0,28.71937459631738,28.921162998323414
14.5,30.851948677205144,34.426843429483895
15.0,36.85241968976713,38.30895345628022
15.5,27.308399617590844,30.277452566542678
16.0,35.15071088397297,36.86670641552084
16.5,26.760147610011416,28.448876831911555
17.0,29.39335289527889,29.959267884855702
17.5,29.03470387036864,31.54287641767186
18.0,37.62822138774799,40.54663277678321
18.5,36.15976623252667,36.734736994532234
19.0,31.16585528063685,29.886003909485375
19.5,22.709906934921595,24.835539962052255
20.0,27.48755699384723,30.239234888645193
20.5,25.62297258947135,26.074425617684994
21.0,35.78783800393089,35.27142040142778
21.5,33.20119360489921,32.97522492441888
22.0,25.553576581206784,27.06078399422853
22.5,28.65622538810022,31.534173521639698
23.0,28.042533212653954,31.12391905518316
23.5,32.951605728971685,33.63788418306913
24.0,29.652277098792936,32.607238756026454
24.5,30.161085076037963,34.19226731743602
25.0,40.26414483915932,36.12639832640091
25.5,30.507281591502053,32.370056753861824
26.0,28.99591678721678,30.467590336653522
26.5,23.23411270560596,27.918602846138366
27.0,29.25003199673464,29.668411854525168
27.5,30.078931372972676,32.19366410524328
28.0,33.274667154176015,30.901539853555327
28.5,33.924206346519,34.53579134573631
29.0,29.922119311505995,32.727593579439514
29.5,37.99614726726382,37.624661887550374
30.0,31.41370640477815,33.084662629917084
30.5,21.975901601153936,24.235793327542005
31.0,26.34665786548267,23.954630118095004
