time_ns,Pe_reg,Pe_enh,dPe
0.0,98.696042,98.696042,0.0
0.0999999999999999,47.726235,39.575229,-8.151006000000002
0.1999999999999999,57.754106,33.301398,-24.452708
0.3,38.806591,30.803376,-8.003214999999997
0.3999999999999999,42.429506,30.799791,-11.629715000000004
0.5,41.585635,28.035233,-13.550402000000002
0.6,50.420655,24.152311,-26.268343999999995
0.7,51.423019,17.143474,-34.279545
0.7999999999999999,45.132634,19.544382,-25.588252000000004
0.8999999999999999,44.350619,12.426596,-31.924023000000002
1.0,41.278364,3.7727763,-37.50558770000001
1.1,34.673465,1.259854,-33.413611
1.2,36.681176,8.3616809,-28.3194951
1.3,30.337312,6.9204988,-23.4168132
1.4,23.329059,6.8875229,-16.4415361
1.5,13.088625,9.8369236,-3.2517014
1.6,15.463555,2.7736507,-12.689904299999998
1.7,6.8749409,4.2279508,-2.6469901
1.7999999999999998,12.405042,9.6190044,-2.7860376000000002
1.9,8.9219857,8.1564592,-0.7655265
2.0,7.1124924,3.8972514,-3.215241
2.1,-4.3466499,7.1341293,11.4807792
2.2,3.5883853,-5.1458996,-8.7342849
2.3,12.604411,-14.12269,-26.727101
2.4,12.544318,-14.633776,-27.178094
2.5,7.4020254,-11.275988,-18.6780134
2.6,-3.3358481,-16.359292,-13.0234439
2.7,6.6688323,-15.002171,-21.671003300000002
2.8,-2.2351087,-25.378567,-23.1434583
2.9,-21.445876,-22.441961,-0.9960850000000008
3.0,-27.64514,-15.431657,12.213483000000002
3.1,-19.179014,-8.9115084,10.267505599999998
3.2,-27.718927,-17.929893,9.789034000000001
3.3,-49.144186,-19.276579,29.867606999999996
3.4,-42.388544,-0.29760919,42.09093481
3.5,-47.460813,-19.022011,28.438802000000003
3.6,-44.696467,-22.880635,21.815831999999997
3.7,-41.272137,-3.0710526,38.2010844
3.8,-45.329229,-6.4674842,38.8617448
3.9,-57.932745,-4.2493491,53.683395899999994
4.0,-35.394349,-13.695312,21.699036999999997
4.1,-50.322184,-24.930099,25.392085
4.2,-51.124537,-29.473509,21.651027999999997
4.3,-36.541096,-35.37064,1.1704560000000015
4.4,-40.262,-30.28676,9.97524
4.5,-47.469824,-33.202072,14.267752000000002
4.6,-47.987336,-8.408681,39.578655
4.7,-45.904251,-30.425767,15.478484000000002
4.8,-27.315382,-26.466147,0.8492350000000002
4.9,-13.87617,-27.509916,-13.633746
5.0,-36.193893,-29.275641,6.9182520000000025
5.1,-36.576264,-22.002796,14.573468000000002
5.2,-45.003526,-20.421159,24.582367
5.3,-47.803639,-25.372696,22.430942999999996
5.4,-34.535794,-21.822817,12.712977000000002
5.5,-44.967415,-10.585082,34.382333
5.6,-36.634218,-10.142401,26.491816999999998
5.7,-33.421149,-5.4604771,27.9606719
5.8,-37.980526,-28.518352,9.462173999999997
5.9,-35.544989,-20.140478,15.404511
6.0,-35.536611,-29.871713,5.664898000000001
6.1,-46.457883,-14.951717,31.506166
6.199999999999999,-69.287606,-7.5419673,61.7456387
6.3,-58.502211,-8.6418926,49.860318400000004
6.4,-53.859766,-10.695507,43.164259
6.5,-38.088164,-19.861127,18.227037
6.6,-44.630175,-13.165046,31.465129
6.699999999999999,-46.859472,-20.735628,26.123844
6.8,-46.80089,-37.637034,9.163856000000003
6.9,-35.337543,-33.044488,2.2930549999999954
7.0,-30.926361,-23.723442,7.202919000000001
7.1,-47.605817,-33.428213,14.177604000000002
7.199999999999999,-31.57861,-24.063011,7.515599000000002
7.3,-43.55918,-38.514207,5.044972999999999
7.399999999999999,-39.991332,-25.3577,14.633631999999999
7.5,-38.852747,-38.347033,0.5057139999999976
7.6,-34.255391,-42.074989,-7.819597999999999
7.699999999999999,-28.671013,-37.432457,-8.761444000000001
7.8,-28.837579,-36.422844,-7.585264999999996
7.899999999999999,-39.305242,-30.518916,8.786325999999999
8.0,-27.873516,-40.52311,-12.649594000000004
8.1,-45.792616,-30.747044,15.045572000000003
8.2,-46.318856,-34.911718,11.407137999999996
8.299999999999999,-54.540267,-32.650453,21.889814
8.4,-59.198056,-40.202227,18.995829
8.5,-32.921365,-33.408182,-0.48681699999999495
8.6,-50.088994,-35.500976,14.588017999999998
8.7,-48.077512,-28.582818,19.494694
8.799999999999999,-42.008518,-36.944877,5.063641000000004
8.9,-44.737442,-36.451968,8.285474
9.0,-59.630942,-31.250413,28.380528999999996
9.1,-54.301594,-26.890388,27.411206
9.2,-39.258762,-35.157834,4.100927999999996
9.3,-46.295548,-37.867201,8.428346999999995
9.4,-52.596551,-59.924457,-7.327905999999999
9.5,-55.792287,-48.452183,7.340104000000004
9.6,-54.593115,-41.011609,13.581505999999997
9.7,-61.938999,-62.488172,-0.5491729999999961
9.8,-69.627762,-44.934968,24.692794000000006
9.9,-57.546398,-52.799135,4.747263000000004
10.0,-55.660122,-45.195694,10.464427999999998
10.1,-56.450468,-64.720809,-8.270341000000002
10.2,-48.465562,-66.045098,-17.579535999999997
10.3,-46.392959,-61.318631,-14.925672000000006
10.4,-47.380353,-51.178249,-3.7978960000000015
10.5,-49.791356,-51.584382,-1.7930259999999976
10.6,-38.702988,-37.439067,1.2639209999999963
10.7,-41.001278,-34.718284,6.282994000000002
10.8,-39.967579,-36.202121,3.7654580000000024
10.9,-44.754574,-48.989319,-4.234745000000004
11.0,-43.415052,-39.021461,4.393591000000001
11.1,-51.662046,-41.362609,10.299436999999998
11.2,-51.198226,-34.293637,16.904589
11.3,-49.432646,-43.308321,6.124324999999999
11.4,-54.952453,-48.067539,6.884914000000002
11.5,-51.565415,-29.317619,22.247796
11.6,-59.490143,-34.549356,24.940787
11.7,-48.920759,-56.217983,-7.297224
11.8,-50.416825,-54.112946,-3.696120999999998
11.9,-59.114719,-55.342305,3.7724139999999977
12.0,-40.617034,-57.465498,-16.848464
12.1,-31.54265,-62.089755,-30.547105
12.2,-50.230597,-57.129454,-6.898857
12.3,-45.379151,-56.662143,-11.282992
12.4,-29.471236,-48.931208,-19.459971999999997
12.5,-39.200919,-54.430519,-15.229599999999998
12.6,-36.029186,-62.299858,-26.270671999999998
12.7,-48.914682,-69.07698,-20.162298000000007
12.8,-44.36897,-53.35867,-8.9897
12.9,-58.701869,-45.910835,12.791034000000003
13.0,-53.977481,-54.956724,-0.9792430000000039
13.1,-43.847085,-32.443749,11.403336000000003
13.2,-59.868653,-22.75172,37.116933
13.3,-70.420118,-42.419415,28.000703
13.4,-69.154054,-38.631233,30.522821
13.5,-38.563337,-48.195924,-9.632587000000001
13.6,-50.611559,-43.503908,7.107650999999997
13.7,-58.890377,-50.854667,8.035710000000002
13.8,-39.002616,-43.770446,-4.7678299999999965
13.9,-50.909657,-40.054918,10.854739000000002
14.0,-63.310212,-23.891555,39.418656999999996
14.1,-61.653942,-10.516124,51.137818
14.2,-44.084243,-16.984994,27.099249
14.3,-47.507899,-21.289956,26.217943
14.4,-30.40239,-24.97157,5.430820000000001
14.5,-43.899763,-31.63093,12.268833
14.6,-29.724097,-28.990085,0.7340119999999999
14.7,-43.286782,-48.426468,-5.1396859999999975
14.8,-50.576857,-39.75652,10.820336999999995
14.9,-52.921357,-40.59721,12.324147000000004
15.0,-52.439038,-38.856406,13.582631999999997
15.1,-51.887423,-42.617082,9.270340999999995
15.2,-44.926644,-22.636855,22.289789000000003
15.3,-34.988657,-50.906428,-15.917770999999995
15.4,-31.013263,-45.48785,-14.474587000000003
15.5,-45.135666,-45.826695,-0.6910290000000003
15.6,-54.156808,-37.596049,16.560758999999997
15.7,-54.23422,-47.94394,6.290280000000003
15.8,-55.534752,-47.340459,8.194292999999995
15.9,-58.267961,-51.013881,7.254080000000002
16.0,-56.76894,-46.519768,10.249172000000002
16.099999999999998,-54.324282,-61.34251,-7.018228000000001
16.2,-42.157477,-64.724303,-22.566826000000006
16.3,-61.377878,-54.801209,6.5766690000000025
16.4,-34.45898,-41.600278,-7.141298000000006
16.5,-41.916386,-41.402792,0.5135940000000048
16.599999999999998,-54.301529,-47.30058,7.000949000000006
16.7,-51.625337,-42.367408,9.257929000000004
16.8,-58.054251,-51.209206,6.845044999999999
16.9,-51.865816,-42.374565,9.491251000000005
17.0,-28.077915,-38.564761,-10.486845999999996
17.099999999999998,-53.033532,-39.288388,13.745144000000003
17.2,-50.562883,-46.453763,4.109119999999997
17.3,-64.846148,-44.371542,20.474606
17.4,-54.400943,-39.188565,15.212378000000001
17.5,-47.317143,-45.084055,2.233088000000002
17.599999999999998,-34.681001,-52.126095,-17.445093999999997
17.7,-41.148985,-56.106031,-14.957045999999998
17.8,-43.476282,-48.292438,-4.816155999999999
17.9,-34.830155,-56.859952,-22.029797000000002
18.0,-34.814613,-49.637635,-14.823022000000002
18.1,-41.741569,-43.874726,-2.133157000000004
18.2,-50.53374,-39.450529,11.083210999999999
18.3,-44.856186,-29.147536,15.708650000000002
18.4,-48.793388,-52.069794,-3.2764060000000015
18.5,-41.362261,-52.180832,-10.818571000000006
18.6,-45.369012,-54.503051,-9.134039000000001
18.7,-51.325209,-46.046745,5.278464
18.8,-41.740999,-34.224322,7.516677000000001
18.9,-52.619657,-29.978055,22.641601999999995
19.0,-58.148032,-32.37526,25.772772000000003
19.1,-41.584094,-35.050666,6.533428000000001
19.2,-57.353938,-43.632859,13.721078999999996
19.3,-48.92308,-47.426381,1.4966989999999996
19.4,-42.3564,-48.3363,-5.979900000000001
19.5,-44.338781,-50.854321,-6.515540000000001
19.6,-40.640862,-45.581122,-4.940260000000002
19.7,-25.00382,-33.991049,-8.987228999999996
19.8,-39.851221,-41.975956,-2.124734999999994
19.9,-41.807303,-34.077907,7.729395999999994
20.0,-46.45103,-52.376024,-5.924993999999998
20.1,-54.049767,-29.061443,24.988324000000002
20.2,-50.377575,-33.3675,17.010075
20.3,-51.515286,-27.8784,23.636886000000004
20.4,-52.344225,-31.201172,21.143053000000002
20.5,-36.287311,-39.383356,-3.0960449999999966
20.6,-54.092662,-36.544034,17.548627999999994
20.7,-45.278823,-39.753654,5.525169000000005
20.8,-44.515726,-24.78424,19.731486
20.9,-48.648379,-35.276369,13.372009999999996
21.0,-36.518057,-42.499356,-5.981299
21.1,-47.995087,-22.46533,25.529756999999996
21.2,-42.981755,-26.788694,16.193061
21.3,-37.426327,-46.052865,-8.626537999999996
21.4,-40.002606,-42.969107,-2.966501000000001
21.5,-40.694731,-35.935146,4.759584999999994
21.6,-47.15493,-47.31225,-0.15731999999999857
21.7,-33.888468,-50.46745,-16.578981999999996
21.8,-51.533719,-49.3137,2.2200190000000006
21.9,-39.530419,-61.312542,-21.782123
22.0,-53.123214,-43.833661,9.289552999999998
22.1,-41.97614,-52.434085,-10.457945000000002
22.2,-62.735984,-41.092322,21.643662
22.3,-53.036936,-54.365207,-1.3282710000000009
22.4,-50.989023,-49.25324,1.735783000000005
22.5,-47.962192,-48.072176,-0.1099839999999972
22.6,-40.913956,-47.31556,-6.401603999999999
22.7,-56.945852,-37.112274,19.833578000000003
22.8,-52.773739,-60.455216,-7.681477000000001
22.9,-56.468676,-38.696669,17.772007000000002
23.0,-44.429211,-45.223435,-0.7942239999999998
23.1,-39.153017,-39.873744,-0.7207270000000037
23.2,-47.082013,-40.409726,6.672287000000004
23.3,-48.685885,-58.124332,-9.438447000000004
23.4,-71.089768,-50.703357,20.38641100000001
23.5,-60.169932,-44.343901,15.826031
23.6,-57.853804,-45.612128,12.241675999999998
23.7,-46.628727,-46.406937,0.2217899999999986
23.8,-42.808041,-57.08783,-14.279788999999994
23.9,-37.544998,-56.510394,-18.965396
24.0,-40.092676,-48.752049,-8.659373000000002
24.1,-46.028669,-41.861324,4.167344999999997
24.2,-40.987477,-46.730947,-5.743470000000002
24.3,-39.122925,-43.192631,-4.0697059999999965
24.4,-44.030565,-52.619806,-8.589240999999994
24.5,-40.898383,-37.682376,3.2160070000000047
24.6,-43.349997,-33.275247,10.074750000000002
24.7,-42.505102,-32.251439,10.253663000000003
24.8,-40.511925,-39.754729,0.7571960000000004
24.9,-42.279624,-38.233388,4.046236
25.0,-41.714426,-59.425383,-17.710956999999993
25.1,-50.112171,-54.961274,-4.849103000000007
25.2,-47.582538,-51.002623,-3.4200850000000003
25.3,-46.888658,-61.224782,-14.336123999999998
25.4,-45.248064,-50.304755,-5.056691000000001
25.5,-46.983439,-49.381521,-2.3980820000000023
25.6,-46.603084,-49.401683,-2.798598999999996
25.7,-42.325768,-53.132781,-10.807013000000005
25.8,-51.073123,-58.601911,-7.528787999999999
25.9,-35.61974,-48.732182,-13.112442000000001
26.0,-58.339872,-62.181482,-3.841610000000003
26.1,-46.2938,-46.179636,0.11416399999999527
26.2,-50.393443,-49.823253,0.5701899999999966
26.3,-48.994772,-45.841686,3.1530859999999947
26.4,-50.784375,-50.03914,0.7452349999999939
26.5,-37.516483,-56.640852,-19.124369
26.6,-60.347218,-54.724836,5.622381999999995
26.7,-52.751645,-44.041547,8.710098000000002
26.8,-58.729297,-51.964135,6.765162000000004
26.9,-55.117415,-45.280507,9.836908000000001
27.0,-45.513914,-54.97731,-9.463396000000003
27.1,-46.558974,-60.958861,-14.399887
27.2,-39.243793,-43.871558,-4.627765000000004
27.3,-33.487535,-47.00537,-13.517834999999998
27.4,-51.353995,-56.051975,-4.697980000000001
27.5,-51.954778,-36.401731,15.553047
27.6,-51.23589,-45.771623,5.4642669999999995
27.7,-39.257145,-52.012351,-12.755206000000001
27.8,-42.266843,-35.130596,7.1362470000000044
27.9,-30.299906,-43.816325,-13.516418999999999
28.0,-31.258784,-42.727927,-11.469143000000003
28.1,-33.069185,-46.797152,-13.727967
28.2,-39.637738,-52.474315,-12.836576999999998
28.3,-40.822291,-43.235528,-2.4132370000000023
28.4,-30.535882,-51.66508,-21.129198000000002
28.5,-28.079685,-55.140169,-27.060484
28.6,-44.968301,-52.515559,-7.5472580000000065
28.7,-51.293568,-50.054248,1.2393199999999993
28.8,-55.500947,-48.828804,6.672142999999998
28.9,-51.278549,-56.55555,-5.2770009999999985
29.0,-61.493648,-42.452532,19.041116000000002
29.1,-54.447978,-65.126985,-10.679007000000006
29.2,-59.52621,-66.542987,-7.016776999999998
29.3,-57.420764,-63.509326,-6.088562000000003
29.4,-50.970191,-59.649049,-8.678857999999998
29.5,-42.392515,-56.605784,-14.213268999999997
29.6,-56.027298,-48.178598,7.848700000000001
29.7,-46.700719,-39.542251,7.158467999999999
29.8,-55.499796,-43.274574,12.225222000000002
29.9,-54.08428,-49.387394,4.696885999999999
30.0,-44.510529,-45.427422,-0.9168930000000017
30.1,-52.062402,-54.96647,-2.9040680000000023
30.2,-44.812334,-49.365526,-4.553192000000003
30.3,-57.174156,-49.901958,7.272198000000003
30.4,-59.162886,-49.74556,9.417326000000003
30.5,-50.506936,-58.0769,-7.569963999999999
30.6,-43.086767,-61.255899,-18.169131999999998
30.7,-55.268856,-48.150712,7.118144000000001
30.8,-60.632648,-56.429324,4.203324000000002
30.9,-50.698808,-55.694486,-4.995677999999998
31.0,-45.946172,-37.742171,8.204000999999998
31.1,-49.475822,-44.59457,4.8812520000000035
31.2,-47.010684,-42.159679,4.851005000000001
31.3,-37.497904,-50.550661,-13.052757
31.4,-28.200954,-68.187283,-39.986329
31.5,-25.925987,-58.451555,-32.525568
31.6,-25.980651,-42.259957,-16.279306
31.7,-33.310429,-49.635838,-16.325409
