time_ns,Rg_reg,Rg_enh,dRg,RMSD_reg,RMSD_enh,dRMSD
0.0,103.88021948378815,103.88021948378815,0.0,71.08266454391143,71.08266454391143,0.0
0.5,31.95048884298648,48.02880089143071,16.078312048444232,34.37884699639442,16.981235903442485,-17.397611092951937
1.0,25.141354583742235,49.88803175695741,24.746677173215176,45.53052535389901,28.0831958703312,-17.44732948356781
1.5,27.56223155948088,39.39180796485765,11.829576405376766,44.99999865646812,28.31994454889839,-16.68005410756973
2.0,26.59131791819937,60.05124960253142,33.45993168433205,40.79852956233217,24.484085459065287,-16.314444103266883
2.5,25.84155869729662,55.590711197321895,29.749152500025275,38.21941718648561,22.12791225011607,-16.09150493636954
3.0,30.74643920632309,35.88025724544971,5.1338180391266235,36.89743027432885,24.961957016072702,-11.935473258256145
3.5,27.943163069866355,34.31785609497354,6.374693025107188,42.07667339527025,41.940959903111,-0.13571349215924755
4.0,27.787172714118377,26.75843299929002,-1.0287397148283581,40.634351895838606,40.77218208269535,0.1378301868567462
4.5,27.29416867827595,30.87386774981453,3.579699071538581,43.732947812601296,40.17763456241243,-3.555313250188867
5.0,31.73863253860761,23.240163653796944,-8.498468884810666,43.30026725581007,44.94714482194631,1.64687756613624
5.5,33.40336647107316,25.31113212771504,-8.092234343358122,44.10141964522982,38.726730279799774,-5.374689365430044
6.0,28.883771937697738,26.627404082440783,-2.256367855256954,42.181992427593165,39.19567318315747,-2.9863192444356983
6.5,26.31230083532529,32.925124672629515,6.6128238373042265,43.68730874087749,40.22278415927887,-3.464524581598617
7.0,24.74853742095782,27.763172239232187,3.0146348182743665,41.83740180771439,40.39741406837234,-1.439987739342051
7.5,32.64285840512045,28.72276827814796,-3.9200901269724895,42.56842682910139,40.37576724974507,-2.1926595793563237
8.0,26.74545530898217,23.37562501870481,-3.36983029027736,44.741927295522544,41.89071710223432,-2.8512101932882246
8.5,26.56660610916528,26.85752660320011,0.2909204940348289,43.57774290561312,40.563895451341736,-3.013847454271385
9.0,28.1663211665792,24.938445012457056,-3.227876154122143,43.126380310366045,42.02676861725917,-1.0996116931068727
9.5,26.120631200378288,31.77764061511401,5.657009414735722,43.524614476362544,38.88745607214082,-4.637158404221722
10.0,29.87494237449034,25.84874724612678,-4.026195128363561,42.34902696811815,42.20572004531956,-0.14330692279859392
10.5,29.442073382636117,23.738535997654704,-5.703537384981413,41.10093219214208,43.55507967190086,2.454147479758781
11.0,33.496770536676465,30.91086561521883,-2.585904921457633,37.76601711397069,41.99458509138584,4.228567977415146
11.5,29.582921442766885,26.21329074848289,-3.3696306942839946,41.22910269728563,41.57767160929999,0.3485689120143576
12.0,27.940580850252463,28.20502064239434,0.2644397921418786,43.69608011202222,41.3706617573932,-2.325418354629022
12.5,32.936711905591416,29.048467311463902,-3.8882445941275137,40.00151331712532,41.03058891790649,1.0290756007811694
13.0,33.62656782290603,30.24312951990276,-3.383438303003274,38.803505689122375,40.165246225584895,1.36174053646252
13.5,30.46759192975152,28.42564233762321,-2.0419495921283115,41.021827862235234,41.11626709999389,0.0944392377586567
14.0,27.104335815065586,27.59831165314779,0.49397583808220347,41.99908735238858,41.60339682282033,-0.3956905295682489
14.5,29.377023893569405,23.62512329449149,-5.7519005990779135,39.85003899432876,45.16239352126466,5.3123545269358985
15.0,27.11666892416728,23.889413706063888,-3.227255218103391,41.01297311845656,45.84375245663961,4.830779338183056
15.5,31.12323844835,26.94201469991245,-4.181223748437553,40.96865020702639,41.066013973986266,0.09736376695987303
16.0,34.887974386108574,28.748115708304617,-6.139858677803957,40.18487622902893,43.25732080548924,3.072444576460313
16.5,29.564150655479832,22.669636317827976,-6.894514337651856,41.53734261521976,41.109376713532,-0.42796590168775595
17.0,29.334589468434,24.80017745099105,-4.53441201744295,40.69633555096374,41.81763432140243,1.1212987704386919
17.5,28.643982514608258,26.483775196727287,-2.160207317880971,43.107527025834585,43.607476651788005,0.49994962595341974
18.0,27.99012788257884,27.97429333490316,-0.01583454767568071,41.453369327705744,40.53321305053461,-0.9201562771711309
18.5,24.369322484281724,26.791604061980333,2.422281577698609,44.023479381812656,44.06951497701967,0.046035595207015945
19.0,22.59355766379023,23.68545332239478,1.0918956586045496,46.19514590544884,42.537433654437336,-3.657712251011503
19.5,29.19741965832831,22.523050379887312,-6.674369278440999,42.578169630710285,42.70647244086327,0.12830281015298795
20.0,28.618580899788316,28.766478707054844,0.1478978072665278,42.545299446395525,41.73750198209076,-0.8077974643047625
20.5,24.29772791173932,24.59724704487291,0.2995191331335896,43.90959788375631,41.03339303674876,-2.87620484700755
21.0,28.92934889478289,30.119231332938647,1.189882438155756,43.00514596497119,38.713795267231625,-4.291350697739567
21.5,26.841270528457446,26.76296148511801,-0.07830904333943778,42.76391971629619,38.15241780229511,-4.611501914001082
22.0,24.99090533821252,28.03192848541932,3.0410231472068006,42.33309002524308,36.175262449767,-6.157827575476084
22.5,23.07156746393053,28.51917793783567,5.44761047390514,46.36080823141076,42.868060640778126,-3.492747590632632
23.0,21.45311569907175,32.45835496407561,11.005239265003862,44.94208432609869,37.02021727440676,-7.921867051691926
23.5,29.65119129697759,26.47997326400366,-3.171218032973929,43.331179334733605,38.549863346805004,-4.7813159879286005
24.0,27.377734190161792,31.871345299841277,4.493611109679485,44.87595379966622,36.53770551157978,-8.33824828808644
24.5,27.05120674013872,27.16689645099018,0.11568971085145918,45.14241729663853,41.321956908790334,-3.8204603878481933
25.0,33.13407886136059,30.73551900201185,-2.398559859348744,44.756034542544896,40.23203474229935,-4.523999800245548
25.5,33.91810903422025,30.801123971045524,-3.1169850631747273,43.46200043944605,40.54149846053912,-2.920501978906934
26.0,27.4069244023366,33.78019674213782,6.373272339801218,44.91801769363903,39.36461833140273,-5.5533993622362985
26.5,28.739779112674302,29.48622019337017,0.7464410806958668,45.82905096588882,42.99324406491584,-2.835806900972976
27.0,24.108231005698727,29.71145156945335,5.603220563754622,47.767731828962845,42.06085260807481,-5.706879220888034
27.5,25.25279222036684,24.62684364679805,-0.6259485735687882,43.58082298397106,47.185500323806096,3.6046773398350354
28.0,25.08584467487327,22.03382725780386,-3.052017417069411,44.51996181034386,45.23216218217678,0.7122003718329211
28.5,25.6670564619119,24.588315425609395,-1.0787410363025067,44.80189137555896,42.07278356665969,-2.729107808899272
29.0,29.87805734391148,23.458148100769943,-6.419909243141536,43.8936107902116,44.0637688029825,0.17015801277089793
29.5,30.626124146187404,22.989506448975288,-7.636617697212117,43.89404196609561,43.82293080956734,-0.07111115652826783
30.0,30.27855111240976,22.325882132398007,-7.9526689800117545,41.41123536293605,44.95777149647756,3.5465361335415153
30.5,36.96038799387647,23.290756338468583,-13.66963165540789,43.254025018345615,45.60658849623093,2.3525634778853117
31.0,28.585765928479468,32.87931785177163,4.2935519232921635,43.977826115849766,43.18766259249533,-0.7901635233544368
31.5,32.67498899873914,26.346524395990745,-6.328464602748394,43.10861033827299,41.83751761744569,-1.2710927208272977
32.0,28.109766551287084,30.356031321426613,2.246264770139529,46.05836715209789,42.79217020530668,-3.2661969467912044
32.5,32.45732017693377,28.43347496179458,-4.02384521513919,45.58248351932372,43.48127617913936,-2.1012073401843665
33.0,30.128914776806745,28.023963489588493,-2.1049512872182525,43.8686270284067,42.4246421949705,-1.4439848334361969
33.5,32.79818460022961,28.057258858254432,-4.740925741975179,43.79667247176696,42.37179274831296,-1.4248797234539978
34.0,32.84383049146266,22.91793850364609,-9.92589198781657,42.86473898914191,43.49749500563047,0.6327560164885568
34.5,25.420938399530677,28.95300430007091,3.532065900540232,41.9335231860747,42.68549125911356,0.75196807303886
